CLMTY_SGG_NM,CLMTY_EMD_NM,EMRG_RSCU_ASSRT_NM,EMRG_RSCU_CLSF_NM,scope,priorStable,fullChannelDirectionReversal,sameMobileDirectionReversal,beforeAllChange2024minus2020,afterAllChange2024minus2020,beforeMobileChange2024minus2020,afterMobileChange2024minus2020,removedOtherChannelsChange2024minus2020,removedWithinMobileChange2024minus2020,otherChannelsSurvivingChange2024minus2020
해운대구,재송동,구조,산악사고,A,False,False,False,11,2,7,2,4,5,0
해운대구,재송동,구조,산악사고,B,False,True,True,1,-1,1,-1,0,2,0
해운대구,재송동,구조,산악사고,C,False,True,True,1,-1,1,-1,0,2,0
해운대구,재송동,구조,수난사고,A,False,False,False,29,12,13,12,16,1,0
해운대구,재송동,구조,수난사고,B,False,False,False,5,1,1,1,4,0,0
해운대구,재송동,구조,수난사고,C,False,False,False,5,1,1,1,4,0,0
해운대구,재송동,화재,일반화재(주택),A,True,False,False,-5,-1,-5,-1,0,-4,0
해운대구,재송동,화재,일반화재(주택),B,True,False,False,-3,-2,-3,-2,0,-1,0
해운대구,재송동,화재,일반화재(주택),C,True,False,False,-3,-2,-3,-2,0,-1,0
해운대구,좌동,구급,교통사고,A,True,False,False,-67,-31,-63,-31,-4,-32,0
해운대구,좌동,구급,교통사고,B,True,False,False,-43,-31,-44,-31,1,-13,0
해운대구,좌동,구급,교통사고,C,True,False,False,-43,-31,-44,-31,1,-13,0
해운대구,좌동,구급,심정지,A,True,False,False,87,38,61,38,26,23,0
해운대구,좌동,구급,심정지,B,True,False,False,60,25,46,25,14,21,0
해운대구,좌동,구급,심정지,C,True,False,False,60,25,46,25,14,21,0
해운대구,좌동,구조,산악사고,A,False,True,True,-7,4,-2,4,-5,-6,0
해운대구,좌동,구조,산악사고,B,False,True,False,-2,2,0,2,-2,-2,0
해운대구,좌동,구조,산악사고,C,False,True,False,-2,2,0,2,-2,-2,0
해운대구,좌동,화재,일반화재(주택),A,False,False,False,-11,-4,-8,-4,-3,-4,0
해운대구,좌동,화재,일반화재(주택),B,False,False,False,-4,-2,-3,-2,-1,-1,0
해운대구,좌동,화재,일반화재(주택),C,False,False,False,-4,-2,-3,-2,-1,-1,0
해운대구,중동,구급,교통사고,A,True,False,False,-7,-14,-15,-14,8,-1,0
해운대구,중동,구급,교통사고,B,True,False,False,-12,-15,-13,-15,1,2,0
해운대구,중동,구급,교통사고,C,True,False,False,-12,-15,-13,-15,1,2,0
해운대구,중동,구급,심정지,A,False,True,True,20,-5,9,-5,11,14,0
해운대구,중동,구급,심정지,B,False,True,True,15,-2,13,-2,2,15,0
해운대구,중동,구급,심정지,C,False,True,True,15,-2,13,-2,2,15,0
해운대구,중동,구조,산악사고,A,False,False,False,1,0,0,0,1,0,0
해운대구,중동,구조,수난사고,A,True,False,False,21,17,19,17,2,2,0
해운대구,중동,구조,수난사고,B,True,False,False,6,2,1,2,5,-1,0
해운대구,중동,구조,수난사고,C,True,False,False,6,2,1,2,5,-1,0
해운대구,중동,화재,일반화재(주택),A,True,False,False,-27,-12,-23,-12,-4,-11,0
해운대구,중동,화재,일반화재(주택),B,True,False,False,-8,-7,-9,-7,1,-2,0
해운대구,중동,화재,일반화재(주택),C,True,False,False,-8,-7,-9,-7,1,-2,0
