caseId,scope,year,weekday,hour,count
action-2,C,2023,1,13,1
action-2,C,2023,1,22,1
action-2,C,2023,1,23,1
action-2,C,2023,2,2,1
action-2,C,2023,2,4,1
action-2,C,2023,2,7,1
action-2,C,2023,2,8,2
action-2,C,2023,2,11,1
action-2,C,2023,2,14,1
action-2,C,2023,2,15,1
action-2,C,2023,2,16,1
action-2,C,2023,2,19,1
action-2,C,2023,2,23,1
action-2,C,2023,3,2,1
action-2,C,2023,3,3,2
action-2,C,2023,3,7,1
action-2,C,2023,3,10,2
action-2,C,2023,3,11,1
action-2,C,2023,3,12,1
action-2,C,2023,3,18,1
action-2,C,2023,3,22,2
action-2,C,2023,4,0,1
action-2,C,2023,4,6,1
action-2,C,2023,4,7,1
action-2,C,2023,4,11,1
action-2,C,2023,4,16,1
action-2,C,2023,4,17,1
action-2,C,2023,4,18,1
action-2,C,2023,4,22,1
action-2,C,2023,5,1,1
action-2,C,2023,5,5,1
action-2,C,2023,5,8,2
action-2,C,2023,5,9,2
action-2,C,2023,5,11,2
action-2,C,2023,5,13,1
action-2,C,2023,5,21,1
action-2,C,2023,5,22,1
action-2,C,2023,5,23,1
action-2,C,2023,6,3,3
action-2,C,2023,6,5,1
action-2,C,2023,6,6,2
action-2,C,2023,6,11,2
action-2,C,2023,6,12,1
action-2,C,2023,6,13,1
action-2,C,2023,6,15,2
action-2,C,2023,6,17,1
action-2,C,2023,6,19,1
action-2,C,2024,0,6,2
action-2,C,2024,0,7,2
action-2,C,2024,0,9,1
action-2,C,2024,0,10,1
action-2,C,2024,0,11,2
action-2,C,2024,0,14,1
action-2,C,2024,0,18,1
action-2,C,2024,1,2,2
action-2,C,2024,1,7,1
action-2,C,2024,1,11,1
action-2,C,2024,1,12,3
action-2,C,2024,1,13,1
action-2,C,2024,1,18,1
action-2,C,2024,1,20,3
action-2,C,2024,2,6,1
action-2,C,2024,2,7,1
action-2,C,2024,2,8,3
action-2,C,2024,2,9,2
action-2,C,2024,2,11,1
action-2,C,2024,2,13,1
action-2,C,2024,2,15,1
action-2,C,2024,2,16,3
action-2,C,2024,2,17,1
action-2,C,2024,2,18,1
action-2,C,2024,2,19,2
action-2,C,2024,3,4,1
action-2,C,2024,3,6,1
action-2,C,2024,3,7,2
action-2,C,2024,3,8,3
action-2,C,2024,3,9,1
action-2,C,2024,3,10,1
action-2,C,2024,3,13,2
action-2,C,2024,3,19,1
action-2,C,2024,3,20,1
action-2,C,2024,4,2,2
action-2,C,2024,4,3,1
action-2,C,2024,4,4,1
action-2,C,2024,4,6,1
action-2,C,2024,4,11,1
action-2,C,2024,4,12,1
action-2,C,2024,4,16,1
action-2,C,2024,4,18,1
action-2,C,2024,4,20,1
action-2,C,2024,5,1,1
action-2,C,2024,5,6,1
action-2,C,2024,5,7,2
action-2,C,2024,5,8,3
action-2,C,2024,5,11,1
action-2,C,2024,5,12,1
action-2,C,2024,5,21,1
action-2,C,2024,6,5,1
action-2,C,2024,6,8,2
action-2,C,2024,6,11,3
action-2,C,2024,6,14,1
action-2,C,2024,6,15,1
action-2,C,2024,6,19,1
action-3,A,2020,0,14,8
action-3,A,2020,1,14,1
action-3,A,2020,2,12,1
action-3,A,2020,3,6,7
action-3,A,2020,3,15,1
action-3,A,2020,3,18,1
action-3,A,2020,3,19,1
action-3,A,2020,4,13,1
action-3,A,2020,4,18,1
action-3,A,2020,5,20,10
action-3,A,2020,5,22,1
action-3,A,2020,6,11,2
action-3,A,2020,6,14,1
action-3,A,2020,6,21,1
action-3,A,2020,6,23,2
action-3,A,2021,0,18,1
action-3,A,2021,1,14,7
action-3,A,2021,2,5,1
action-3,A,2021,2,6,11
action-3,A,2021,2,7,1
action-3,A,2021,2,12,2
action-3,A,2021,2,16,1
action-3,A,2021,2,17,1
action-3,A,2021,3,8,1
action-3,A,2021,4,18,1
action-3,A,2021,5,9,1
action-3,A,2021,5,18,1
action-3,A,2021,6,0,6
action-3,A,2021,6,2,3
action-3,A,2022,0,2,5
action-3,A,2022,1,4,3
action-3,A,2022,1,6,1
action-3,A,2022,1,23,2
action-3,A,2022,2,0,2
action-3,A,2022,2,1,1
action-3,A,2022,3,4,2
action-3,A,2022,4,5,1
action-3,A,2022,4,14,7
action-3,A,2022,4,15,2
action-3,A,2022,4,19,1
action-3,A,2022,5,18,1
action-3,A,2022,6,2,3
action-3,A,2022,6,9,1
action-3,A,2022,6,13,1
action-3,A,2023,1,1,8
action-3,A,2023,1,7,4
action-3,A,2023,1,12,3
action-3,A,2023,2,3,5
action-3,A,2023,2,4,1
action-3,A,2023,2,11,1
action-3,A,2023,2,13,1
action-3,A,2023,2,22,6
action-3,A,2023,3,2,1
action-3,A,2023,4,3,2
action-3,A,2023,4,4,1
action-3,A,2023,4,12,25
action-3,A,2023,4,14,1
action-3,A,2023,4,20,5
action-3,A,2023,4,21,1
action-3,A,2023,4,23,1
action-3,A,2023,6,2,1
action-3,A,2023,6,3,1
action-3,A,2023,6,11,1
action-3,A,2023,6,12,1
action-3,A,2023,6,13,1
action-3,A,2024,0,0,1
action-3,A,2024,0,6,41
action-3,A,2024,0,7,17
action-3,A,2024,0,10,1
action-3,A,2024,0,11,11
action-3,A,2024,0,16,4
action-3,A,2024,1,2,3
action-3,A,2024,1,3,7
action-3,A,2024,1,12,1
action-3,A,2024,1,15,2
action-3,A,2024,1,16,6
action-3,A,2024,2,17,3
action-3,A,2024,3,12,2
action-3,A,2024,3,16,1
action-3,A,2024,3,19,1
action-3,A,2024,4,13,1
action-3,A,2024,5,0,14
action-3,A,2024,5,4,1
action-3,A,2024,5,12,3
action-3,A,2024,5,14,6
action-3,A,2024,5,16,1
action-3,A,2024,5,21,1
action-3,B,2020,0,14,1
action-3,B,2020,1,14,1
action-3,B,2020,2,12,1
action-3,B,2020,3,6,1
action-3,B,2020,3,15,1
action-3,B,2020,3,18,1
action-3,B,2020,3,19,1
action-3,B,2020,4,13,1
action-3,B,2020,4,18,1
action-3,B,2020,5,20,2
action-3,B,2020,5,22,1
action-3,B,2020,6,11,1
action-3,B,2020,6,14,1
action-3,B,2020,6,21,1
action-3,B,2020,6,23,1
action-3,B,2021,0,18,1
action-3,B,2021,1,14,1
action-3,B,2021,2,5,1
action-3,B,2021,2,12,2
action-3,B,2021,2,16,1
action-3,B,2021,2,17,1
action-3,B,2021,3,8,1
action-3,B,2021,4,18,1
action-3,B,2021,5,9,1
action-3,B,2021,5,18,1
action-3,B,2021,6,0,1
action-3,B,2021,6,2,1
action-3,B,2022,0,2,1
action-3,B,2022,1,4,1
action-3,B,2022,1,23,1
action-3,B,2022,2,1,1
action-3,B,2022,3,4,1
action-3,B,2022,4,5,1
action-3,B,2022,4,14,1
action-3,B,2022,4,19,1
action-3,B,2022,5,18,1
action-3,B,2022,6,2,1
action-3,B,2022,6,9,1
action-3,B,2022,6,13,1
action-3,B,2023,1,1,1
action-3,B,2023,1,7,1
action-3,B,2023,1,12,1
action-3,B,2023,2,3,1
action-3,B,2023,2,11,1
action-3,B,2023,2,13,1
action-3,B,2023,2,22,1
action-3,B,2023,3,2,1
action-3,B,2023,4,3,1
action-3,B,2023,4,4,1
action-3,B,2023,4,12,1
action-3,B,2023,4,14,1
action-3,B,2023,4,20,1
action-3,B,2023,4,23,1
action-3,B,2023,6,11,1
action-3,B,2023,6,12,1
action-3,B,2024,0,0,1
action-3,B,2024,0,6,1
action-3,B,2024,0,7,1
action-3,B,2024,0,16,2
action-3,B,2024,1,2,1
action-3,B,2024,1,3,1
action-3,B,2024,1,12,1
action-3,B,2024,1,15,1
action-3,B,2024,2,17,2
action-3,B,2024,3,12,1
action-3,B,2024,3,16,1
action-3,B,2024,3,19,1
action-3,B,2024,4,13,1
action-3,B,2024,5,0,1
action-3,B,2024,5,12,1
action-3,B,2024,5,14,1
action-3,B,2024,5,21,1
action-3,C,2020,0,14,1
action-3,C,2020,1,14,1
action-3,C,2020,2,12,1
action-3,C,2020,3,6,1
action-3,C,2020,3,15,1
action-3,C,2020,3,18,1
action-3,C,2020,3,19,1
action-3,C,2020,4,13,1
action-3,C,2020,4,18,1
action-3,C,2020,5,20,2
action-3,C,2020,5,22,1
action-3,C,2020,6,11,1
action-3,C,2020,6,14,1
action-3,C,2020,6,21,1
action-3,C,2020,6,23,1
action-3,C,2021,0,18,1
action-3,C,2021,1,14,1
action-3,C,2021,2,5,1
action-3,C,2021,2,12,2
action-3,C,2021,2,16,1
action-3,C,2021,2,17,1
action-3,C,2021,3,8,1
action-3,C,2021,4,18,1
action-3,C,2021,5,9,1
action-3,C,2021,5,18,1
action-3,C,2021,6,0,1
action-3,C,2021,6,2,1
action-3,C,2022,0,2,1
action-3,C,2022,1,4,1
action-3,C,2022,1,23,1
action-3,C,2022,2,1,1
action-3,C,2022,3,4,1
action-3,C,2022,4,5,1
action-3,C,2022,4,14,1
action-3,C,2022,4,19,1
action-3,C,2022,5,18,1
action-3,C,2022,6,2,1
action-3,C,2022,6,9,1
action-3,C,2022,6,13,1
action-3,C,2023,1,1,1
action-3,C,2023,1,7,1
action-3,C,2023,1,12,1
action-3,C,2023,2,3,1
action-3,C,2023,2,11,1
action-3,C,2023,2,13,1
action-3,C,2023,2,22,1
action-3,C,2023,3,2,1
action-3,C,2023,4,3,1
action-3,C,2023,4,4,1
action-3,C,2023,4,12,1
action-3,C,2023,4,14,1
action-3,C,2023,4,20,1
action-3,C,2023,4,23,1
action-3,C,2023,6,11,1
action-3,C,2023,6,12,1
action-3,C,2024,0,0,1
action-3,C,2024,0,6,1
action-3,C,2024,0,7,1
action-3,C,2024,0,16,2
action-3,C,2024,1,2,1
action-3,C,2024,1,3,1
action-3,C,2024,1,12,1
action-3,C,2024,1,15,1
action-3,C,2024,2,17,2
action-3,C,2024,3,12,1
action-3,C,2024,3,16,1
action-3,C,2024,3,19,1
action-3,C,2024,4,13,1
action-3,C,2024,5,0,1
action-3,C,2024,5,12,1
action-3,C,2024,5,14,1
action-3,C,2024,5,21,1
action-4,A,2020,0,22,1
action-4,A,2020,1,18,1
action-4,A,2020,2,0,1
action-4,A,2020,2,21,3
action-4,A,2020,3,22,4
action-4,A,2020,5,2,1
action-4,A,2020,6,23,10
action-4,A,2021,0,16,1
action-4,A,2021,1,0,1
action-4,A,2021,1,16,2
action-4,A,2021,2,6,1
action-4,A,2021,2,8,1
action-4,A,2021,2,13,1
action-4,A,2021,3,13,2
action-4,A,2021,4,3,3
action-4,A,2021,4,11,1
action-4,A,2021,4,17,1
action-4,A,2021,5,17,1
action-4,A,2021,6,5,4
action-4,A,2021,6,10,2
action-4,A,2021,6,18,1
action-4,A,2021,6,22,1
action-4,A,2022,0,10,4
action-4,A,2022,1,10,3
action-4,A,2022,1,11,1
action-4,A,2022,1,13,2
action-4,A,2022,1,14,1
action-4,A,2022,1,15,6
action-4,A,2022,1,23,2
action-4,A,2022,2,6,1
action-4,A,2022,5,12,4
action-4,A,2022,6,16,5
action-4,A,2022,6,20,1
action-4,A,2023,1,19,1
action-4,A,2023,4,7,1
action-4,A,2023,4,8,2
action-4,A,2023,5,4,3
action-4,A,2023,5,17,1
action-4,A,2023,5,18,2
action-4,A,2023,5,19,19
action-4,A,2023,6,13,10
action-4,A,2023,6,15,23
action-4,A,2024,0,22,1
action-4,A,2024,2,17,1
action-4,A,2024,3,16,2
action-4,A,2024,3,18,4
action-4,A,2024,3,19,1
action-4,A,2024,3,20,1
action-4,A,2024,4,19,1
action-4,A,2024,4,22,2
action-4,A,2024,5,20,1
action-4,A,2024,6,7,2
action-4,A,2024,6,21,1
action-4,A,2024,6,22,1
action-4,B,2020,0,22,1
action-4,B,2020,1,18,1
action-4,B,2020,2,0,1
action-4,B,2020,2,21,1
action-4,B,2020,3,22,1
action-4,B,2020,5,2,1
action-4,B,2020,6,23,1
action-4,B,2021,0,16,1
action-4,B,2021,1,0,1
action-4,B,2021,1,16,1
action-4,B,2021,2,6,1
action-4,B,2021,2,8,1
action-4,B,2021,2,13,1
action-4,B,2021,4,3,2
action-4,B,2021,4,11,1
action-4,B,2021,4,17,1
action-4,B,2021,5,17,1
action-4,B,2021,6,5,1
action-4,B,2021,6,10,1
action-4,B,2021,6,18,1
action-4,B,2021,6,22,1
action-4,B,2022,1,10,1
action-4,B,2022,1,11,1
action-4,B,2022,1,13,1
action-4,B,2022,1,14,1
action-4,B,2022,1,15,1
action-4,B,2022,1,23,1
action-4,B,2022,2,6,1
action-4,B,2022,5,12,2
action-4,B,2022,6,16,1
action-4,B,2022,6,20,1
action-4,B,2023,1,19,1
action-4,B,2023,4,7,1
action-4,B,2023,4,8,1
action-4,B,2023,5,4,1
action-4,B,2023,5,17,1
action-4,B,2023,5,18,1
action-4,B,2023,6,13,1
action-4,B,2023,6,15,1
action-4,B,2024,0,22,1
action-4,B,2024,2,17,1
action-4,B,2024,3,16,2
action-4,B,2024,3,18,2
action-4,B,2024,4,19,1
action-4,B,2024,4,22,1
action-4,B,2024,5,20,1
action-4,B,2024,6,7,2
action-4,B,2024,6,21,1
action-4,C,2020,0,22,1
action-4,C,2020,1,18,1
action-4,C,2020,2,0,1
action-4,C,2020,2,21,1
action-4,C,2020,3,22,1
action-4,C,2020,5,2,1
action-4,C,2020,6,23,1
action-4,C,2021,0,16,1
action-4,C,2021,1,0,1
action-4,C,2021,1,16,1
action-4,C,2021,2,6,1
action-4,C,2021,2,8,1
action-4,C,2021,2,13,1
action-4,C,2021,4,3,2
action-4,C,2021,4,11,1
action-4,C,2021,4,17,1
action-4,C,2021,5,17,1
action-4,C,2021,6,5,1
action-4,C,2021,6,10,1
action-4,C,2021,6,18,1
action-4,C,2021,6,22,1
action-4,C,2022,1,10,1
action-4,C,2022,1,11,1
action-4,C,2022,1,13,1
action-4,C,2022,1,14,1
action-4,C,2022,1,15,1
action-4,C,2022,1,23,1
action-4,C,2022,2,6,1
action-4,C,2022,5,12,2
action-4,C,2022,6,16,1
action-4,C,2022,6,20,1
action-4,C,2023,1,19,1
action-4,C,2023,4,7,1
action-4,C,2023,4,8,1
action-4,C,2023,5,4,1
action-4,C,2023,5,17,1
action-4,C,2023,5,18,1
action-4,C,2023,6,13,1
action-4,C,2023,6,15,1
action-4,C,2024,0,22,1
action-4,C,2024,2,17,1
action-4,C,2024,3,16,2
action-4,C,2024,3,18,2
action-4,C,2024,4,19,1
action-4,C,2024,4,22,1
action-4,C,2024,5,20,1
action-4,C,2024,6,7,2
action-4,C,2024,6,21,1
action-5,A,2020,0,11,1
action-5,A,2020,0,12,2
action-5,A,2020,0,15,1
action-5,A,2020,0,17,1
action-5,A,2020,2,13,1
action-5,A,2020,2,15,1
action-5,A,2020,3,14,1
action-5,A,2020,4,12,1
action-5,A,2020,4,13,1
action-5,A,2020,5,12,1
action-5,A,2020,6,13,1
action-5,A,2021,0,15,1
action-5,A,2021,1,17,1
action-5,A,2021,3,10,1
action-5,A,2021,3,13,1
action-5,A,2021,4,8,1
action-5,A,2021,4,12,2
action-5,A,2021,4,14,2
action-5,A,2021,4,15,1
action-5,A,2021,5,10,2
action-5,A,2021,5,11,3
action-5,A,2021,5,13,7
action-5,A,2021,5,14,1
action-5,A,2021,5,15,1
action-5,A,2021,5,19,1
action-5,A,2021,6,11,2
action-5,A,2021,6,15,2
action-5,A,2021,6,16,1
action-5,A,2021,6,19,1
action-5,A,2022,0,11,1
action-5,A,2022,0,12,1
action-5,A,2022,0,16,4
action-5,A,2022,1,19,1
action-5,A,2022,3,13,1
action-5,A,2022,3,14,1
action-5,A,2022,3,15,1
action-5,A,2022,4,14,1
action-5,A,2022,4,18,2
action-5,A,2022,5,12,1
action-5,A,2022,6,13,2
action-5,A,2022,6,14,3
action-5,A,2022,6,15,4
action-5,A,2022,6,16,1
action-5,A,2022,6,17,1
action-5,A,2023,0,11,1
action-5,A,2023,0,13,1
action-5,A,2023,0,16,1
action-5,A,2023,2,16,2
action-5,A,2023,3,16,1
action-5,A,2023,3,18,1
action-5,A,2023,5,11,1
action-5,A,2023,5,13,2
action-5,A,2023,6,11,1
action-5,A,2023,6,13,1
action-5,A,2023,6,14,1
action-5,A,2024,0,11,1
action-5,A,2024,3,11,1
action-5,A,2024,3,15,2
action-5,A,2024,4,11,1
action-5,A,2024,4,15,1
action-5,A,2024,6,11,1
action-5,A,2024,6,12,2
action-5,A,2024,6,13,1
action-5,A,2024,6,15,1
action-5,B,2020,0,11,1
action-5,B,2020,0,12,1
action-5,B,2020,0,15,1
action-5,B,2020,2,13,1
action-5,B,2020,2,15,1
action-5,B,2020,3,14,1
action-5,B,2020,4,12,1
action-5,B,2020,4,13,1
action-5,B,2020,5,12,1
action-5,B,2020,6,13,1
action-5,B,2021,0,15,1
action-5,B,2021,1,17,1
action-5,B,2021,3,10,1
action-5,B,2021,3,13,1
action-5,B,2021,4,8,1
action-5,B,2021,4,12,1
action-5,B,2021,4,14,2
action-5,B,2021,5,10,1
action-5,B,2021,5,11,1
action-5,B,2021,5,13,4
action-5,B,2021,5,15,1
action-5,B,2021,5,19,1
action-5,B,2021,6,11,2
action-5,B,2021,6,15,2
action-5,B,2021,6,16,1
action-5,B,2022,0,11,1
action-5,B,2022,0,12,1
action-5,B,2022,0,16,1
action-5,B,2022,3,13,1
action-5,B,2022,3,14,1
action-5,B,2022,3,15,1
action-5,B,2022,4,14,1
action-5,B,2022,4,18,1
action-5,B,2022,5,12,1
action-5,B,2022,6,13,2
action-5,B,2022,6,14,1
action-5,B,2022,6,15,2
action-5,B,2022,6,16,1
action-5,B,2023,0,11,1
action-5,B,2023,0,13,1
action-5,B,2023,0,16,1
action-5,B,2023,2,16,1
action-5,B,2023,3,16,1
action-5,B,2023,5,11,1
action-5,B,2023,5,13,1
action-5,B,2023,6,11,1
action-5,B,2023,6,13,1
action-5,B,2024,0,11,1
action-5,B,2024,3,11,1
action-5,B,2024,3,15,1
action-5,B,2024,4,11,1
action-5,B,2024,4,15,1
action-5,B,2024,6,11,1
action-5,B,2024,6,12,1
action-5,B,2024,6,13,1
action-5,B,2024,6,15,1
action-5,C,2020,0,11,1
action-5,C,2020,0,12,1
action-5,C,2020,0,15,1
action-5,C,2020,2,13,1
action-5,C,2020,2,15,1
action-5,C,2020,3,14,1
action-5,C,2020,4,12,1
action-5,C,2020,4,13,1
action-5,C,2020,5,12,1
action-5,C,2020,6,13,1
action-5,C,2021,0,15,1
action-5,C,2021,1,17,1
action-5,C,2021,3,10,1
action-5,C,2021,3,13,1
action-5,C,2021,4,8,1
action-5,C,2021,4,12,1
action-5,C,2021,4,14,2
action-5,C,2021,5,10,1
action-5,C,2021,5,11,1
action-5,C,2021,5,13,4
action-5,C,2021,5,15,1
action-5,C,2021,5,19,1
action-5,C,2021,6,11,2
action-5,C,2021,6,15,2
action-5,C,2021,6,16,1
action-5,C,2022,0,11,1
action-5,C,2022,0,12,1
action-5,C,2022,0,16,1
action-5,C,2022,3,13,1
action-5,C,2022,3,14,1
action-5,C,2022,3,15,1
action-5,C,2022,4,14,1
action-5,C,2022,4,18,1
action-5,C,2022,5,12,1
action-5,C,2022,6,13,2
action-5,C,2022,6,14,1
action-5,C,2022,6,15,2
action-5,C,2022,6,16,1
action-5,C,2023,0,11,1
action-5,C,2023,0,13,1
action-5,C,2023,0,16,1
action-5,C,2023,2,16,1
action-5,C,2023,3,16,1
action-5,C,2023,5,11,1
action-5,C,2023,5,13,1
action-5,C,2023,6,11,1
action-5,C,2023,6,13,1
action-5,C,2024,0,11,1
action-5,C,2024,3,11,1
action-5,C,2024,3,15,1
action-5,C,2024,4,11,1
action-5,C,2024,4,15,1
action-5,C,2024,6,11,1
action-5,C,2024,6,12,1
action-5,C,2024,6,13,1
action-5,C,2024,6,15,1
action-6,A,2020,0,14,1
action-6,A,2020,1,13,1
action-6,A,2020,1,16,3
action-6,A,2020,1,19,2
action-6,A,2020,2,13,1
action-6,A,2020,2,17,1
action-6,A,2020,3,13,1
action-6,A,2020,3,14,1
action-6,A,2020,4,14,3
action-6,A,2020,5,14,2
action-6,A,2020,5,15,1
action-6,A,2020,6,14,1
action-6,A,2020,6,17,1
action-6,A,2021,3,17,1
action-6,A,2021,5,15,2
action-6,A,2021,6,11,4
action-6,A,2021,6,12,3
action-6,A,2021,6,13,2
action-6,A,2021,6,15,1
action-6,A,2021,6,16,1
action-6,A,2021,6,20,1
action-6,A,2022,1,12,1
action-6,A,2022,1,16,1
action-6,A,2022,2,20,1
action-6,A,2022,3,11,1
action-6,A,2022,4,20,2
action-6,A,2022,5,8,2
action-6,A,2022,5,12,3
action-6,A,2022,5,13,2
action-6,A,2022,5,17,1
action-6,A,2022,5,18,4
action-6,A,2022,5,19,2
action-6,A,2022,6,11,2
action-6,A,2022,6,12,1
action-6,A,2022,6,15,1
action-6,A,2022,6,17,1
action-6,A,2022,6,19,1
action-6,A,2023,0,14,2
action-6,A,2023,0,15,1
action-6,A,2023,1,12,1
action-6,A,2023,1,17,2
action-6,A,2023,1,18,1
action-6,A,2023,2,9,1
action-6,A,2023,2,10,1
action-6,A,2023,2,11,1
action-6,A,2023,3,9,1
action-6,A,2023,3,13,2
action-6,A,2023,3,17,1
action-6,A,2023,4,9,2
action-6,A,2023,4,10,1
action-6,A,2023,4,12,1
action-6,A,2023,4,16,1
action-6,A,2023,5,14,4
action-6,A,2023,5,15,3
action-6,A,2023,5,18,2
action-6,A,2023,6,6,1
action-6,A,2023,6,12,1
action-6,A,2023,6,15,2
action-6,A,2024,0,23,1
action-6,A,2024,1,10,1
action-6,A,2024,3,12,1
action-6,A,2024,3,14,1
action-6,A,2024,3,15,3
action-6,A,2024,5,12,4
action-6,A,2024,6,12,2
action-6,A,2024,6,13,1
action-6,A,2024,6,14,1
action-6,A,2024,6,15,1
action-6,A,2024,6,18,3
action-6,B,2020,1,16,1
action-6,B,2020,2,13,1
action-6,B,2020,2,17,1
action-6,B,2020,4,14,1
action-6,B,2020,5,14,1
action-6,B,2020,5,15,1
action-6,B,2020,6,17,1
action-6,B,2021,3,17,1
action-6,B,2021,5,15,1
action-6,B,2021,6,11,2
action-6,B,2021,6,12,3
action-6,B,2021,6,13,1
action-6,B,2021,6,15,1
action-6,B,2021,6,16,1
action-6,B,2022,1,12,1
action-6,B,2022,1,16,1
action-6,B,2022,2,20,1
action-6,B,2022,3,11,1
action-6,B,2022,4,20,1
action-6,B,2022,5,8,1
action-6,B,2022,5,12,1
action-6,B,2022,5,13,1
action-6,B,2022,5,18,1
action-6,B,2022,5,19,1
action-6,B,2022,6,11,2
action-6,B,2022,6,15,1
action-6,B,2022,6,17,1
action-6,B,2023,0,15,1
action-6,B,2023,1,12,1
action-6,B,2023,1,17,1
action-6,B,2023,1,18,1
action-6,B,2023,3,9,1
action-6,B,2023,3,13,2
action-6,B,2023,3,17,1
action-6,B,2023,4,9,1
action-6,B,2023,4,10,1
action-6,B,2023,4,12,1
action-6,B,2023,4,16,1
action-6,B,2023,5,14,1
action-6,B,2023,5,18,1
action-6,B,2023,6,6,1
action-6,B,2023,6,12,1
action-6,B,2023,6,15,1
action-6,B,2024,0,23,1
action-6,B,2024,1,10,1
action-6,B,2024,3,12,1
action-6,B,2024,3,14,1
action-6,B,2024,3,15,2
action-6,B,2024,5,12,2
action-6,B,2024,6,12,1
action-6,B,2024,6,13,1
action-6,B,2024,6,14,1
action-6,B,2024,6,18,2
action-6,C,2020,1,16,1
action-6,C,2020,2,13,1
action-6,C,2020,2,17,1
action-6,C,2020,4,14,1
action-6,C,2020,5,14,1
action-6,C,2020,5,15,1
action-6,C,2020,6,17,1
action-6,C,2021,3,17,1
action-6,C,2021,5,15,1
action-6,C,2021,6,11,2
action-6,C,2021,6,12,3
action-6,C,2021,6,13,1
action-6,C,2021,6,15,1
action-6,C,2021,6,16,1
action-6,C,2022,1,12,1
action-6,C,2022,1,16,1
action-6,C,2022,2,20,1
action-6,C,2022,3,11,1
action-6,C,2022,4,20,1
action-6,C,2022,5,8,1
action-6,C,2022,5,12,1
action-6,C,2022,5,13,1
action-6,C,2022,5,18,1
action-6,C,2022,5,19,1
action-6,C,2022,6,11,2
action-6,C,2022,6,15,1
action-6,C,2022,6,17,1
action-6,C,2023,0,15,1
action-6,C,2023,1,12,1
action-6,C,2023,1,17,1
action-6,C,2023,1,18,1
action-6,C,2023,3,9,1
action-6,C,2023,3,13,2
action-6,C,2023,3,17,1
action-6,C,2023,4,9,1
action-6,C,2023,4,10,1
action-6,C,2023,4,12,1
action-6,C,2023,4,16,1
action-6,C,2023,5,14,1
action-6,C,2023,5,18,1
action-6,C,2023,6,6,1
action-6,C,2023,6,12,1
action-6,C,2023,6,15,1
action-6,C,2024,0,23,1
action-6,C,2024,1,10,1
action-6,C,2024,3,12,1
action-6,C,2024,3,14,1
action-6,C,2024,3,15,2
action-6,C,2024,5,12,2
action-6,C,2024,6,12,1
action-6,C,2024,6,13,1
action-6,C,2024,6,14,1
action-6,C,2024,6,18,2
action-7,A,2020,0,11,1
action-7,A,2020,0,16,2
action-7,A,2020,0,17,1
action-7,A,2020,0,21,2
action-7,A,2020,1,12,1
action-7,A,2020,1,21,1
action-7,A,2020,2,5,1
action-7,A,2020,2,8,1
action-7,A,2020,2,10,2
action-7,A,2020,2,12,1
action-7,A,2020,2,17,1
action-7,A,2020,3,6,1
action-7,A,2020,3,16,3
action-7,A,2020,4,19,1
action-7,A,2020,4,21,1
action-7,A,2020,5,2,1
action-7,A,2020,5,8,1
action-7,A,2020,5,9,1
action-7,A,2020,5,11,1
action-7,A,2020,5,13,2
action-7,A,2020,5,14,2
action-7,A,2020,5,18,3
action-7,A,2020,5,22,2
action-7,A,2020,6,17,1
action-7,A,2020,6,19,2
action-7,A,2021,0,7,2
action-7,A,2021,0,8,2
action-7,A,2021,0,14,1
action-7,A,2021,1,19,1
action-7,A,2021,2,13,3
action-7,A,2021,2,16,2
action-7,A,2021,3,9,1
action-7,A,2021,3,17,2
action-7,A,2021,3,23,1
action-7,A,2021,4,10,1
action-7,A,2021,5,0,1
action-7,A,2021,5,3,1
action-7,A,2021,5,15,1
action-7,A,2021,5,16,1
action-7,A,2021,6,2,1
action-7,A,2021,6,6,2
action-7,A,2021,6,13,1
action-7,A,2021,6,14,6
action-7,A,2021,6,16,1
action-7,A,2021,6,17,1
action-7,A,2022,0,2,1
action-7,A,2022,0,4,1
action-7,A,2022,0,9,4
action-7,A,2022,0,10,1
action-7,A,2022,2,12,1
action-7,A,2022,2,17,1
action-7,A,2022,3,23,1
action-7,A,2022,4,1,1
action-7,A,2022,4,11,2
action-7,A,2022,5,3,1
action-7,A,2022,5,15,1
action-7,A,2022,5,17,1
action-7,A,2022,6,9,1
action-7,A,2022,6,16,1
action-7,A,2023,1,21,1
action-7,A,2023,2,0,2
action-7,A,2023,2,12,1
action-7,A,2023,2,23,1
action-7,A,2023,4,6,1
action-7,A,2023,4,17,1
action-7,A,2023,5,10,1
action-7,A,2023,5,14,2
action-7,A,2023,6,12,1
action-7,A,2023,6,14,1
action-7,A,2023,6,17,2
action-7,A,2023,6,18,1
action-7,A,2024,0,14,1
action-7,A,2024,0,22,1
action-7,A,2024,1,1,1
action-7,A,2024,1,17,1
action-7,A,2024,1,18,1
action-7,A,2024,2,7,1
action-7,A,2024,2,11,2
action-7,A,2024,2,15,1
action-7,A,2024,3,15,1
action-7,A,2024,3,16,3
action-7,A,2024,4,10,1
action-7,A,2024,4,12,1
action-7,A,2024,6,15,1
action-7,A,2024,6,16,2
action-7,A,2024,6,18,1
action-7,B,2020,0,11,1
action-7,B,2020,0,21,1
action-7,B,2020,1,12,1
action-7,B,2020,1,21,1
action-7,B,2020,2,5,1
action-7,B,2020,2,10,1
action-7,B,2020,2,12,1
action-7,B,2020,3,16,1
action-7,B,2020,4,19,1
action-7,B,2020,4,21,1
action-7,B,2020,5,2,1
