candidate,raw_dong,resident_total,pct_0_14,pct_15_39,pct_40_64,pct_65plus
다대제1동,다대동,35576,9.942095794917922,23.456824825725207,43.33539464807736,23.265684731279517
다대제2동,다대동,25091,8.166274759874058,21.928181419632537,42.887888087362,27.0176557331314
금곡동,금곡동,34752,7.363604972375691,21.984346224677715,41.275322283609576,29.376726519337016
부전제1동,부전동,14234,4.531403681326402,45.89714767458199,30.76436700857103,18.807081635520586
부전제2동,부전동,12202,7.87575807244714,46.32027536469431,32.69955744959843,13.104409113260122
