district,rawDong,type,subtype,scope,dimension,value,count,denominator,sharePct,calendarDays,receiptsPerCalendarDay
사하구,다대동,구급,질병,P,weekdayHour,4,9,4054,0.2220029600394672,261,0.0344827586206896
사하구,다대동,구급,질병,P,weekdayHour,5,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,6,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,7,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,8,40,4054,0.986679822397632,261,0.1532567049808429
사하구,다대동,구급,질병,P,weekdayHour,9,50,4054,1.23334977799704,261,0.1915708812260536
사하구,다대동,구급,질병,P,weekdayHour,10,36,4054,0.8880118401578688,261,0.1379310344827586
사하구,다대동,구급,질병,P,weekdayHour,11,38,4054,0.9373458312777504,261,0.1455938697318007
사하구,다대동,구급,질병,P,weekdayHour,12,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,13,41,4054,1.0113468179575729,261,0.1570881226053639
사하구,다대동,구급,질병,P,weekdayHour,14,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,15,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,16,34,4054,0.8386778490379871,261,0.1302681992337164
사하구,다대동,구급,질병,P,weekdayHour,17,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,18,36,4054,0.8880118401578688,261,0.1379310344827586
사하구,다대동,구급,질병,P,weekdayHour,19,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,20,34,4054,0.8386778490379871,261,0.1302681992337164
사하구,다대동,구급,질병,P,weekdayHour,21,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,22,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,23,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,24,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,25,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,26,16,4054,0.3946719289590528,261,0.0613026819923371
사하구,다대동,구급,질병,P,weekdayHour,27,16,4054,0.3946719289590528,261,0.0613026819923371
사하구,다대동,구급,질병,P,weekdayHour,28,13,4054,0.3206709422792304,261,0.0498084291187739
사하구,다대동,구급,질병,P,weekdayHour,29,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,30,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,31,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,32,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,33,38,4054,0.9373458312777504,261,0.1455938697318007
사하구,다대동,구급,질병,P,weekdayHour,34,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,35,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,36,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,37,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,38,28,4054,0.6906758756783424,261,0.10727969348659
사하구,다대동,구급,질병,P,weekdayHour,39,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,40,34,4054,0.8386778490379871,261,0.1302681992337164
사하구,다대동,구급,질병,P,weekdayHour,41,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,42,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,43,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,44,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,45,24,4054,0.5920078934385792,261,0.0919540229885057
사하구,다대동,구급,질병,P,weekdayHour,46,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,47,24,4054,0.5920078934385792,261,0.0919540229885057
사하구,다대동,구급,질병,P,weekdayHour,48,17,4054,0.4193389245189935,261,0.0651340996168582
사하구,다대동,구급,질병,P,weekdayHour,49,12,4054,0.2960039467192896,261,0.0459770114942528
사하구,다대동,구급,질병,P,weekdayHour,50,8,4054,0.1973359644795264,261,0.0306513409961685
사하구,다대동,구급,질병,P,weekdayHour,51,12,4054,0.2960039467192896,261,0.0459770114942528
사하구,다대동,구급,질병,P,weekdayHour,52,17,4054,0.4193389245189935,261,0.0651340996168582
사하구,다대동,구급,질병,P,weekdayHour,53,18,4054,0.4440059200789344,261,0.0689655172413793
사하구,다대동,구급,질병,P,weekdayHour,54,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,55,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,56,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,57,35,4054,0.8633448445979279,261,0.1340996168582375
사하구,다대동,구급,질병,P,weekdayHour,58,23,4054,0.5673408978786384,261,0.0881226053639846
