snapshot,districtCode,district,category,shops,denominatorShops,sharePct
20240331,26110,중구,과학·기술,537,7321,7.335063515913126
20240331,26110,중구,교육,96,7321,1.3112962710012293
20240331,26110,중구,보건의료,54,7321,0.7376041524381916
20240331,26110,중구,부동산,132,7321,1.8030323726266904
20240331,26110,중구,소매,3014,7321,41.1692391749761
20240331,26110,중구,수리·개인,610,7321,8.33219505532031
20240331,26110,중구,숙박,147,7321,2.0079224149706323
20240331,26110,중구,시설관리·임대,307,7321,4.193416199972681
20240331,26110,중구,예술·스포츠,143,7321,1.9532850703455813
20240331,26110,중구,음식,2281,7321,31.15694577243546
20240331,26140,서구,과학·기술,210,3892,5.39568345323741
20240331,26140,서구,교육,148,3892,3.802672147995889
20240331,26140,서구,보건의료,42,3892,1.079136690647482
20240331,26140,서구,부동산,126,3892,3.237410071942446
20240331,26140,서구,소매,975,3892,25.051387461459402
20240331,26140,서구,수리·개인,528,3892,13.566289825282631
20240331,26140,서구,숙박,100,3892,2.5693730729701953
20240331,26140,서구,시설관리·임대,128,3892,3.28879753340185
20240331,26140,서구,예술·스포츠,121,3892,3.108941418293936
20240331,26140,서구,음식,1514,3892,38.90030832476876
20240331,26170,동구,과학·기술,575,6697,8.585934000298641
20240331,26170,동구,교육,144,6697,2.150216514857399
20240331,26170,동구,보건의료,42,6697,0.6271464835000746
20240331,26170,동구,부동산,153,6697,2.284605047035986
20240331,26170,동구,소매,2543,6697,37.97222637001642
20240331,26170,동구,수리·개인,624,6697,9.317604897715395
20240331,26170,동구,숙박,172,6697,2.5683141705241153
20240331,26170,동구,시설관리·임대,412,6697,6.152008361953113
20240331,26170,동구,예술·스포츠,141,6697,2.1054203374645364
20240331,26170,동구,음식,1891,6697,28.236523816634314
20240331,26200,영도구,과학·기술,208,3995,5.206508135168961
20240331,26200,영도구,교육,115,3995,2.8785982478097623
20240331,26200,영도구,보건의료,38,3995,0.951188986232791
20240331,26200,영도구,부동산,104,3995,2.6032540675844804
20240331,26200,영도구,소매,950,3995,23.779724655819773
20240331,26200,영도구,수리·개인,551,3995,13.79224030037547
20240331,26200,영도구,숙박,95,3995,2.3779724655819776
20240331,26200,영도구,시설관리·임대,176,3995,4.405506883604506
20240331,26200,영도구,예술·스포츠,133,3995,3.3291614518147683
20240331,26200,영도구,음식,1625,3995,40.67584480600751
20240331,26230,부산진구,과학·기술,1572,19756,7.957076331241142
20240331,26230,부산진구,교육,764,19756,3.867179591010326
20240331,26230,부산진구,보건의료,421,19756,2.130998177768779
20240331,26230,부산진구,부동산,773,19756,3.912735371532699
20240331,26230,부산진구,소매,5348,19756,27.070257137072282
20240331,26230,부산진구,수리·개인,2585,19756,13.084632516703786
20240331,26230,부산진구,숙박,263,19756,1.331241141931565
20240331,26230,부산진구,시설관리·임대,693,19756,3.507795100222717
20240331,26230,부산진구,예술·스포츠,612,19756,3.0977930755213605
20240331,26230,부산진구,음식,6725,19756,34.04029155699534
20240331,26260,동래구,과학·기술,753,11363,6.626771099181554
20240331,26260,동래구,교육,649,11363,5.711519845111326
20240331,26260,동래구,보건의료,189,11363,1.6632931444160872
20240331,26260,동래구,부동산,486,11363,4.277039514212796
20240331,26260,동래구,소매,2662,11363,23.426911907066795
20240331,26260,동래구,수리·개인,1520,11363,13.376749097949485
20240331,26260,동래구,숙박,124,11363,1.0912611106221948
20240331,26260,동래구,시설관리·임대,338,11363,2.974566575728241
20240331,26260,동래구,예술·스포츠,503,11363,4.426647892281967
20240331,26260,동래구,음식,4139,11363,36.42523981342955
20240331,26290,남구,과학·기술,711,8956,7.938811969629299
20240331,26290,남구,교육,441,8956,4.9240732469852615
20240331,26290,남구,보건의료,123,8956,1.3733809736489504
20240331,26290,남구,부동산,359,8956,4.008485931219294
20240331,26290,남구,소매,1982,8956,22.130415364001788
20240331,26290,남구,수리·개인,1242,8956,13.867798124162572
20240331,26290,남구,숙박,80,8956,0.8932559178204555
20240331,26290,남구,시설관리·임대,361,8956,4.0308173291648055
20240331,26290,남구,예술·스포츠,369,8956,4.120142920946852
20240331,26290,남구,음식,3288,8956,36.71281822242072
20240331,26320,북구,과학·기술,420,8111,5.178153125385279
20240331,26320,북구,교육,393,8111,4.845271853039082
20240331,26320,북구,보건의료,116,8111,1.4301565774873628
20240331,26320,북구,부동산,225,8111,2.774010602884971
20240331,26320,북구,소매,2000,8111,24.65787202564419
20240331,26320,북구,수리·개인,1129,8111,13.919368758476143
20240331,26320,북구,숙박,107,8111,1.319196153371964
20240331,26320,북구,시설관리·임대,219,8111,2.7000369868080383
20240331,26320,북구,예술·스포츠,464,8111,5.720626309949451
20240331,26320,북구,음식,3038,8111,37.45530760695352
20240331,26350,해운대구,과학·기술,1937,16151,11.993065444864095
20240331,26350,해운대구,교육,943,16151,5.838647761748499
20240331,26350,해운대구,보건의료,276,16151,1.7088725156337068
20240331,26350,해운대구,부동산,721,16151,4.464119868738778
20240331,26350,해운대구,소매,3647,16151,22.580645161290324
20240331,26350,해운대구,수리·개인,1796,16151,11.120054485790353
20240331,26350,해운대구,숙박,356,16151,2.2041978824840567
20240331,26350,해운대구,시설관리·임대,596,16151,3.6901739830351064
20240331,26350,해운대구,예술·스포츠,645,16151,3.9935607702309452
20240331,26350,해운대구,음식,5234,16151,32.40666212618414
20240331,26380,사하구,과학·기술,537,10582,5.074655074655075
20240331,26380,사하구,교육,375,10582,3.5437535437535437
20240331,26380,사하구,보건의료,143,10582,1.3513513513513513
20240331,26380,사하구,부동산,367,10582,3.468153468153468
20240331,26380,사하구,소매,2487,10582,23.502173502173502
20240331,26380,사하구,수리·개인,1658,10582,15.668115668115668
20240331,26380,사하구,숙박,92,10582,0.8694008694008694
20240331,26380,사하구,시설관리·임대,238,10582,2.249102249102249
20240331,26380,사하구,예술·스포츠,506,10582,4.781704781704781
20240331,26380,사하구,음식,4179,10582,39.491589491589494
20240331,26410,금정구,과학·기술,778,10110,7.695351137487636
20240331,26410,금정구,교육,446,10110,4.411473788328387
20240331,26410,금정구,보건의료,108,10110,1.0682492581602374
20240331,26410,금정구,부동산,380,10110,3.7586547972304647
20240331,26410,금정구,소매,2439,10110,24.124629080118694
20240331,26410,금정구,수리·개인,1403,10110,13.877349159248269
20240331,26410,금정구,숙박,91,10110,0.9000989119683481
20240331,26410,금정구,시설관리·임대,299,10110,2.9574678536102867
20240331,26410,금정구,예술·스포츠,491,10110,4.856577645895153
20240331,26410,금정구,음식,3675,10110,36.35014836795252
20240331,26440,강서구,과학·기술,626,7326,8.544908544908544
20240331,26440,강서구,교육,438,7326,5.978705978705979
20240331,26440,강서구,보건의료,49,7326,0.6688506688506689
20240331,26440,강서구,부동산,502,7326,6.852306852306852
20240331,26440,강서구,소매,1635,7326,22.317772317772317
20240331,26440,강서구,수리·개인,737,7326,10.06006006006006
20240331,26440,강서구,숙박,67,7326,0.9145509145509145
20240331,26440,강서구,시설관리·임대,345,7326,4.70925470925471
20240331,26440,강서구,예술·스포츠,280,7326,3.822003822003822
20240331,26440,강서구,음식,2647,7326,36.13158613158613
20240331,26470,연제구,과학·기술,1584,9584,16.52754590984975
20240331,26470,연제구,교육,384,9584,4.006677796327212
20240331,26470,연제구,보건의료,156,9584,1.6277128547579298
20240331,26470,연제구,부동산,528,9584,5.509181969949917
20240331,26470,연제구,소매,1782,9584,18.593489148580968
20240331,26470,연제구,수리·개인,1277,9584,13.324290484140233
20240331,26470,연제구,숙박,70,9584,0.7303839732888147
20240331,26470,연제구,시설관리·임대,330,9584,3.4432387312186976
20240331,26470,연제구,예술·스포츠,312,9584,3.2554257095158596
20240331,26470,연제구,음식,3161,9584,32.98205342237062
20240331,26500,수영구,과학·기술,791,9101,8.691352598615536
20240331,26500,수영구,교육,426,9101,4.680804307218987
20240331,26500,수영구,보건의료,118,9101,1.2965608174925833
20240331,26500,수영구,부동산,406,9101,4.461048236457533
20240331,26500,수영구,소매,1911,9101,20.997692561257004
20240331,26500,수영구,수리·개인,1143,9101,12.55905944401714
20240331,26500,수영구,숙박,205,9101,2.2524997253049115
20240331,26500,수영구,시설관리·임대,323,9101,3.549060542797495
20240331,26500,수영구,예술·스포츠,293,9101,3.2194264366553127
20240331,26500,수영구,음식,3485,9101,38.2924953301835
20240331,26530,사상구,과학·기술,705,9170,7.688113413304253
20240331,26530,사상구,교육,212,9170,2.311886586695747
20240331,26530,사상구,보건의료,86,9170,0.9378407851690295
20240331,26530,사상구,부동산,259,9170,2.8244274809160306
20240331,26530,사상구,소매,2589,9170,28.233369683751363
20240331,26530,사상구,수리·개인,1318,9170,14.372955288985823
20240331,26530,사상구,숙박,156,9170,1.7011995637949837
20240331,26530,사상구,시설관리·임대,260,9170,2.8353326063249726
20240331,26530,사상구,예술·스포츠,420,9170,4.580152671755725
20240331,26530,사상구,음식,3165,9170,34.51472191930207
20240331,26710,기장군,과학·기술,392,8100,4.839506172839506
20240331,26710,기장군,교육,411,8100,5.074074074074074
20240331,26710,기장군,보건의료,72,8100,0.8888888888888888
20240331,26710,기장군,부동산,328,8100,4.049382716049383
20240331,26710,기장군,소매,2148,8100,26.51851851851852
20240331,26710,기장군,수리·개인,870,8100,10.74074074074074
