기준년월,행정동코드,행정동명,나이대,평균주거인구수,평균직장인구수,평균방문인구수,year
202512,2638056100,사하구 하단1동,60대이상,5715,306,1081,2025
202512,2638056200,사하구 하단2동,20대,3262,1403,1343,2025
202512,2638056200,사하구 하단2동,20대미만,1733,322,574,2025
202512,2638056200,사하구 하단2동,30대,2246,470,889,2025
202512,2638056200,사하구 하단2동,40대,2227,427,788,2025
202512,2638056200,사하구 하단2동,50대,2835,486,909,2025
202512,2638056200,사하구 하단2동,60대이상,6051,373,1360,2025
202512,2638057100,사하구 신평1동,20대,778,179,267,2025
202512,2638057100,사하구 신평1동,20대미만,968,124,317,2025
202512,2638057100,사하구 신평1동,30대,964,280,425,2025
202512,2638057100,사하구 신평1동,40대,1343,328,503,2025
202512,2638057100,사하구 신평1동,50대,1860,418,655,2025
202512,2638057100,사하구 신평1동,60대이상,5023,315,877,2025
202512,2638057200,사하구 신평2동,20대,1089,189,298,2025
202512,2638057200,사하구 신평2동,20대미만,1168,54,222,2025
202512,2638057200,사하구 신평2동,30대,1545,334,485,2025
202512,2638057200,사하구 신평2동,40대,1683,396,530,2025
202512,2638057200,사하구 신평2동,50대,2100,459,643,2025
202512,2638057200,사하구 신평2동,60대이상,4341,377,1074,2025
202512,2638058000,사하구 장림1동,20대,746,193,268,2025
202512,2638058000,사하구 장림1동,20대미만,1199,76,210,2025
202512,2638058000,사하구 장림1동,30대,1296,351,480,2025
202512,2638058000,사하구 장림1동,40대,1709,415,546,2025
202512,2638058000,사하구 장림1동,50대,1556,607,701,2025
202512,2638058000,사하구 장림1동,60대이상,3005,585,1050,2025
202512,2638059000,사하구 장림2동,20대,1520,219,396,2025
202512,2638059000,사하구 장림2동,20대미만,1698,102,380,2025
202512,2638059000,사하구 장림2동,30대,1860,315,548,2025
202512,2638059000,사하구 장림2동,40대,2502,442,617,2025
202512,2638059000,사하구 장림2동,50대,3054,580,751,2025
202512,2638059000,사하구 장림2동,60대이상,6512,526,1371,2025
202512,2638060100,사하구 다대1동,20대,1982,305,398,2025
202512,2638060100,사하구 다대1동,20대미만,2918,90,248,2025
202512,2638060100,사하구 다대1동,30대,2202,472,426,2025
202512,2638060100,사하구 다대1동,40대,3829,687,552,2025
202512,2638060100,사하구 다대1동,50대,5135,818,809,2025
202512,2638060100,사하구 다대1동,60대이상,10990,661,1488,2025
202512,2638060200,사하구 다대2동,20대,1582,191,216,2025
202512,2638060200,사하구 다대2동,20대미만,2052,89,166,2025
202512,2638060200,사하구 다대2동,30대,1506,181,290,2025
202512,2638060200,사하구 다대2동,40대,2279,334,328,2025
202512,2638060200,사하구 다대2동,50대,3625,432,451,2025
202512,2638060200,사하구 다대2동,60대이상,8833,373,811,2025
202512,2638061000,사하구 구평동,20대,581,110,156,2025
202512,2638061000,사하구 구평동,20대미만,849,16,64,2025
202512,2638061000,사하구 구평동,30대,1290,237,258,2025
202512,2638061000,사하구 구평동,40대,1448,335,351,2025
202512,2638061000,사하구 구평동,50대,1333,393,433,2025
202512,2638061000,사하구 구평동,60대이상,2582,397,668,2025
202512,2638062000,사하구 감천1동,20대,855,114,178,2025
202512,2638062000,사하구 감천1동,20대미만,1008,250,250,2025
202512,2638062000,사하구 감천1동,30대,882,194,259,2025
202512,2638062000,사하구 감천1동,40대,1378,286,350,2025
202512,2638062000,사하구 감천1동,50대,1992,373,505,2025
202512,2638062000,사하구 감천1동,60대이상,6144,328,873,2025
202512,2638063000,사하구 감천2동,20대,175,19,36,2025
202512,2638063000,사하구 감천2동,20대미만,125,0,31,2025
202512,2638063000,사하구 감천2동,30대,208,28,54,2025
202512,2638063000,사하구 감천2동,40대,293,48,57,2025
202512,2638063000,사하구 감천2동,50대,620,80,105,2025
202512,2638063000,사하구 감천2동,60대이상,1758,44,181,2025
202512,2641051000,금정구 서1동,20대,166,15,48,2025
202512,2641051000,금정구 서1동,20대미만,105,9,44,2025
202512,2641051000,금정구 서1동,30대,194,29,66,2025
202512,2641051000,금정구 서1동,40대,300,35,102,2025
202512,2641051000,금정구 서1동,50대,515,61,170,2025
202512,2641051000,금정구 서1동,60대이상,1749,102,401,2025
202512,2641052000,금정구 서2동,20대,326,42,128,2025
202512,2641052000,금정구 서2동,20대미만,183,34,100,2025
202512,2641052000,금정구 서2동,30대,485,54,163,2025
202512,2641052000,금정구 서2동,40대,532,89,204,2025
202512,2641052000,금정구 서2동,50대,793,137,379,2025
202512,2641052000,금정구 서2동,60대이상,2644,227,773,2025
202512,2641053000,금정구 서3동,20대,391,48,135,2025
202512,2641053000,금정구 서3동,20대미만,217,48,101,2025
202512,2641053000,금정구 서3동,30대,505,100,178,2025
202512,2641053000,금정구 서3동,40대,651,101,198,2025
202512,2641053000,금정구 서3동,50대,1172,167,351,2025
202512,2641053000,금정구 서3동,60대이상,3703,263,911,2025
202512,2641055500,금정구 금사회동동,20대,266,211,194,2025
202512,2641055500,금정구 금사회동동,20대미만,205,56,92,2025
202512,2641055500,금정구 금사회동동,30대,343,477,381,2025
202512,2641055500,금정구 금사회동동,40대,471,554,469,2025
202512,2641055500,금정구 금사회동동,50대,693,679,727,2025
202512,2641055500,금정구 금사회동동,60대이상,2594,613,1155,2025
202512,2641057000,금정구 부곡1동,20대,316,30,124,2025
202512,2641057000,금정구 부곡1동,20대미만,318,175,126,2025
202512,2641057000,금정구 부곡1동,30대,353,47,140,2025
202512,2641057000,금정구 부곡1동,40대,540,60,177,2025
202512,2641057000,금정구 부곡1동,50대,772,98,241,2025
202512,2641057000,금정구 부곡1동,60대이상,2784,130,502,2025
202512,2641058000,금정구 부곡2동,20대,1442,257,385,2025
202512,2641058000,금정구 부곡2동,20대미만,1242,389,318,2025
202512,2641058000,금정구 부곡2동,30대,1166,254,521,2025
202512,2641058000,금정구 부곡2동,40대,1483,303,527,2025
202512,2641058000,금정구 부곡2동,50대,1972,338,591,2025
202512,2641058000,금정구 부곡2동,60대이상,4450,316,1112,2025
202512,2641059000,금정구 부곡3동,20대,1158,393,369,2025
202512,2641059000,금정구 부곡3동,20대미만,986,402,270,2025
202512,2641059000,금정구 부곡3동,30대,1074,316,388,2025
202512,2641059000,금정구 부곡3동,40대,1352,310,439,2025
202512,2641059000,금정구 부곡3동,50대,1718,350,610,2025
202512,2641059000,금정구 부곡3동,60대이상,4072,269,1075,2025
202512,2641059100,금정구 부곡4동,20대,413,45,209,2025
202512,2641059100,금정구 부곡4동,20대미만,365,14,197,2025
202512,2641059100,금정구 부곡4동,30대,613,65,249,2025
202512,2641059100,금정구 부곡4동,40대,517,71,277,2025
202512,2641059100,금정구 부곡4동,50대,814,101,393,2025
202512,2641059100,금정구 부곡4동,60대이상,2448,174,885,2025
202512,2641060000,금정구 장전1동,20대,4238,501,1050,2025
202512,2641060000,금정구 장전1동,20대미만,888,98,391,2025
202512,2641060000,금정구 장전1동,30대,1303,215,423,2025
202512,2641060000,금정구 장전1동,40대,1229,225,477,2025
202512,2641060000,금정구 장전1동,50대,1425,235,502,2025
202512,2641060000,금정구 장전1동,60대이상,3455,195,785,2025
202512,2641061000,금정구 장전2동,20대,1731,1819,1962,2025
202512,2641061000,금정구 장전2동,20대미만,2346,295,881,2025
202512,2641061000,금정구 장전2동,30대,2221,658,1029,2025
202512,2641061000,금정구 장전2동,40대,3066,720,1089,2025
202512,2641061000,금정구 장전2동,50대,2666,657,1022,2025
202512,2641061000,금정구 장전2동,60대이상,5868,481,1640,2025
202512,2641063500,금정구 선두구동,20대,49,20,59,2025
202512,2641063500,금정구 선두구동,20대미만,16,0,25,2025
202512,2641063500,금정구 선두구동,30대,35,38,104,2025
202512,2641063500,금정구 선두구동,40대,71,63,172,2025
202512,2641063500,금정구 선두구동,50대,177,94,293,2025
202512,2641063500,금정구 선두구동,60대이상,677,102,431,2025
202512,2641066500,금정구 청룡노포동,20대,396,84,295,2025
202512,2641066500,금정구 청룡노포동,20대미만,490,65,157,2025
202512,2641066500,금정구 청룡노포동,30대,470,180,321,2025
202512,2641066500,금정구 청룡노포동,40대,578,174,430,2025
202512,2641066500,금정구 청룡노포동,50대,963,271,753,2025
202512,2641066500,금정구 청룡노포동,60대이상,3329,273,1498,2025
202512,2641067000,금정구 남산동,20대,1866,372,489,2025
202512,2641067000,금정구 남산동,20대미만,1154,110,333,2025
202512,2641067000,금정구 남산동,30대,1427,217,414,2025
202512,2641067000,금정구 남산동,40대,1617,322,475,2025
202512,2641067000,금정구 남산동,50대,2840,470,760,2025
202512,2641067000,금정구 남산동,60대이상,7698,427,1512,2025
202512,2641068000,금정구 구서1동,20대,791,151,367,2025
202512,2641068000,금정구 구서1동,20대미만,1011,300,326,2025
202512,2641068000,금정구 구서1동,30대,1205,207,417,2025
202512,2641068000,금정구 구서1동,40대,1203,256,533,2025
202512,2641068000,금정구 구서1동,50대,1609,285,614,2025
202512,2641068000,금정구 구서1동,60대이상,4015,266,941,2025
202512,2641069000,금정구 구서2동,20대,1882,213,940,2025
202512,2641069000,금정구 구서2동,20대미만,2380,108,605,2025
202512,2641069000,금정구 구서2동,30대,2073,251,849,2025
202512,2641069000,금정구 구서2동,40대,2804,380,903,2025
202512,2641069000,금정구 구서2동,50대,3833,485,1310,2025
202512,2641069000,금정구 구서2동,60대이상,8945,509,2959,2025
202512,2641070000,금정구 금성동,20대,41,14,38,2025
202512,2641070000,금정구 금성동,20대미만,62,8,46,2025
202512,2641070000,금정구 금성동,30대,30,13,55,2025
202512,2641070000,금정구 금성동,40대,82,10,97,2025
202512,2641070000,금정구 금성동,50대,97,26,140,2025
202512,2641070000,금정구 금성동,60대이상,326,34,285,2025
202512,2644051000,강서구 대저1동,20대,433,344,372,2025
202512,2644051000,강서구 대저1동,20대미만,179,98,148,2025
202512,2644051000,강서구 대저1동,30대,315,596,555,2025
202512,2644051000,강서구 대저1동,40대,379,675,666,2025
202512,2644051000,강서구 대저1동,50대,628,792,834,2025
202512,2644051000,강서구 대저1동,60대이상,2722,661,1345,2025
202512,2644052000,강서구 대저2동,20대,745,571,3547,2025
202512,2644052000,강서구 대저2동,20대미만,465,71,1492,2025
202512,2644052000,강서구 대저2동,30대,515,948,3991,2025
202512,2644052000,강서구 대저2동,40대,523,965,3651,2025
202512,2644052000,강서구 대저2동,50대,614,1258,3793,2025
202512,2644052000,강서구 대저2동,60대이상,2212,860,3709,2025
202512,2644053000,강서구 강동동,20대,298,77,185,2025
202512,2644053000,강서구 강동동,20대미만,809,23,175,2025
202512,2644053000,강서구 강동동,30대,2326,276,447,2025
202512,2644053000,강서구 강동동,40대,1404,275,484,2025
202512,2644053000,강서구 강동동,50대,541,276,546,2025
202512,2644053000,강서구 강동동,60대이상,1907,343,834,2025
202512,2644053500,강서구 명지1동,20대,2455,637,902,2025
202512,2644053500,강서구 명지1동,20대미만,7597,207,573,2025
202512,2644053500,강서구 명지1동,30대,7367,1167,1619,2025
202512,2644053500,강서구 명지1동,40대,9476,1497,1622,2025
202512,2644053500,강서구 명지1동,50대,3989,883,1301,2025
202512,2644053500,강서구 명지1동,60대이상,6266,580,1563,2025
202512,2644054500,강서구 명지2동,20대,1386,259,383,2025
202512,2644054500,강서구 명지2동,20대미만,4820,134,329,2025
202512,2644054500,강서구 명지2동,30대,2305,448,613,2025
202512,2644054500,강서구 명지2동,40대,5114,770,625,2025
202512,2644054500,강서구 명지2동,50대,3173,463,510,2025
202512,2644054500,강서구 명지2동,60대이상,3884,241,660,2025
202512,2644055000,강서구 가락동,20대,37,49,83,2025
202512,2644055000,강서구 가락동,20대미만,107,14,27,2025
202512,2644055000,강서구 가락동,30대,99,112,150,2025
202512,2644055000,강서구 가락동,40대,115,142,184,2025
202512,2644055000,강서구 가락동,50대,223,213,273,2025
202512,2644055000,강서구 가락동,60대이상,1089,198,441,2025
202512,2644056000,강서구 녹산동,20대,913,1255,1014,2025
202512,2644056000,강서구 녹산동,20대미만,1878,98,259,2025
202512,2644056000,강서구 녹산동,30대,2037,2945,1924,2025
202512,2644056000,강서구 녹산동,40대,2644,3745,2553,2025
202512,2644056000,강서구 녹산동,50대,1740,3137,2607,2025
202512,2644056000,강서구 녹산동,60대이상,3436,2057,2594,2025
202512,2644058000,강서구 가덕도동,20대,109,83,292,2025
202512,2644058000,강서구 가덕도동,20대미만,112,30,67,2025
202512,2644058000,강서구 가덕도동,30대,241,179,513,2025
202512,2644058000,강서구 가덕도동,40대,308,208,898,2025
202512,2644058000,강서구 가덕도동,50대,469,187,963,2025
202512,2644058000,강서구 가덕도동,60대이상,1733,127,793,2025
202512,2644059000, ,20대,771,98,205,2025
202512,2644059000, ,20대미만,1080,66,153,2025
202512,2644059000, ,30대,1061,159,303,2025
202512,2644059000, ,40대,1383,227,457,2025
202512,2644059000, ,50대,1355,233,428,2025
202512,2644059000, ,60대이상,2037,136,476,2025
202512,2647061000,연제구 거제1동,20대,1672,518,637,2025
202512,2647061000,연제구 거제1동,20대미만,2065,262,629,2025
202512,2647061000,연제구 거제1동,30대,1746,709,756,2025
202512,2647061000,연제구 거제1동,40대,2835,942,975,2025
202512,2647061000,연제구 거제1동,50대,3111,968,1059,2025
202512,2647061000,연제구 거제1동,60대이상,6164,699,1690,2025
202512,2647062000,연제구 거제2동,20대,1366,187,386,2025
202512,2647062000,연제구 거제2동,20대미만,2645,188,462,2025
202512,2647062000,연제구 거제2동,30대,2123,238,499,2025
202512,2647062000,연제구 거제2동,40대,3151,387,698,2025
202512,2647062000,연제구 거제2동,50대,2540,406,762,2025
202512,2647062000,연제구 거제2동,60대이상,3626,264,1434,2025
202512,2647063000,연제구 거제3동,20대,555,81,756,2025
202512,2647063000,연제구 거제3동,20대미만,368,7,286,2025
202512,2647063000,연제구 거제3동,30대,578,111,1062,2025
202512,2647063000,연제구 거제3동,40대,569,139,1049,2025
202512,2647063000,연제구 거제3동,50대,1064,189,1168,2025
202512,2647063000,연제구 거제3동,60대이상,2255,179,1288,2025
202512,2647064000,연제구 거제4동,20대,577,41,196,2025
202512,2647064000,연제구 거제4동,20대미만,838,79,276,2025
202512,2647064000,연제구 거제4동,30대,542,59,370,2025
202512,2647064000,연제구 거제4동,40대,838,90,425,2025
202512,2647064000,연제구 거제4동,50대,1097,135,372,2025
202512,2647064000,연제구 거제4동,60대이상,2732,124,576,2025
202512,2647065000,연제구 연산1동,20대,724,165,444,2025
202512,2647065000,연제구 연산1동,20대미만,1062,139,400,2025
202512,2647065000,연제구 연산1동,30대,1180,249,598,2025
202512,2647065000,연제구 연산1동,40대,1433,262,596,2025
202512,2647065000,연제구 연산1동,50대,1449,350,715,2025
202512,2647065000,연제구 연산1동,60대이상,3760,342,1325,2025
202512,2647066000,연제구 연산2동,20대,1530,205,934,2025
202512,2647066000,연제구 연산2동,20대미만,1258,185,876,2025
202512,2647066000,연제구 연산2동,30대,2956,486,1860,2025
202512,2647066000,연제구 연산2동,40대,2149,470,1568,2025
202512,2647066000,연제구 연산2동,50대,2021,459,1460,2025
202512,2647066000,연제구 연산2동,60대이상,4795,310,3009,2025
202512,2647067000,연제구 연산3동,20대,272,21,62,2025
202512,2647067000,연제구 연산3동,20대미만,191,36,68,2025
202512,2647067000,연제구 연산3동,30대,526,21,121,2025
202512,2647067000,연제구 연산3동,40대,602,30,132,2025
202512,2647067000,연제구 연산3동,50대,608,55,117,2025
202512,2647067000,연제구 연산3동,60대이상,1656,55,284,2025
202512,2647068000,연제구 연산4동,20대,1194,209,929,2025
202512,2647068000,연제구 연산4동,20대미만,728,15,274,2025
202512,2647068000,연제구 연산4동,30대,1593,243,1081,2025
202512,2647068000,연제구 연산4동,40대,1630,288,1023,2025
202512,2647068000,연제구 연산4동,50대,1890,407,1200,2025
202512,2647068000,연제구 연산4동,60대이상,5209,371,2394,2025
202512,2647069000,연제구 연산5동,20대,1541,298,822,2025
202512,2647069000,연제구 연산5동,20대미만,371,39,166,2025
202512,2647069000,연제구 연산5동,30대,1832,514,920,2025
202512,2647069000,연제구 연산5동,40대,1146,561,736,2025
202512,2647069000,연제구 연산5동,50대,1222,638,966,2025
202512,2647069000,연제구 연산5동,60대이상,2876,534,1573,2025
202512,2647070000,연제구 연산6동,20대,677,87,443,2025
202512,2647070000,연제구 연산6동,20대미만,635,142,294,2025
202512,2647070000,연제구 연산6동,30대,981,116,632,2025
202512,2647070000,연제구 연산6동,40대,1095,151,643,2025
202512,2647070000,연제구 연산6동,50대,1370,180,806,2025
202512,2647070000,연제구 연산6동,60대이상,4131,226,1827,2025
202512,2647072000,연제구 연산8동,20대,379,50,307,2025
202512,2647072000,연제구 연산8동,20대미만,592,80,349,2025
202512,2647072000,연제구 연산8동,30대,601,80,351,2025
202512,2647072000,연제구 연산8동,40대,770,94,444,2025
202512,2647072000,연제구 연산8동,50대,1123,138,581,2025
202512,2647072000,연제구 연산8동,60대이상,2264,119,1291,2025
202512,2647073000,연제구 연산9동,20대,1970,252,512,2025
202512,2647073000,연제구 연산9동,20대미만,2323,101,362,2025
202512,2647073000,연제구 연산9동,30대,2373,337,669,2025
202512,2647073000,연제구 연산9동,40대,3092,498,784,2025
202512,2647073000,연제구 연산9동,50대,3878,608,969,2025
202512,2647073000,연제구 연산9동,60대이상,9247,463,1562,2025
202512,2650066000,수영구 남천1동,20대,1126,336,755,2025
202512,2650066000,수영구 남천1동,20대미만,1278,193,686,2025
202512,2650066000,수영구 남천1동,30대,1400,478,932,2025
202512,2650066000,수영구 남천1동,40대,1530,501,1028,2025
202512,2650066000,수영구 남천1동,50대,1787,526,1207,2025
202512,2650066000,수영구 남천1동,60대이상,3776,453,1948,2025
202512,2650067000,수영구 남천2동,20대,585,70,583,2025
202512,2650067000,수영구 남천2동,20대미만,639,33,278,2025
202512,2650067000,수영구 남천2동,30대,881,98,618,2025
202512,2650067000,수영구 남천2동,40대,1121,128,617,2025
202512,2650067000,수영구 남천2동,50대,1590,118,601,2025
202512,2650067000,수영구 남천2동,60대이상,3058,128,989,2025
202512,2650073000,수영구 수영동,20대,910,140,422,2025
202512,2650073000,수영구 수영동,20대미만,549,53,204,2025
202512,2650073000,수영구 수영동,30대,1050,212,485,2025
202512,2650073000,수영구 수영동,40대,1055,163,469,2025
202512,2650073000,수영구 수영동,50대,1377,285,657,2025
202512,2650073000,수영구 수영동,60대이상,5056,312,1277,2025
202512,2650074000,수영구 망미1동,20대,1359,189,376,2025
202512,2650074000,수영구 망미1동,20대미만,1678,84,282,2025
202512,2650074000,수영구 망미1동,30대,1795,235,490,2025
202512,2650074000,수영구 망미1동,40대,2390,268,489,2025
202512,2650074000,수영구 망미1동,50대,2694,317,580,2025
202512,2650074000,수영구 망미1동,60대이상,8753,414,1187,2025
202512,2650075000,수영구 망미2동,20대,450,49,232,2025
202512,2650075000,수영구 망미2동,20대미만,441,26,185,2025
202512,2650075000,수영구 망미2동,30대,482,81,293,2025
202512,2650075000,수영구 망미2동,40대,758,87,397,2025
202512,2650075000,수영구 망미2동,50대,1088,112,476,2025
202512,2650075000,수영구 망미2동,60대이상,2200,110,833,2025
202512,2650076000,수영구 광안1동,20대,2248,160,564,2025
202512,2650076000,수영구 광안1동,20대미만,752,33,201,2025
202512,2650076000,수영구 광안1동,30대,2616,208,497,2025
202512,2650076000,수영구 광안1동,40대,1341,204,406,2025
202512,2650076000,수영구 광안1동,50대,1416,219,488,2025
202512,2650076000,수영구 광안1동,60대이상,4045,226,1019,2025
202512,2650077000,수영구 광안2동,20대,1340,321,1871,2025
202512,2650077000,수영구 광안2동,20대미만,857,136,510,2025
202512,2650077000,수영구 광안2동,30대,1624,400,1353,2025
202512,2650077000,수영구 광안2동,40대,1387,296,875,2025
202512,2650077000,수영구 광안2동,50대,1546,325,888,2025
202512,2650077000,수영구 광안2동,60대이상,3824,299,1283,2025
202512,2650078000,수영구 광안3동,20대,1049,145,732,2025
202512,2650078000,수영구 광안3동,20대미만,306,21,273,2025
202512,2650078000,수영구 광안3동,30대,997,185,656,2025
202512,2650078000,수영구 광안3동,40대,745,210,591,2025
202512,2650078000,수영구 광안3동,50대,815,212,662,2025
202512,2650078000,수영구 광안3동,60대이상,2523,221,1409,2025
202512,2650079000,수영구 광안4동,20대,869,106,632,2025
202512,2650079000,수영구 광안4동,20대미만,619,208,418,2025
202512,2650079000,수영구 광안4동,30대,1029,116,732,2025
202512,2650079000,수영구 광안4동,40대,1156,138,749,2025
202512,2650079000,수영구 광안4동,50대,1384,149,778,2025
202512,2650079000,수영구 광안4동,60대이상,3319,157,1474,2025
202512,2650080000,수영구 민락동,20대,1595,315,2080,2025
202512,2650080000,수영구 민락동,20대미만,1328,56,645,2025
202512,2650080000,수영구 민락동,30대,2452,363,1566,2025
202512,2650080000,수영구 민락동,40대,2583,371,1091,2025
202512,2650080000,수영구 민락동,50대,2994,415,1165,2025
202512,2650080000,수영구 민락동,60대이상,7066,400,1689,2025
202512,2653058000,사상구 삼락동,20대,208,129,255,2025
202512,2653058000,사상구 삼락동,20대미만,182,37,180,2025
202512,2653058000,사상구 삼락동,30대,272,280,387,2025
202512,2653058000,사상구 삼락동,40대,311,369,452,2025
202512,2653058000,사상구 삼락동,50대,643,554,716,2025
202512,2653058000,사상구 삼락동,60대이상,1787,523,1234,2025
202512,2653059100,사상구 모라1동,20대,1420,289,354,2025
202512,2653059100,사상구 모라1동,20대미만,1251,85,201,2025
202512,2653059100,사상구 모라1동,30대,1995,494,472,2025
202512,2653059100,사상구 모라1동,40대,1664,481,501,2025
202512,2653059100,사상구 모라1동,50대,3016,747,740,2025
202512,2653059100,사상구 모라1동,60대이상,8397,787,1417,2025
202512,2653059300,사상구 모라3동,20대,290,47,88,2025
202512,2653059300,사상구 모라3동,20대미만,274,47,86,2025
202512,2653059300,사상구 모라3동,30대,398,45,99,2025
202512,2653059300,사상구 모라3동,40대,613,59,164,2025
202512,2653059300,사상구 모라3동,50대,1108,147,242,2025
202512,2653059300,사상구 모라3동,60대이상,4492,181,557,2025
202512,2653060000,사상구 덕포1동,20대,562,70,218,2025
202512,2653060000,사상구 덕포1동,20대미만,663,82,134,2025
202512,2653060000,사상구 덕포1동,30대,1021,82,251,2025
202512,2653060000,사상구 덕포1동,40대,918,132,222,2025
202512,2653060000,사상구 덕포1동,50대,1120,185,314,2025
202512,2653060000,사상구 덕포1동,60대이상,2640,155,599,2025
202512,2653061000,사상구 덕포2동,20대,757,179,488,2025
202512,2653061000,사상구 덕포2동,20대미만,791,113,298,2025
202512,2653061000,사상구 덕포2동,30대,819,232,423,2025
202512,2653061000,사상구 덕포2동,40대,946,324,407,2025
202512,2653061000,사상구 덕포2동,50대,1460,442,614,2025
202512,2653061000,사상구 덕포2동,60대이상,3762,409,949,2025
202512,2653062000,사상구 괘법동,20대,2741,709,1399,2025
202512,2653062000,사상구 괘법동,20대미만,678,82,445,2025
202512,2653062000,사상구 괘법동,30대,2795,567,1117,2025
202512,2653062000,사상구 괘법동,40대,1786,613,1041,2025
202512,2653062000,사상구 괘법동,50대,2634,793,1342,2025
202512,2653062000,사상구 괘법동,60대이상,5147,704,2244,2025
202512,2653064500,사상구 감전동,20대,597,377,450,2025
202512,2653064500,사상구 감전동,20대미만,276,31,137,2025
202512,2653064500,사상구 감전동,30대,862,726,575,2025
202512,2653064500,사상구 감전동,40대,884,743,650,2025
202512,2653064500,사상구 감전동,50대,1445,947,925,2025
202512,2653064500,사상구 감전동,60대이상,3802,929,1369,2025
202512,2653065000,사상구 주례1동,20대,1062,179,339,2025
202512,2653065000,사상구 주례1동,20대미만,1172,24,102,2025
202512,2653065000,사상구 주례1동,30대,1498,290,419,2025
202512,2653065000,사상구 주례1동,40대,1495,300,382,2025
202512,2653065000,사상구 주례1동,50대,2014,402,521,2025
202512,2653065000,사상구 주례1동,60대이상,4339,404,1235,2025
202512,2653066000,사상구 주례2동,20대,2359,664,789,2025
202512,2653066000,사상구 주례2동,20대미만,1582,241,314,2025
202512,2653066000,사상구 주례2동,30대,1731,311,492,2025
202512,2653066000,사상구 주례2동,40대,1906,322,537,2025
202512,2653066000,사상구 주례2동,50대,2318,375,741,2025
202512,2653066000,사상구 주례2동,60대이상,5313,317,1447,2025
202512,2653066100,사상구 주례3동,20대,345,57,149,2025
202512,2653066100,사상구 주례3동,20대미만,346,45,82,2025
202512,2653066100,사상구 주례3동,30대,396,82,175,2025
202512,2653066100,사상구 주례3동,40대,460,97,195,2025
202512,2653066100,사상구 주례3동,50대,739,106,243,2025
202512,2653066100,사상구 주례3동,60대이상,1971,95,385,2025
202512,2653067000,사상구 학장동,20대,1387,311,380,2025
202512,2653067000,사상구 학장동,20대미만,1399,112,220,2025
202512,2653067000,사상구 학장동,30대,1584,457,519,2025
202512,2653067000,사상구 학장동,40대,2291,625,598,2025
202512,2653067000,사상구 학장동,50대,3261,847,875,2025
202512,2653067000,사상구 학장동,60대이상,7705,706,1432,2025
202512,2653068000,사상구 엄궁동,20대,1414,198,272,2025
202512,2653068000,사상구 엄궁동,20대미만,2200,42,170,2025
202512,2653068000,사상구 엄궁동,30대,1832,295,418,2025
202512,2653068000,사상구 엄궁동,40대,2344,450,455,2025
202512,2653068000,사상구 엄궁동,50대,3365,579,743,2025
202512,2653068000,사상구 엄궁동,60대이상,6335,424,1114,2025
202512,2671025000,기장군 기장읍,20대,3548,819,1497,2025
202512,2671025000,기장군 기장읍,20대미만,3954,134,1062,2025
202512,2671025000,기장군 기장읍,30대,4256,1086,2369,2025
202512,2671025000,기장군 기장읍,40대,5376,1238,2485,2025
202512,2671025000,기장군 기장읍,50대,7273,1603,2684,2025
202512,2671025000,기장군 기장읍,60대이상,17714,1029,3412,2025
202512,2671025300,기장군 장안읍,20대,491,541,544,2025
202512,2671025300,기장군 장안읍,20대미만,365,221,318,2025
202512,2671025300,기장군 장안읍,30대,688,1066,953,2025
202512,2671025300,기장군 장안읍,40대,638,1227,1267,2025
202512,2671025300,기장군 장안읍,50대,997,1081,1432,2025
202512,2671025300,기장군 장안읍,60대이상,3259,628,1678,2025
202512,2671025600,기장군 정관읍,20대,4510,869,818,2025
202512,2671025600,기장군 정관읍,20대미만,14302,75,400,2025
202512,2671025600,기장군 정관읍,30대,6201,1152,940,2025
202512,2671025600,기장군 정관읍,40대,13639,2259,1210,2025
202512,2671025600,기장군 정관읍,50대,9241,1838,1339,2025
202512,2671025600,기장군 정관읍,60대이상,13739,904,1684,2025
202512,2671025900,기장군 일광읍,20대,1709,279,641,2025
202512,2671025900,기장군 일광읍,20대미만,2902,47,314,2025
202512,2671025900,기장군 일광읍,30대,3536,452,809,2025
202512,2671025900,기장군 일광읍,40대,4036,582,896,2025
202512,2671025900,기장군 일광읍,50대,3103,508,1136,2025
202512,2671025900,기장군 일광읍,60대이상,5960,384,1537,2025
202512,2671033000,기장군 철마면,20대,143,42,85,2025
202512,2671033000,기장군 철마면,20대미만,205,9,54,2025
202512,2671033000,기장군 철마면,30대,261,87,138,2025
202512,2671033000,기장군 철마면,40대,385,118,212,2025
202512,2671033000,기장군 철마면,50대,664,196,383,2025
202512,2671033000,기장군 철마면,60대이상,3147,239,813,2025
202511,2611051000,중구 중앙동,20대,507,715,1069,2025
202511,2611051000,중구 중앙동,20대미만,251,56,347,2025
202511,2611051000,중구 중앙동,30대,499,1108,1225,2025
202511,2611051000,중구 중앙동,40대,647,987,1171,2025
202511,2611051000,중구 중앙동,50대,741,983,1376,2025
202511,2611051000,중구 중앙동,60대이상,1810,626,1885,2025
202511,2611052000,중구 동광동,20대,112,69,178,2025
202511,2611052000,중구 동광동,20대미만,52,13,53,2025
202511,2611052000,중구 동광동,30대,117,105,178,2025
202511,2611052000,중구 동광동,40대,164,140,194,2025
202511,2611052000,중구 동광동,50대,245,113,238,2025
202511,2611052000,중구 동광동,60대이상,972,100,409,2025
202511,2611053000,중구 대청동,20대,480,166,299,2025
202511,2611053000,중구 대청동,20대미만,221,59,113,2025
