CLMTY_SGG_NM,CLMTY_EMD_NM,EMRG_RSCU_ASSRT_NM,EMRG_RSCU_CLSF_NM,scope,period,priorStable,beforeMobile,afterMobile,mobileRetention,beforeWeekendRatio,afterWeekendRatio,weekendDirectionReversed,weekendBeyond09_11,dayShareChangePP,hourTVD,beforeAll,afterAll,removedOtherChannels,removedWithinMobile,otherChannelsSurviving
강서구,강동동,구급,교통사고,C,2020–2024,True,121,117,0.9669421487603306,0.5555555555555556,0.5789473684210527,False,False,-0.6781097690188642,0.0274069364978456,180,117,59,4,0
강서구,강동동,구급,교통사고,C,2021,True,20,20,1.0,0.44287330316742085,0.44287330316742085,False,False,0.0,0.0,30,20,10,0,0
강서구,강동동,구급,교통사고,C,2022,True,21,21,1.0,0.4126984126984127,0.4126984126984127,False,False,0.0,0.0,31,21,10,0,0
강서구,강동동,구급,교통사고,C,2023,True,29,28,0.9655172413793104,0.7878787878787878,0.8253968253968254,False,False,-0.7389162561576401,0.033251231527093576,44,28,15,1,0
강서구,강동동,구급,교통사고,C,2024,True,27,27,1.0,0.7197802197802199,0.7197802197802199,False,False,0.0,0.0,41,27,14,0,0
강서구,강동동,구급,심정지,A,2020,False,9,8,0.8888888888888888,0.7197802197802199,0.8397435897435898,False,False,11.111111111111116,0.11111111111111113,9,8,0,1,0
강서구,강동동,구급,심정지,A,2020–2024,False,41,32,0.7804878048780488,0.703125,0.7000000000000001,False,False,3.2774390243902385,0.14710365853658536,58,32,17,9,0
강서구,강동동,구급,심정지,A,2021,False,6,5,0.8333333333333334,1.2548076923076925,0.6274038461538463,True,True,-13.33333333333333,0.16666666666666669,11,5,5,1,0
강서구,강동동,구급,심정지,A,2022,False,5,4,0.8,0.0,0.0,False,False,-5.000000000000004,0.19999999999999998,6,4,1,1,0
강서구,강동동,구급,심정지,A,2023,False,13,10,0.7692307692307693,1.5476190476190474,1.650793650793651,False,False,-6.153846153846154,0.16153846153846155,20,10,7,3,0
강서구,강동동,구급,심정지,A,2024,False,8,5,0.625,0.0,0.0,False,False,22.499999999999996,0.30000000000000004,12,5,4,3,0
강서구,강동동,구급,심정지,B,2020,False,9,8,0.8888888888888888,0.7197802197802199,0.8397435897435898,False,False,11.111111111111116,0.11111111111111113,9,8,0,1,0
강서구,강동동,구급,심정지,B,2020–2024,False,37,30,0.8108108108108109,0.8035714285714286,0.7608695652173912,False,False,-0.09009009009008917,0.1324324324324324,47,30,10,7,0
강서구,강동동,구급,심정지,B,2021,False,6,5,0.8333333333333334,1.2548076923076925,0.6274038461538463,True,True,-13.33333333333333,0.16666666666666669,8,5,2,1,0
강서구,강동동,구급,심정지,B,2022,False,4,3,0.75,0.0,0.0,False,False,-8.333333333333337,0.24999999999999997,5,3,1,1,0
강서구,강동동,구급,심정지,B,2023,False,12,10,0.8333333333333334,1.768707482993197,1.650793650793651,False,False,-9.999999999999998,0.13333333333333336,16,10,4,2,0
강서구,강동동,구급,심정지,B,2024,False,6,4,0.6666666666666666,0.0,0.0,False,False,16.666666666666668,0.25,9,4,3,2,0
강서구,강동동,구급,심정지,C,2020,False,9,8,0.8888888888888888,0.7197802197802199,0.8397435897435898,False,False,11.111111111111116,0.11111111111111113,9,8,0,1,0
강서구,강동동,구급,심정지,C,2020–2024,False,37,30,0.8108108108108109,0.8035714285714286,0.7608695652173912,False,False,-0.09009009009008917,0.1324324324324324,47,30,10,7,0
강서구,강동동,구급,심정지,C,2021,False,6,5,0.8333333333333334,1.2548076923076925,0.6274038461538463,True,True,-13.33333333333333,0.16666666666666669,8,5,2,1,0
강서구,강동동,구급,심정지,C,2022,False,4,3,0.75,0.0,0.0,False,False,-8.333333333333337,0.24999999999999997,5,3,1,1,0
강서구,강동동,구급,심정지,C,2023,False,12,10,0.8333333333333334,1.768707482993197,1.650793650793651,False,False,-9.999999999999998,0.13333333333333336,16,10,4,2,0
강서구,강동동,구급,심정지,C,2024,False,6,4,0.6666666666666666,0.0,0.0,False,False,16.666666666666668,0.25,9,4,3,2,0
강서구,강동동,구조,수난사고,A,2020,False,1,1,1.0,,,False,False,0.0,0.0,5,1,4,0,0
강서구,강동동,구조,수난사고,A,2020–2024,False,11,11,1.0,0.5555555555555556,0.5555555555555556,False,False,0.0,0.0,27,11,16,0,0
강서구,강동동,구조,수난사고,A,2021,False,1,1,1.0,0.0,0.0,False,False,0.0,0.0,4,1,3,0,0
강서구,강동동,구조,수난사고,A,2022,False,6,6,1.0,0.49523809523809526,0.49523809523809526,False,False,0.0,0.0,12,6,6,0,0
강서구,강동동,구조,수난사고,A,2023,False,3,3,1.0,0.0,0.0,False,False,0.0,0.0,6,3,3,0,0
강서구,강동동,구조,수난사고,A,2024,False,0,0,,,,False,False,,,0,0,0,0,0
강서구,강동동,구조,수난사고,B,2020,False,0,0,,,,False,False,,,2,0,2,0,0
강서구,강동동,구조,수난사고,B,2020–2024,False,4,4,1.0,0.8333333333333333,0.8333333333333333,False,False,0.0,0.0,11,4,7,0,0
강서구,강동동,구조,수난사고,B,2021,False,0,0,,,,False,False,,,1,0,1,0,0
강서구,강동동,구조,수난사고,B,2022,False,2,2,1.0,2.4761904761904763,2.4761904761904763,False,False,0.0,0.0,5,2,3,0,0
강서구,강동동,구조,수난사고,B,2023,False,2,2,1.0,0.0,0.0,False,False,0.0,0.0,3,2,1,0,0
강서구,강동동,구조,수난사고,B,2024,False,0,0,,,,False,False,,,0,0,0,0,0
강서구,강동동,구조,수난사고,C,2020,False,0,0,,,,False,False,,,2,0,2,0,0
강서구,강동동,구조,수난사고,C,2020–2024,False,4,4,1.0,0.8333333333333333,0.8333333333333333,False,False,0.0,0.0,11,4,7,0,0
강서구,강동동,구조,수난사고,C,2021,False,0,0,,,,False,False,,,1,0,1,0,0
강서구,강동동,구조,수난사고,C,2022,False,2,2,1.0,2.4761904761904763,2.4761904761904763,False,False,0.0,0.0,5,2,3,0,0
강서구,강동동,구조,수난사고,C,2023,False,2,2,1.0,0.0,0.0,False,False,0.0,0.0,3,2,1,0,0
강서구,강동동,구조,수난사고,C,2024,False,0,0,,,,False,False,,,0,0,0,0,0
강서구,강동동,화재,일반화재(주택),A,2020,False,20,18,0.9,0.1325910931174089,0.1481900452488688,False,False,2.2222222222222254,0.03888888888888885,27,18,7,2,0
