year,code,name,populationType,observedMonths,nameMissing,peakHours,maximum,midnight,noon,noonToMidnight
2023,2614066000,서구 남부민2동,평균주거인구수,12,False,04시,7679.5,7494.333333333333,4445.75,0.5932148734599475
2023,2614066000,서구 남부민2동,평균직장인구수,12,False,16시,918.8333333333334,80.83333333333333,881.3333333333334,10.903092783505155
2023,2614066000,서구 남부민2동,평균방문인구수,12,False,10시,2173.3333333333335,1468.5833333333333,2127.8333333333335,1.4489020030641777
2023,2614068000,서구 암남동,평균주거인구수,12,False,04시,13742.666666666666,13406.166666666666,8182.833333333333,0.6103783084898741
2023,2614068000,서구 암남동,평균직장인구수,12,False,14시,4968.5,327.5833333333333,4851.5,14.809972017298398
2023,2614068000,서구 암남동,평균방문인구수,12,False,14시,8626.333333333334,4060.5,8101.583333333333,1.9952181586832491
2023,2617051000,동구 초량1동,평균주거인구수,12,False,05시,2608.8333333333335,2499.0,1607.0833333333333,0.6430905695611577
2023,2617051000,동구 초량1동,평균직장인구수,12,False,14시,2006.1666666666667,79.66666666666667,1894.6666666666667,23.782426778242677
2023,2617051000,동구 초량1동,평균방문인구수,12,False,13시,3090.0833333333335,1927.6666666666667,3086.1666666666665,1.600985647587757
2023,2617052000,동구 초량2동,평균주거인구수,12,False,05시,4759.416666666667,4616.583333333333,3133.0833333333335,0.678658459538981
2023,2617052000,동구 초량2동,평균직장인구수,12,False,15시,2234.75,146.08333333333334,2153.9166666666665,14.74443810610382
2023,2617052000,동구 초량2동,평균방문인구수,12,False,12시,5506.0,2854.0,5506.0,1.9292221443587947
2023,2617053000,동구 초량3동,평균주거인구수,12,False,05시,10262.416666666666,9888.083333333334,5647.916666666667,0.5711841694969534
2023,2617053000,동구 초량3동,평균직장인구수,12,False,14시,5423.75,260.8333333333333,5217.333333333333,20.00255591054313
2023,2617053000,동구 초량3동,평균방문인구수,12,False,15시,11801.25,3162.3333333333335,10277.0,3.2498155370507007
2023,2617055000,동구 초량6동,평균주거인구수,12,False,04시,1439.9166666666667,1394.9166666666667,846.0,0.6064878427624111
2023,2617055000,동구 초량6동,평균직장인구수,12,False,11시,237.16666666666666,13.5,233.33333333333334,17.283950617283953
2023,2617055000,동구 초량6동,평균방문인구수,12,False,14시,329.3333333333333,225.75,319.25,1.4141749723145072
2023,2617056000,동구 수정1동,평균주거인구수,12,False,05시,3829.5833333333335,3740.5,2303.25,0.6157599251436974
2023,2617056000,동구 수정1동,평균직장인구수,12,False,15시,1029.1666666666667,63.666666666666664,991.5833333333334,15.574607329842934
2023,2617056000,동구 수정1동,평균방문인구수,12,False,11시,1600.1666666666667,1084.1666666666667,1592.5833333333333,1.468946963873943
2023,2617057000,동구 수정2동,평균주거인구수,12,False,04시,7449.583333333333,7265.5,4629.916666666667,0.6372468056798111
2023,2617057000,동구 수정2동,평균직장인구수,12,False,16시,1739.25,92.41666666666667,1662.4166666666667,17.988277727682597
2023,2617057000,동구 수정2동,평균방문인구수,12,False,12시,2223.9166666666665,1095.5833333333333,2223.9166666666665,2.029892751197992
2023,2617059000,동구 수정4동,평균주거인구수,12,False,04시,2944.0833333333335,2884.25,1881.4166666666667,0.6523070700066453
2023,2617059000,동구 수정4동,평균직장인구수,12,False,16시|17시,208.58333333333334,15.0,178.66666666666666,11.91111111111111
2023,2617059000,동구 수정4동,평균방문인구수,12,False,10시,451.0833333333333,421.9166666666667,439.75,1.0422674303772466
2023,2617060000,동구 수정5동,평균주거인구수,12,False,04시,4963.583333333333,4862.583333333333,3105.9166666666665,0.6387379822111018
2023,2617060000,동구 수정5동,평균직장인구수,12,False,14시,491.75,39.75,475.25,11.955974842767295
2023,2617060000,동구 수정5동,평균방문인구수,12,False,11시,765.0,548.3333333333334,755.3333333333334,1.3775075987841945
2023,2617064500,동구 좌천동,평균주거인구수,12,False,05시,3941.5,3803.3333333333335,2450.4166666666665,0.6442813321647677
2023,2617064500,동구 좌천동,평균직장인구수,12,False,10시,775.1666666666666,52.333333333333336,764.8333333333334,14.614649681528663
2023,2617064500,동구 좌천동,평균방문인구수,12,False,11시,2759.5833333333335,1648.75,2626.4166666666665,1.592974475612838
2023,2617065000,동구 범일1동,평균주거인구수,12,False,04시,9756.083333333334,9510.833333333334,5846.0,0.6146674844475598
2023,2617065000,동구 범일1동,평균직장인구수,12,False,16시,1611.1666666666667,101.16666666666667,1550.25,15.323723228995057
2023,2617065000,동구 범일1동,평균방문인구수,12,False,11시,2407.3333333333335,1429.8333333333333,2303.5833333333335,1.6110852080662084
2023,2617066000,동구 범일2동,평균주거인구수,12,False,04시,7376.5,7231.833333333333,4331.416666666667,0.5989375676983707
2023,2617066000,동구 범일2동,평균직장인구수,12,False,13시,9097.833333333334,403.8333333333333,8958.75,22.184275691291788
2023,2617066000,동구 범일2동,평균방문인구수,12,False,13시,8832.333333333334,3433.3333333333335,8612.25,2.5084223300970874
2023,2617068000,동구 범일5동,평균주거인구수,12,False,04시,5442.583333333333,5274.833333333333,2908.5,0.5513918291257228
2023,2617068000,동구 범일5동,평균직장인구수,12,False,11시,2525.1666666666665,165.83333333333334,2484.6666666666665,14.98291457286432
2023,2617068000,동구 범일5동,평균방문인구수,12,False,11시,5858.5,3564.0833333333335,5720.166666666667,1.6049475087095795
2023,2620053000,영도구 남항동,평균주거인구수,12,False,04시,10112.416666666666,9886.666666666666,6594.083333333333,0.6669672960215779
2023,2620053000,영도구 남항동,평균직장인구수,12,False,15시,4157.166666666667,265.9166666666667,3922.5,14.750861798809149
2023,2620053000,영도구 남항동,평균방문인구수,12,False,15시,7507.25,4068.6666666666665,7140.166666666667,1.7549156152711782
2023,2620054000,영도구 영선1동,평균주거인구수,12,False,05시,1481.0,1373.9166666666667,923.4166666666666,0.6721052950809728
2023,2620054000,영도구 영선1동,평균직장인구수,12,False,14시,574.5,32.666666666666664,538.9166666666666,16.497448979591837
2023,2620054000,영도구 영선1동,평균방문인구수,12,False,14시,1097.0,518.5833333333334,1061.75,2.0474047886871283
2023,2620055000,영도구 영선2동,평균주거인구수,12,False,04시,7271.916666666667,7138.166666666667,4313.75,0.6043218380069578
2023,2620055000,영도구 영선2동,평균직장인구수,12,False,15시,1045.4166666666667,62.0,1001.75,16.157258064516128
2023,2620055000,영도구 영선2동,평균방문인구수,12,False,15시,2434.1666666666665,1028.9166666666667,2061.0,2.003077670689236
2023,2620058500,영도구 신선동,평균주거인구수,12,False,04시,6639.416666666667,6534.333333333333,4229.083333333333,0.6472096107738611
2023,2620058500,영도구 신선동,평균직장인구수,12,False,09시,935.6666666666666,45.666666666666664,917.8333333333334,20.098540145985403
2023,2620058500,영도구 신선동,평균방문인구수,12,False,11시,1315.1666666666667,804.1666666666666,1293.4166666666667,1.6083937823834198
2023,2620059000,영도구 봉래1동,평균주거인구수,12,False,04시,5309.5,5135.75,2952.1666666666665,0.5748267860909636
2023,2620059000,영도구 봉래1동,평균직장인구수,12,False,15시,1308.9166666666667,77.33333333333333,1197.3333333333333,15.482758620689655
2023,2620059000,영도구 봉래1동,평균방문인구수,12,False,14시,2968.9166666666665,1173.9166666666667,2522.0833333333335,2.1484347270533117
2023,2620060500,영도구 봉래2동,평균주거인구수,12,False,05시,6402.75,6271.333333333333,4011.25,0.6396167747422132
2023,2620060500,영도구 봉래2동,평균직장인구수,12,False,16시,1247.75,87.58333333333333,1197.75,13.675547098001903
2023,2620060500,영도구 봉래2동,평균방문인구수,12,False,12시,1799.3333333333333,944.4166666666666,1799.3333333333333,1.9052325068384364
2023,2620063000,영도구 청학1동,평균주거인구수,12,False,04시,4976.833333333333,4818.75,3041.75,0.6312321660181582
2023,2620063000,영도구 청학1동,평균직장인구수,12,False,13시,1492.0833333333333,70.75,1488.4166666666667,21.037691401649
2023,2620063000,영도구 청학1동,평균방문인구수,12,False,12시,1740.75,906.6666666666666,1740.75,1.9199448529411764
2023,2620064000,영도구 청학2동,평균주거인구수,12,False,04시,14575.916666666666,14298.25,8136.75,0.5690731383211232
2023,2620064000,영도구 청학2동,평균직장인구수,12,False,16시,3066.5833333333335,170.08333333333334,2885.0,16.962273395394412
2023,2620064000,영도구 청학2동,평균방문인구수,12,False,14시,3286.8333333333335,2052.25,3114.0833333333335,1.5173996020627767
2023,2620065000,영도구 동삼1동,평균주거인구수,12,False,04시,26441.916666666668,25962.5,16584.083333333332,0.6387706628149574
2023,2620065000,영도구 동삼1동,평균직장인구수,12,False,15시,4878.75,280.6666666666667,4768.5,16.989904988123513
2023,2620065000,영도구 동삼1동,평균방문인구수,12,False,12시,5831.416666666667,2419.25,5831.416666666667,2.41042334056698
2023,2620066000,영도구 동삼2동,평균주거인구수,12,False,04시,5001.583333333333,4909.25,3313.3333333333335,0.6749163993142198
2023,2620066000,영도구 동삼2동,평균직장인구수,12,False,14시,1926.9166666666667,183.08333333333334,1805.5833333333333,9.862084660901228
2023,2620066000,영도구 동삼2동,평균방문인구수,12,False,14시,4657.166666666667,2138.3333333333335,4362.833333333333,2.0402961808261884
2023,2620067000,영도구 동삼3동,평균주거인구수,12,False,03시,8673.833333333334,8526.25,5207.25,0.6107315642867615
2023,2620067000,영도구 동삼3동,평균직장인구수,12,False,16시,1289.8333333333333,116.75,1230.8333333333333,10.542469664525338
2023,2620067000,영도구 동삼3동,평균방문인구수,12,False,14시,2336.25,1540.1666666666667,2163.9166666666665,1.4049886375933338
2023,2623051000,부산진구 부전1동,평균주거인구수,12,False,05시,14389.5,13453.583333333334,9178.5,0.6822345967307346
2023,2623051000,부산진구 부전1동,평균직장인구수,12,False,15시,11029.583333333334,569.9166666666666,10169.25,17.843398157625384
2023,2623051000,부산진구 부전1동,평균방문인구수,12,False,14시,20797.0,5799.583333333333,17979.25,3.1000933975141893
2023,2623052000,부산진구 부전2동,평균주거인구수,12,False,04시,9801.833333333334,9499.416666666666,5902.666666666667,0.6213714877229304
2023,2623052000,부산진구 부전2동,평균직장인구수,12,False,15시,13670.083333333334,1128.3333333333333,12493.083333333334,11.072156573116693
2023,2623052000,부산진구 부전2동,평균방문인구수,12,False,19시,29326.833333333332,16812.0,21636.5,1.2869676421603617
2023,2623054000,부산진구 연지동,평균주거인구수,12,False,04시,11435.583333333334,11196.416666666666,6281.416666666667,0.5610202669008686
2023,2623054000,부산진구 연지동,평균직장인구수,12,False,16시,1670.0833333333333,124.33333333333333,1540.1666666666667,12.387399463806972
2023,2623054000,부산진구 연지동,평균방문인구수,12,False,15시,2335.0833333333335,1594.0,2158.3333333333335,1.3540359682141365
2023,2623055000,부산진구 초읍동,평균주거인구수,12,False,04시,20933.833333333332,20452.083333333332,12352.416666666666,0.603968625853112
2023,2623055000,부산진구 초읍동,평균직장인구수,12,False,16시,3214.5,223.91666666666666,3042.5,13.587644212876814
2023,2623055000,부산진구 초읍동,평균방문인구수,12,False,12시,6457.25,2764.5,6457.25,2.3357750045216132
2023,2623056000,부산진구 양정1동,평균주거인구수,12,False,04시,18509.75,18076.583333333332,10525.666666666666,0.5822818655811617
2023,2623056000,부산진구 양정1동,평균직장인구수,12,False,14시,5750.333333333333,355.1666666666667,5605.0,15.781323322383857
2023,2623056000,부산진구 양정1동,평균방문인구수,12,False,12시,6163.333333333333,3311.6666666666665,6163.333333333333,1.8610971313537996
2023,2623057000,부산진구 양정2동,평균주거인구수,12,False,04시,9943.916666666666,9491.083333333334,5709.916666666667,0.6016085273019413
2023,2623057000,부산진구 양정2동,평균직장인구수,12,False,13시,3462.75,179.0,3415.6666666666665,19.08193668528864
2023,2623057000,부산진구 양정2동,평균방문인구수,12,False,12시,4661.25,2314.9166666666665,4661.25,2.0135714028582745
2023,2623060000,부산진구 전포1동,평균주거인구수,12,False,05시,16238.333333333334,15365.5,9287.083333333334,0.6044113978284685
2023,2623060000,부산진구 전포1동,평균직장인구수,12,False,15시,5593.0,355.6666666666667,5273.583333333333,14.827319587628864
2023,2623060000,부산진구 전포1동,평균방문인구수,12,False,19시,7980.833333333333,3236.5833333333335,6183.416666666667,1.9104765828162413
2023,2623061000,부산진구 전포2동,평균주거인구수,12,False,04시,19974.833333333332,19201.75,11306.416666666666,0.5888221993655092
2023,2623061000,부산진구 전포2동,평균직장인구수,12,False,16시,5362.083333333333,340.6666666666667,4852.666666666667,14.244618395303327
2023,2623061000,부산진구 전포2동,평균방문인구수,12,False,15시,9163.916666666666,3508.75,7390.083333333333,2.1061869136682105
2023,2623064000,부산진구 부암1동,평균주거인구수,12,False,04시,18775.75,18308.583333333332,10072.833333333334,0.5501700022302837
2023,2623064000,부산진구 부암1동,평균직장인구수,12,False,16시,3060.0833333333335,213.5,2814.6666666666665,13.183450429352067
2023,2623064000,부산진구 부암1동,평균방문인구수,12,False,14시,4428.333333333333,3043.25,4207.833333333333,1.3826775103370847
2023,2623066000,부산진구 부암3동,평균주거인구수,12,False,04시,13902.583333333334,13638.333333333334,7944.25,0.5824941952829036
2023,2623066000,부산진구 부암3동,평균직장인구수,12,False,15시,2249.1666666666665,201.91666666666666,2162.5,10.709863805200166
2023,2623066000,부산진구 부암3동,평균방문인구수,12,False,12시,4277.25,3194.5,4277.25,1.3389419314446704
2023,2623067000,부산진구 당감1동,평균주거인구수,12,False,04시,18712.666666666668,18300.5,10910.666666666666,0.596195003779496
2023,2623067000,부산진구 당감1동,평균직장인구수,12,False,15시,2925.9166666666665,203.25,2777.75,13.666666666666666
2023,2623067000,부산진구 당감1동,평균방문인구수,12,False,12시,3980.8333333333335,2613.5833333333335,3980.8333333333335,1.5231323534100691
2023,2623068000,부산진구 당감2동,평균주거인구수,12,False,04시,7388.583333333333,7192.0,3895.9166666666665,0.5417014275120504
2023,2623068000,부산진구 당감2동,평균직장인구수,12,False,16시,1051.0833333333333,82.25,907.9166666666666,11.038500506585612
2023,2623068000,부산진구 당감2동,평균방문인구수,12,False,11시,1986.8333333333333,1775.5,1928.0833333333333,1.0859382333614944
2023,2623070000,부산진구 당감4동,평균주거인구수,12,False,04시,9105.0,8886.916666666666,4916.583333333333,0.5532383747644009
2023,2623070000,부산진구 당감4동,평균직장인구수,12,False,16시,1160.5,120.08333333333333,1048.9166666666667,8.734906315058987
2023,2623070000,부산진구 당감4동,평균방문인구수,12,False,12시,2203.25,1705.0833333333333,2203.25,1.2921655833048238
2023,2623071000,부산진구 가야1동,평균주거인구수,12,False,04시,17163.5,16788.583333333332,10196.0,0.6073174726872925
2023,2623071000,부산진구 가야1동,평균직장인구수,12,False,14시,4808.833333333333,432.75,4656.333333333333,10.759869054496436
2023,2623071000,부산진구 가야1동,평균방문인구수,12,False,13시,6355.0,3785.1666666666665,6344.666666666667,1.6761921535819648
2023,2623072000,부산진구 가야2동,평균주거인구수,12,False,04시,9996.5,9731.916666666666,5495.083333333333,0.5646455391623781
2023,2623072000,부산진구 가야2동,평균직장인구수,12,False,16시,1424.5833333333333,160.16666666666666,1303.25,8.136836628511967
2023,2623072000,부산진구 가야2동,평균방문인구수,12,False,19시,4075.1666666666665,2847.5,3513.8333333333335,1.2340064383962541
2023,2623074000,부산진구 개금1동,평균주거인구수,12,False,04시,15148.416666666666,14755.666666666666,8378.916666666666,0.5678439921386134
2023,2623074000,부산진구 개금1동,평균직장인구수,12,False,16시,2554.8333333333335,204.66666666666666,2349.5833333333335,11.480048859934854
2023,2623074000,부산진구 개금1동,평균방문인구수,12,False,18시,3922.1666666666665,2936.9166666666665,3726.75,1.268932837726641
2023,2623075000,부산진구 개금2동,평균주거인구수,12,False,04시,8968.25,8728.666666666666,5278.666666666667,0.6047506301076913
2023,2623075000,부산진구 개금2동,평균직장인구수,12,False,15시,2000.1666666666667,148.33333333333334,1934.0833333333333,13.038764044943818
2023,2623075000,부산진구 개금2동,평균방문인구수,12,False,11시,4035.75,2312.5833333333335,3734.9166666666665,1.6150408994270475
2023,2623076000,부산진구 개금3동,평균주거인구수,12,False,04시,21966.916666666668,21446.75,12178.5,0.5678482753797195
2023,2623076000,부산진구 개금3동,평균직장인구수,12,False,16시,2781.6666666666665,248.5,2710.8333333333335,10.908786049631122
2023,2623076000,부산진구 개금3동,평균방문인구수,12,False,11시,3602.4166666666665,2924.8333333333335,3531.9166666666665,1.207561684426463
2023,2623077000,부산진구 범천1동,평균주거인구수,12,False,04시,11669.166666666666,11141.333333333334,6955.0,0.6242520344662518
2023,2623077000,부산진구 범천1동,평균직장인구수,12,False,14시,6875.5,345.5833333333333,6734.416666666667,19.487099107788765
2023,2623077000,부산진구 범천1동,평균방문인구수,12,False,12시,10071.416666666666,5721.583333333333,10071.416666666666,1.7602499308175183
2023,2623078000,부산진구 범천2동,평균주거인구수,12,False,04시,18041.583333333332,17456.916666666668,9804.833333333334,0.5616589412983393
2023,2623078000,부산진구 범천2동,평균직장인구수,12,False,16시,2834.5,189.66666666666666,2557.6666666666665,13.48506151142355
2023,2623078000,부산진구 범천2동,평균방문인구수,12,False,15시,3623.5,2703.25,3531.3333333333335,1.3063288017509789
2023,2626051000,동래구 수민동,평균주거인구수,12,False,04시,21205.416666666668,20720.5,12210.583333333334,0.589299646887543
2023,2626051000,동래구 수민동,평균직장인구수,12,False,15시,4255.0,331.5833333333333,4058.6666666666665,12.240261372204072
2023,2626051000,동래구 수민동,평균방문인구수,12,False,14시,8466.916666666666,6451.25,8140.75,1.2618872311567526
2023,2626052000,동래구 복산동,평균주거인구수,12,False,05시,7741.666666666667,7572.833333333333,4570.916666666667,0.6035939872790897
2023,2626052000,동래구 복산동,평균직장인구수,12,False,16시,1188.75,66.08333333333333,1023.0833333333334,15.481715006305173
2023,2626052000,동래구 복산동,평균방문인구수,12,False,12시,1894.0,1171.3333333333333,1894.0,1.6169607285145136
2023,2626054500,동래구 명륜동,평균주거인구수,12,False,05시,22088.916666666668,21581.0,12340.25,0.5718108521384552
2023,2626054500,동래구 명륜동,평균직장인구수,12,False,16시,6873.416666666667,494.5833333333333,6414.333333333333,12.96916596461668
2023,2626054500,동래구 명륜동,평균방문인구수,12,False,19시,13490.916666666666,6445.25,10222.75,1.586090531786975
2023,2626055000,동래구 온천1동,평균주거인구수,12,False,04시,22791.166666666668,22151.75,12570.416666666666,0.5674683339540517
2023,2626055000,동래구 온천1동,평균직장인구수,12,False,15시,5498.083333333333,385.3333333333333,5320.5,13.807525951557095
2023,2626055000,동래구 온천1동,평균방문인구수,12,False,14시,9745.583333333334,5962.083333333333,9668.333333333334,1.6216367321266338
2023,2626056000,동래구 온천2동,평균주거인구수,12,False,04시,13334.833333333334,13159.416666666666,7612.833333333333,0.5785084191928467
2023,2626056000,동래구 온천2동,평균직장인구수,12,False,15시,3161.5833333333335,159.66666666666666,3078.6666666666665,19.281837160751564
2023,2626056000,동래구 온천2동,평균방문인구수,12,False,12시,4473.833333333333,2071.5,4473.833333333333,2.1597071365355216
2023,2626057000,동래구 온천3동,평균주거인구수,12,False,04시,35395.916666666664,34568.583333333336,19505.833333333332,0.5642647587043148
2023,2626057000,동래구 온천3동,평균직장인구수,12,False,16시,4681.25,474.5,4371.083333333333,9.211977520196697
2023,2626057000,동래구 온천3동,평균방문인구수,12,False,01시,14009.666666666666,14001.583333333334,12309.333333333334,0.879138668841024
2023,2626058000,동래구 사직1동,평균주거인구수,12,False,04시,8546.75,8289.666666666666,4819.666666666667,0.5814065704290483
2023,2626058000,동래구 사직1동,평균직장인구수,12,False,16시,2751.4166666666665,262.1666666666667,2406.3333333333335,9.178639542275906
2023,2626058000,동래구 사직1동,평균방문인구수,12,False,19시,5374.083333333333,3385.8333333333335,4709.583333333333,1.3909672655673146
2023,2626059000,동래구 사직2동,평균주거인구수,12,False,05시,21809.916666666668,21114.333333333332,12259.25,0.5806126959569329
2023,2626059000,동래구 사직2동,평균직장인구수,12,False,15시,3200.1666666666665,265.3333333333333,3049.3333333333335,11.49246231155779
2023,2626059000,동래구 사직2동,평균방문인구수,12,False,19시,7746.75,3477.8333333333335,6182.583333333333,1.777711218670628
2023,2626060000,동래구 사직3동,평균주거인구수,12,False,05시,15338.166666666666,14784.25,8433.916666666666,0.5704663183229901
2023,2626060000,동래구 사직3동,평균직장인구수,12,False,16시,2625.3333333333335,170.08333333333334,2388.0833333333335,14.040666340029398
2023,2626060000,동래구 사직3동,평균방문인구수,12,False,19시,3838.4166666666665,2320.9166666666665,3548.75,1.5290294782952139
2023,2626074000,동래구 안락1동,평균주거인구수,12,False,04시,10583.166666666666,10353.416666666666,6407.416666666667,0.6188697772876909
2023,2626074000,동래구 안락1동,평균직장인구수,12,False,16시,2394.0,175.5,2177.3333333333335,12.406457739791074
