year,dictionarySignature,districtCode,district,lawDongCode,lawDong,categoryCode,category,quarters,minSharePct,maxSharePct,spreadPP
2020,62f6a938f48b,26110,중구,2611010600,중앙동3가,P1,교육,4,4.424778761061947,5.405405405405405,0.9806266443434586
2020,62f6a938f48b,26110,중구,2611010600,중앙동3가,Q1,보건의료,4,0.8771929824561403,0.9009009009009009,0.02370791844476061
2020,62f6a938f48b,26110,중구,2611010600,중앙동3가,R1,예술·스포츠,4,1.8018018018018018,2.6785714285714284,0.8767696267696266
2020,62f6a938f48b,26110,중구,2611010600,중앙동3가,S2,수리·개인,4,3.6036036036036037,5.3097345132743365,1.7061309096707329
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,G2,소매,4,10.698365527488855,11.094890510948906,0.3965249834600506
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,I1,숙박,4,1.0401188707280833,1.1799410029498525,0.1398221322217692
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,I2,음식,4,41.079460269865066,42.043795620437955,0.9643353505728882
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,L1,부동산,4,1.0218978102189782,1.199400299850075,0.17750248963109683
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,M1,과학·기술,4,15.766423357664234,16.791604197901048,1.025180840236814
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,N1,시설관리·임대,4,19.490254872563717,20.208023774145616,0.7177689015818984
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,P1,교육,4,1.897810218978102,2.098950524737631,0.2011403057595289
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,Q1,보건의료,4,0.291970802919708,0.29985007496251875,0.007879272042810748
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,R1,예술·스포츠,4,2.0437956204379564,2.098950524737631,0.05515490429967462
2020,62f6a938f48b,26110,중구,2611010700,중앙동4가,S2,수리·개인,4,4.963503649635037,5.097451274362818,0.13394762472778154
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,G2,소매,4,12.903225806451612,14.754098360655737,1.850872554204125
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,I1,숙박,4,3.225806451612903,3.278688524590164,0.052882072977261
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,I2,음식,4,32.25806451612903,33.87096774193548,1.6129032258064484
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,L1,부동산,4,3.225806451612903,4.838709677419355,1.612903225806452
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,M1,과학·기술,4,20.967741935483872,21.311475409836067,0.34373347435219515
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,N1,시설관리·임대,4,16.129032258064516,17.741935483870968,1.612903225806452
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,P1,교육,4,1.6129032258064515,1.639344262295082,0.0264410364886305
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,R1,예술·스포츠,4,1.6129032258064515,1.639344262295082,0.0264410364886305
2020,62f6a938f48b,26110,중구,2611010800,중앙동5가,S2,수리·개인,4,4.838709677419355,4.918032786885246,0.07932310946589105
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,G2,소매,4,66.8141592920354,67.68558951965065,0.8714302276152495
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,I1,숙박,4,0.8733624454148472,0.8888888888888888,0.01552644347404164
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,I2,음식,4,13.777777777777779,14.537444933920705,0.7596671561429265
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,L1,부동산,4,0.4366812227074236,0.4444444444444444,0.00776322173702082
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,M1,과학·기술,4,3.5555555555555554,3.982300884955752,0.4267453294001968
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,N1,시설관리·임대,4,3.056768558951965,3.5555555555555554,0.49878699660359027
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,P1,교육,4,1.7467248908296944,2.202643171806167,0.4559182809764728
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,Q1,보건의료,4,0.4366812227074236,0.4444444444444444,0.00776322173702082
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,R1,예술·스포츠,4,0.8733624454148472,0.8888888888888888,0.01552644347404164
2020,62f6a938f48b,26110,중구,2611010900,중앙동6가,S2,수리·개인,4,6.607929515418502,7.111111111111111,0.5031815956926087
2020,62f6a938f48b,26110,중구,2611011000,중앙동7가,G2,소매,4,78.57142857142857,79.62962962962963,1.058201058201064
2020,62f6a938f48b,26110,중구,2611011000,중앙동7가,I2,음식,4,16.137566137566136,17.346938775510203,1.2093726379440675
2020,62f6a938f48b,26110,중구,2611011000,중앙동7가,M1,과학·기술,1,0.26455026455026454,0.26455026455026454,0.0
2020,62f6a938f48b,26110,중구,2611011000,중앙동7가,N1,시설관리·임대,4,0.5102040816326531,0.5291005291005291,0.018896447467876
2020,62f6a938f48b,26110,중구,2611011000,중앙동7가,P1,교육,4,0.25510204081632654,0.26455026455026454,0.009448223733938
2020,62f6a938f48b,26110,중구,2611011000,중앙동7가,R1,예술·스포츠,4,0.7653061224489796,0.7936507936507936,0.028344671201814053
2020,62f6a938f48b,26110,중구,2611011000,중앙동7가,S2,수리·개인,4,2.5510204081632653,2.6455026455026456,0.09448223733938033
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,G2,소매,4,21.12676056338028,26.470588235294116,5.343827671913836
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,I1,숙박,4,1.408450704225352,1.4705882352941178,0.06213753106876574
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,I2,음식,4,39.705882352941174,45.070422535211264,5.36454018227009
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,L1,부동산,4,1.408450704225352,1.4705882352941178,0.06213753106876574
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,M1,과학·기술,4,7.042253521126761,8.823529411764707,1.7812758906379456
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,N1,시설관리·임대,4,8.450704225352112,8.823529411764707,0.37282518641259443
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,P1,교육,4,2.816901408450704,2.9411764705882355,0.12427506213753148
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,Q1,보건의료,4,1.408450704225352,1.4705882352941178,0.06213753106876574
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,R1,예술·스포츠,4,1.4705882352941178,2.816901408450704,1.3463131731565863
2020,62f6a938f48b,26110,중구,2611011100,동광동1가,S2,수리·개인,4,7.352941176470588,8.450704225352112,1.0977630488815242
2020,62f6a938f48b,26110,중구,2611011200,동광동2가,G2,소매,4,22.666666666666668,24.0,1.3333333333333321
2020,62f6a938f48b,26110,중구,2611011200,동광동2가,I1,숙박,4,12.32876712328767,13.333333333333334,1.0045662100456632
2020,62f6a938f48b,26110,중구,2611011200,동광동2가,I2,음식,4,39.473684210526315,41.0958904109589,1.6222062004325863
2020,62f6a938f48b,26110,중구,2611011200,동광동2가,M1,과학·기술,4,6.578947368421052,6.8493150684931505,0.2703677000720983
2020,62f6a938f48b,26110,중구,2611011200,동광동2가,N1,시설관리·임대,4,7.894736842105263,8.219178082191782,0.32444124008651887
2020,62f6a938f48b,26110,중구,2611011200,동광동2가,R1,예술·스포츠,4,1.3157894736842106,1.36986301369863,0.05407354001441944
2020,62f6a938f48b,26110,중구,2611011200,동광동2가,S2,수리·개인,4,6.666666666666667,8.0,1.333333333333333
2020,62f6a938f48b,26110,중구,2611011300,동광동3가,G2,소매,4,8.108108108108109,10.526315789473685,2.418207681365576
2020,62f6a938f48b,26110,중구,2611011300,동광동3가,I1,숙박,4,12.0,13.513513513513514,1.513513513513514
2020,62f6a938f48b,26110,중구,2611011300,동광동3가,I2,음식,4,52.63157894736842,53.333333333333336,0.701754385964918
2020,62f6a938f48b,26110,중구,2611011300,동광동3가,M1,과학·기술,4,9.210526315789474,9.45945945945946,0.2489331436699853
2020,62f6a938f48b,26110,중구,2611011300,동광동3가,N1,시설관리·임대,4,5.2631578947368425,6.756756756756757,1.4935988620199145
2020,62f6a938f48b,26110,중구,2611011300,동광동3가,R1,예술·스포츠,4,1.3157894736842106,1.3513513513513513,0.035561877667140696
2020,62f6a938f48b,26110,중구,2611011300,동광동3가,S2,수리·개인,4,7.894736842105263,8.108108108108109,0.21337126600284595
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,G2,소매,4,11.11111111111111,11.428571428571429,0.3174603174603181
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,I1,숙박,4,1.3888888888888888,1.4285714285714286,0.039682539682539764
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,I2,음식,4,8.333333333333334,8.571428571428571,0.23809523809523725
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,L1,부동산,4,1.3888888888888888,1.4285714285714286,0.039682539682539764
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,M1,과학·기술,4,68.05555555555556,68.57142857142857,0.5158730158730123
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,N1,시설관리·임대,4,2.7777777777777777,2.857142857142857,0.07936507936507953
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,P1,교육,4,2.857142857142857,4.166666666666667,1.3095238095238098
2020,62f6a938f48b,26110,중구,2611011400,동광동4가,S2,수리·개인,4,2.7777777777777777,2.857142857142857,0.07936507936507953
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,G2,소매,4,27.102803738317757,28.571428571428573,1.468624833110816
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,I1,숙박,4,1.8691588785046729,1.9047619047619047,0.035603026257231773
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,I2,음식,4,33.333333333333336,36.44859813084112,3.115264797507784
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,L1,부동산,4,0.9345794392523364,0.9523809523809523,0.017801513128615887
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,M1,과학·기술,4,14.953271028037383,15.238095238095237,0.2848242100578542
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,N1,시설관리·임대,4,1.8691588785046729,1.9047619047619047,0.035603026257231773
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,Q1,보건의료,4,0.9345794392523364,0.9523809523809523,0.017801513128615887
2020,62f6a938f48b,26110,중구,2611011500,동광동5가,S2,수리·개인,4,15.88785046728972,17.142857142857142,1.2550066755674223
2020,62f6a938f48b,26110,중구,2611011600,대청동1가,G2,소매,4,22.058823529411764,24.242424242424242,2.1836007130124777
2020,62f6a938f48b,26110,중구,2611011600,대청동1가,I2,음식,4,20.58823529411765,21.21212121212121,0.6238859180035625
2020,62f6a938f48b,26110,중구,2611011600,대청동1가,M1,과학·기술,4,40.90909090909091,42.64705882352941,1.7379679144385065
2020,62f6a938f48b,26110,중구,2611011600,대청동1가,N1,시설관리·임대,4,3.0303030303030303,4.477611940298507,1.4473089099954768
2020,62f6a938f48b,26110,중구,2611011600,대청동1가,P1,교육,4,4.411764705882353,4.545454545454546,0.1336898395721926
2020,62f6a938f48b,26110,중구,2611011600,대청동1가,R1,예술·스포츠,4,1.4705882352941178,1.5151515151515151,0.044563279857397387
2020,62f6a938f48b,26110,중구,2611011600,대청동1가,S2,수리·개인,4,4.411764705882353,4.545454545454546,0.1336898395721926
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,G2,소매,4,35.294117647058826,36.0,0.705882352941174
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,I1,숙박,4,2.0134228187919465,2.6666666666666665,0.65324384787472
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,I2,음식,4,33.333333333333336,33.557046979865774,0.2237136465324383
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,L1,부동산,4,1.935483870967742,2.0134228187919465,0.07793894782420452
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,M1,과학·기술,4,3.2679738562091503,3.870967741935484,0.6029938857263337
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,N1,시설관리·임대,4,0.6666666666666666,1.3071895424836601,0.6405228758169935
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,P1,교육,4,1.935483870967742,2.684563758389262,0.7490798874215199
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,Q1,보건의료,4,2.5806451612903225,2.684563758389262,0.10391859709893936
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,R1,예술·스포츠,4,1.935483870967742,3.3557046979865772,1.4202208270188352
2020,62f6a938f48b,26110,중구,2611011700,대청동2가,S2,수리·개인,4,14.093959731543624,15.032679738562091,0.9387200070184676
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,G2,소매,4,38.18181818181818,40.0,1.8181818181818201
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,I2,음식,4,14.545454545454545,16.363636363636363,1.8181818181818183
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,L1,부동산,4,1.7857142857142858,1.8181818181818181,0.03246753246753231
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,M1,과학·기술,4,14.545454545454545,16.363636363636363,1.8181818181818183
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,N1,시설관리·임대,4,3.5714285714285716,3.6363636363636362,0.06493506493506462
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,P1,교육,4,3.5714285714285716,3.6363636363636362,0.06493506493506462
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,Q1,보건의료,4,1.7857142857142858,1.8181818181818181,0.03246753246753231
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,R1,예술·스포츠,1,1.8181818181818181,1.8181818181818181,0.0
2020,62f6a938f48b,26110,중구,2611011800,대청동3가,S2,수리·개인,4,17.857142857142858,18.181818181818183,0.3246753246753258
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,G2,소매,4,27.058823529411764,28.571428571428573,1.5126050420168085
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,I1,숙박,2,1.1764705882352942,1.1904761904761905,0.014005602240896309
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,I2,음식,4,29.761904761904763,30.952380952380953,1.1904761904761898
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,L1,부동산,4,1.1764705882352942,1.1904761904761905,0.014005602240896309
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,M1,과학·기술,4,4.705882352941177,4.761904761904762,0.056022408963585235
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,N1,시설관리·임대,4,5.882352941176471,5.9523809523809526,0.07002801120448154
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,P1,교육,4,1.1764705882352942,1.1904761904761905,0.014005602240896309
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,Q1,보건의료,4,1.1764705882352942,1.1904761904761905,0.014005602240896309
2020,62f6a938f48b,26110,중구,2611011900,대청동4가,S2,수리·개인,4,27.058823529411764,27.38095238095238,0.3221288515406151
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,G2,소매,4,30.386740331491712,32.972972972972975,2.5862326414812635
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,I1,숙박,4,1.5873015873015872,1.6574585635359116,0.07015697623432438
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,I2,음식,4,26.486486486486488,27.624309392265193,1.1378229057787053
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,L1,부동산,4,2.1164021164021163,2.2099447513812156,0.09354263497909932
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,M1,과학·기술,4,6.0109289617486334,6.486486486486487,0.4755575247378534
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,N1,시설관리·임대,4,0.5291005291005291,0.5524861878453039,0.02338565874477483
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,P1,교육,4,4.324324324324325,4.761904761904762,0.4375804375804373
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,Q1,보건의료,4,0.5291005291005291,0.5524861878453039,0.02338565874477483
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,R1,예술·스포츠,4,2.1164021164021163,2.7624309392265194,0.6460288228244031
2020,62f6a938f48b,26110,중구,2611012000,보수동1가,S2,수리·개인,4,22.7027027027027,23.756906077348066,1.0542033746453647
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,G2,소매,4,18.939393939393938,20.3125,1.3731060606060623
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,I1,숙박,4,0.7575757575757576,0.78125,0.02367424242424243
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,I2,음식,4,21.53846153846154,22.727272727272727,1.1888111888111865
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,L1,부동산,4,3.8461538461538463,4.545454545454546,0.6993006993006996
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,M1,과학·기술,4,24.21875,25.0,0.78125
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,P1,교육,4,3.0303030303030303,3.125,0.09469696969696972
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,Q1,보건의료,4,0.7575757575757576,0.78125,0.02367424242424243
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,R1,예술·스포츠,4,3.787878787878788,3.90625,0.11837121212121193
2020,62f6a938f48b,26110,중구,2611012100,보수동2가,S2,수리·개인,4,21.09375,21.53846153846154,0.4447115384615401
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,G2,소매,4,20.238095238095237,22.5,2.2619047619047628
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,I1,숙박,4,3.75,5.9523809523809526,2.2023809523809526
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,I2,음식,4,39.285714285714285,41.25,1.9642857142857153
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,L1,부동산,4,6.25,7.142857142857143,0.8928571428571432
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,M1,과학·기술,4,3.75,4.761904761904762,1.0119047619047619
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,N1,시설관리·임대,4,4.761904761904762,5.2631578947368425,0.5012531328320806
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,P1,교육,4,1.1904761904761905,1.3157894736842106,0.12531328320802015
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,R1,예술·스포츠,1,1.1904761904761905,1.1904761904761905,0.0
2020,62f6a938f48b,26110,중구,2611012200,보수동3가,S2,수리·개인,4,15.476190476190476,17.105263157894736,1.62907268170426
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,G2,소매,4,62.11656441717791,63.02003081664098,0.9034663994630705
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,I1,숙박,4,1.687116564417178,1.8489984591679507,0.16188189475077275
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,I2,음식,4,26.810477657935284,27.1889400921659,0.37846243423061665
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,L1,부동산,4,1.228878648233487,1.3824884792626728,0.1536098310291858
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,M1,과학·기술,4,0.9216589861751152,1.075268817204301,0.1536098310291858
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,N1,시설관리·임대,4,0.4608294930875576,0.6134969325153374,0.15266743942777983
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,P1,교육,4,0.15337423312883436,0.15408320493066255,0.0007089718018281899
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,Q1,보건의료,4,0.15337423312883436,0.15408320493066255,0.0007089718018281899
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,R1,예술·스포츠,4,1.9969278033794162,2.150537634408602,0.1536098310291858
2020,62f6a938f48b,26110,중구,2611012300,부평동1가,S2,수리·개인,4,3.389830508474576,3.686635944700461,0.29680543622588473
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,G2,소매,4,27.272727272727273,27.549194991055455,0.2764677183281812
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,I1,숙박,4,1.9607843137254901,2.1778584392014517,0.2170741254759616
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,I2,음식,4,59.16515426497278,59.53654188948307,0.37138762451029095
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,L1,부동산,4,2.6737967914438503,2.9038112522686026,0.2300144608247523
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,M1,과학·기술,4,1.9677996422182469,2.146690518783542,0.178890876565295
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,N1,시설관리·임대,4,0.17889087656529518,0.35778175313059035,0.17889087656529518
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,P1,교육,4,0.17889087656529518,0.3629764065335753,0.18408552996828015
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,Q1,보건의료,4,0.35650623885918004,0.3629764065335753,0.0064701676743952885
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,R1,예술·스포츠,4,1.7825311942959001,1.9677996422182469,0.18526844792234676
2020,62f6a938f48b,26110,중구,2611012400,부평동2가,S2,수리·개인,4,3.5650623885918002,3.629764065335753,0.06470167674395277
2020,62f6a938f48b,26110,중구,2611012500,부평동3가,G2,소매,4,17.365269461077844,18.181818181818183,0.8165487207403395
2020,62f6a938f48b,26110,중구,2611012500,부평동3가,I1,숙박,4,3.592814371257485,4.216867469879518,0.6240530986220332
2020,62f6a938f48b,26110,중구,2611012500,부평동3가,I2,음식,4,54.54545454545455,55.08982035928144,0.544365813826893
