year,행정동코드,행정동명,나이대,평균주거인구수,평균직장인구수,평균방문인구수,observedMonths,nameMissing
2023,2614052000,서구 동대신2동,30대,149.58333333333334,15.916666666666666,45.666666666666664,12,False
2023,2614052000,서구 동대신2동,40대,314.5833333333333,31.5,84.08333333333333,12,False
2023,2614052000,서구 동대신2동,50대,396.75,33.25,97.0,12,False
2023,2614052000,서구 동대신2동,60대이상,1430.5833333333333,39.75,205.16666666666666,12,False
2023,2614053000,서구 동대신3동,20대,795.9166666666666,350.6666666666667,611.0833333333334,12,False
2023,2614053000,서구 동대신3동,20대미만,549.1666666666666,201.66666666666666,390.9166666666667,12,False
2023,2614053000,서구 동대신3동,30대,543.3333333333334,267.8333333333333,460.0833333333333,12,False
2023,2614053000,서구 동대신3동,40대,714.9166666666666,298.75,602.8333333333334,12,False
2023,2614053000,서구 동대신3동,50대,792.8333333333334,287.25,704.5833333333334,12,False
2023,2614053000,서구 동대신3동,60대이상,2204.0,198.25,1409.1666666666667,12,False
2023,2614054000,서구 서대신1동,20대,1158.0,174.16666666666666,322.5833333333333,12,False
2023,2614054000,서구 서대신1동,20대미만,1163.4166666666667,28.5,231.33333333333334,12,False
2023,2614054000,서구 서대신1동,30대,1369.5833333333333,196.0,320.0833333333333,12,False
2023,2614054000,서구 서대신1동,40대,1724.4166666666667,217.58333333333334,391.3333333333333,12,False
2023,2614054000,서구 서대신1동,50대,1565.75,240.83333333333334,454.9166666666667,12,False
2023,2614054000,서구 서대신1동,60대이상,3688.0833333333335,221.08333333333334,793.0,12,False
2023,2614056000,서구 서대신3동,20대,233.83333333333334,51.916666666666664,94.83333333333333,12,False
2023,2614056000,서구 서대신3동,20대미만,339.3333333333333,94.83333333333333,129.5,12,False
2023,2614056000,서구 서대신3동,30대,309.4166666666667,59.5,131.83333333333334,12,False
2023,2614056000,서구 서대신3동,40대,423.75,81.0,165.75,12,False
2023,2614056000,서구 서대신3동,50대,455.1666666666667,75.83333333333333,205.08333333333334,12,False
2023,2614056000,서구 서대신3동,60대이상,983.5,80.25,345.0,12,False
2023,2614057000,서구 서대신4동,20대,481.4166666666667,72.16666666666667,233.5,12,False
2023,2614057000,서구 서대신4동,20대미만,593.75,66.5,151.0,12,False
2023,2614057000,서구 서대신4동,30대,504.0833333333333,60.0,172.91666666666666,12,False
2023,2614057000,서구 서대신4동,40대,794.0,85.75,245.58333333333334,12,False
2023,2614057000,서구 서대신4동,50대,847.6666666666666,97.91666666666667,310.0,12,False
2023,2614057000,서구 서대신4동,60대이상,1943.8333333333333,93.5,633.25,12,False
2023,2614059000,서구 부민동,20대,587.6666666666666,215.08333333333334,356.8333333333333,12,False
2023,2614059000,서구 부민동,20대미만,388.5833333333333,58.0,145.58333333333334,12,False
2023,2614059000,서구 부민동,30대,326.0833333333333,72.08333333333333,132.83333333333334,12,False
2023,2614059000,서구 부민동,40대,516.75,83.41666666666667,159.33333333333334,12,False
2023,2614059000,서구 부민동,50대,458.0,115.41666666666667,208.83333333333334,12,False
2023,2614059000,서구 부민동,60대이상,1216.5833333333333,89.5,312.1666666666667,12,False
2023,2614061500,서구 아미동,20대,442.6666666666667,86.91666666666667,274.3333333333333,12,False
2023,2614061500,서구 아미동,20대미만,174.75,2.1666666666666665,58.666666666666664,12,False
2023,2614061500,서구 아미동,30대,321.75,108.41666666666667,237.08333333333334,12,False
2023,2614061500,서구 아미동,40대,425.6666666666667,108.91666666666667,241.75,12,False
2023,2614061500,서구 아미동,50대,611.0833333333334,101.5,299.6666666666667,12,False
2023,2614061500,서구 아미동,60대이상,2384.0833333333335,105.25,664.25,12,False
2023,2614063000,서구 초장동,20대,223.83333333333334,33.666666666666664,114.5,12,False
2023,2614063000,서구 초장동,20대미만,138.33333333333334,32.666666666666664,66.33333333333333,12,False
2023,2614063000,서구 초장동,30대,199.58333333333334,14.833333333333334,80.25,12,False
2023,2614063000,서구 초장동,40대,361.6666666666667,26.25,111.25,12,False
2023,2614063000,서구 초장동,50대,491.5833333333333,53.25,185.16666666666666,12,False
2023,2614063000,서구 초장동,60대이상,1775.0833333333333,59.833333333333336,349.9166666666667,12,False
2023,2614064000,서구 충무동,20대,605.5,96.83333333333333,187.75,12,False
2023,2614064000,서구 충무동,20대미만,282.0833333333333,62.916666666666664,100.5,12,False
2023,2614064000,서구 충무동,30대,455.25,120.16666666666667,145.83333333333334,12,False
2023,2614064000,서구 충무동,40대,586.6666666666666,150.16666666666666,208.41666666666666,12,False
2023,2614064000,서구 충무동,50대,776.9166666666666,190.58333333333334,316.8333333333333,12,False
2023,2614064000,서구 충무동,60대이상,2117.5833333333335,185.66666666666666,640.5833333333334,12,False
2023,2614065000,서구 남부민1동,20대,231.25,30.666666666666668,100.25,12,False
2023,2614065000,서구 남부민1동,20대미만,78.16666666666667,7.416666666666667,37.583333333333336,12,False
2023,2614065000,서구 남부민1동,30대,211.0,40.75,101.66666666666667,12,False
2023,2614065000,서구 남부민1동,40대,260.8333333333333,50.583333333333336,132.75,12,False
2023,2614065000,서구 남부민1동,50대,522.1666666666666,69.66666666666667,223.66666666666666,12,False
2023,2614065000,서구 남부민1동,60대이상,1407.9166666666667,85.91666666666667,413.9166666666667,12,False
2023,2614066000,서구 남부민2동,20대,473.25,55.833333333333336,156.5,12,False
2023,2614066000,서구 남부민2동,20대미만,365.9166666666667,47.833333333333336,122.08333333333333,12,False
2023,2614066000,서구 남부민2동,30대,446.75,58.0,191.83333333333334,12,False
2023,2614066000,서구 남부민2동,40대,683.4166666666666,81.0,254.58333333333334,12,False
2023,2614066000,서구 남부민2동,50대,1031.3333333333333,101.5,330.3333333333333,12,False
2023,2614066000,서구 남부민2동,60대이상,3103.0833333333335,120.08333333333333,755.3333333333334,12,False
2023,2614068000,서구 암남동,20대,1269.25,459.3333333333333,802.5,12,False
2023,2614068000,서구 암남동,20대미만,764.5,43.333333333333336,302.6666666666667,12,False
2023,2614068000,서구 암남동,30대,1123.5833333333333,421.4166666666667,717.5,12,False
2023,2614068000,서구 암남동,40대,1395.3333333333333,472.0833333333333,944.5833333333334,12,False
2023,2614068000,서구 암남동,50대,1872.6666666666667,599.4166666666666,1238.6666666666667,12,False
2023,2614068000,서구 암남동,60대이상,4497.416666666667,402.3333333333333,1905.75,12,False
2023,2617051000,동구 초량1동,20대,201.58333333333334,143.0,409.6666666666667,12,False
2023,2617051000,동구 초량1동,20대미만,125.16666666666667,17.75,106.5,12,False
2023,2617051000,동구 초량1동,30대,177.5,214.08333333333334,348.9166666666667,12,False
2023,2617051000,동구 초량1동,40대,324.4166666666667,213.5,369.6666666666667,12,False
2023,2617051000,동구 초량1동,50대,349.4166666666667,173.33333333333334,432.3333333333333,12,False
2023,2617051000,동구 초량1동,60대이상,912.75,140.75,684.25,12,False
2023,2617052000,동구 초량2동,20대,307.0833333333333,156.08333333333334,688.4166666666666,12,False
2023,2617052000,동구 초량2동,20대미만,244.0,111.5,229.41666666666666,12,False
2023,2617052000,동구 초량2동,30대,329.3333333333333,191.83333333333334,521.0,12,False
2023,2617052000,동구 초량2동,40대,442.6666666666667,195.58333333333334,538.5,12,False
2023,2617052000,동구 초량2동,50대,651.5833333333334,211.58333333333334,697.3333333333334,12,False
2023,2617052000,동구 초량2동,60대이상,1988.4166666666667,212.16666666666666,1247.25,12,False
2023,2617053000,동구 초량3동,20대,1164.9166666666667,471.6666666666667,1278.6666666666667,12,False
2023,2617053000,동구 초량3동,20대미만,599.4166666666666,72.5,443.5,12,False
2023,2617053000,동구 초량3동,30대,1393.0833333333333,552.25,1179.9166666666667,12,False
2023,2617053000,동구 초량3동,40대,1333.6666666666667,510.0833333333333,1251.0,12,False
2023,2617053000,동구 초량3동,50대,1250.75,510.8333333333333,1497.25,12,False
2023,2617053000,동구 초량3동,60대이상,2188.4166666666665,404.4166666666667,1868.25,12,False
2023,2617055000,동구 초량6동,20대,95.66666666666667,10.083333333333334,22.25,12,False
2023,2617055000,동구 초량6동,20대미만,71.25,43.333333333333336,40.416666666666664,12,False
2023,2617055000,동구 초량6동,30대,69.83333333333333,8.25,21.166666666666668,12,False
2023,2617055000,동구 초량6동,40대,119.91666666666667,15.333333333333334,37.25,12,False
2023,2617055000,동구 초량6동,50대,249.5,20.583333333333332,56.333333333333336,12,False
2023,2617055000,동구 초량6동,60대이상,535.5833333333334,16.083333333333332,86.75,12,False
2023,2617056000,동구 수정1동,20대,299.0833333333333,89.66666666666667,192.66666666666666,12,False
2023,2617056000,동구 수정1동,20대미만,273.0,30.5,112.0,12,False
2023,2617056000,동구 수정1동,30대,243.41666666666666,85.16666666666667,178.16666666666666,12,False
2023,2617056000,동구 수정1동,40대,411.1666666666667,99.0,207.0,12,False
2023,2617056000,동구 수정1동,50대,461.75,91.0,233.66666666666666,12,False
2023,2617056000,동구 수정1동,60대이상,1388.75,95.83333333333333,397.1666666666667,12,False
2023,2617057000,동구 수정2동,20대,487.6666666666667,92.75,158.33333333333334,12,False
2023,2617057000,동구 수정2동,20대미만,383.0833333333333,86.75,133.66666666666666,12,False
2023,2617057000,동구 수정2동,30대,644.75,117.58333333333333,180.08333333333334,12,False
2023,2617057000,동구 수정2동,40대,721.8333333333334,154.33333333333334,240.75,12,False
2023,2617057000,동구 수정2동,50대,917.0833333333334,209.0,310.0,12,False
2023,2617057000,동구 수정2동,60대이상,2900.1666666666665,163.33333333333334,549.4166666666666,12,False
2023,2617059000,동구 수정4동,20대,145.25,14.333333333333334,30.916666666666668,12,False
2023,2617059000,동구 수정4동,20대미만,97.08333333333333,1.6666666666666667,30.833333333333332,12,False
2023,2617059000,동구 수정4동,30대,153.25,6.75,36.083333333333336,12,False
2023,2617059000,동구 수정4동,40대,230.66666666666666,15.25,58.583333333333336,12,False
2023,2617059000,동구 수정4동,50대,384.4166666666667,25.25,83.16666666666667,12,False
2023,2617059000,동구 수정4동,60대이상,1423.0833333333333,36.0,182.83333333333334,12,False
2023,2617060000,동구 수정5동,20대,305.25,23.166666666666668,53.833333333333336,12,False
2023,2617060000,동구 수정5동,20대미만,258.5833333333333,22.25,53.75,12,False
2023,2617060000,동구 수정5동,30대,240.16666666666666,33.666666666666664,60.583333333333336,12,False
2023,2617060000,동구 수정5동,40대,432.3333333333333,40.0,86.25,12,False
2023,2617060000,동구 수정5동,50대,655.3333333333334,62.083333333333336,116.75,12,False
2023,2617060000,동구 수정5동,60대이상,2153.4166666666665,58.25,247.08333333333334,12,False
2023,2617064500,동구 좌천동,20대,314.9166666666667,42.0,191.58333333333334,12,False
2023,2617064500,동구 좌천동,20대미만,206.16666666666666,29.25,186.83333333333334,12,False
2023,2617064500,동구 좌천동,30대,299.6666666666667,58.333333333333336,246.91666666666666,12,False
2023,2617064500,동구 좌천동,40대,358.5833333333333,69.16666666666667,278.0833333333333,12,False
2023,2617064500,동구 좌천동,50대,499.0833333333333,85.83333333333333,378.4166666666667,12,False
2023,2617064500,동구 좌천동,60대이상,1523.75,95.75,777.25,12,False
2023,2617065000,동구 범일1동,20대,694.9166666666666,90.08333333333333,220.08333333333334,12,False
2023,2617065000,동구 범일1동,20대미만,361.6666666666667,49.583333333333336,96.83333333333333,12,False
2023,2617065000,동구 범일1동,30대,723.1666666666666,133.25,264.25,12,False
2023,2617065000,동구 범일1동,40대,858.0,137.58333333333334,263.3333333333333,12,False
2023,2617065000,동구 범일1동,50대,1253.4166666666667,167.33333333333334,314.8333333333333,12,False
2023,2617065000,동구 범일1동,60대이상,3935.25,200.66666666666666,647.1666666666666,12,False
2023,2617066000,동구 범일2동,20대,692.25,459.1666666666667,558.5,12,False
2023,2617066000,동구 범일2동,20대미만,346.6666666666667,59.083333333333336,170.66666666666666,12,False
2023,2617066000,동구 범일2동,30대,797.5,749.1666666666666,721.5833333333334,12,False
2023,2617066000,동구 범일2동,40대,744.25,990.9166666666666,824.0833333333334,12,False
2023,2617066000,동구 범일2동,50대,1010.0,1107.9166666666667,1127.5833333333333,12,False
2023,2617066000,동구 범일2동,60대이상,2282.0,881.0833333333334,2021.25,12,False
2023,2617068000,동구 범일5동,20대,393.5,110.08333333333333,522.9166666666666,12,False
2023,2617068000,동구 범일5동,20대미만,298.75,88.0,206.33333333333334,12,False
2023,2617068000,동구 범일5동,30대,808.0,164.5,570.4166666666666,12,False
2023,2617068000,동구 범일5동,40대,711.25,218.58333333333334,676.75,12,False
2023,2617068000,동구 범일5동,50대,584.5833333333334,241.25,882.6666666666666,12,False
2023,2617068000,동구 범일5동,60대이상,1370.5833333333333,343.8333333333333,1589.6666666666667,12,False
2023,2620053000,영도구 남항동,20대,665.3333333333334,237.41666666666666,665.75,12,False
2023,2620053000,영도구 남항동,20대미만,474.8333333333333,28.916666666666668,278.8333333333333,12,False
2023,2620053000,영도구 남항동,30대,692.4166666666666,310.25,670.6666666666666,12,False
2023,2620053000,영도구 남항동,40대,979.9166666666666,383.6666666666667,841.6666666666666,12,False
2023,2620053000,영도구 남항동,50대,1361.4166666666667,501.9166666666667,1115.6666666666667,12,False
2023,2620053000,영도구 남항동,60대이상,4217.5,530.4166666666666,1990.75,12,False
2023,2620054000,영도구 영선1동,20대,80.66666666666667,19.75,55.583333333333336,12,False
2023,2620054000,영도구 영선1동,20대미만,73.5,4.583333333333333,41.833333333333336,12,False
2023,2620054000,영도구 영선1동,30대,84.0,24.916666666666668,78.66666666666667,12,False
2023,2620054000,영도구 영선1동,40대,169.0,56.166666666666664,105.83333333333333,12,False
2023,2620054000,영도구 영선1동,50대,191.5,70.16666666666667,155.58333333333334,12,False
2023,2620054000,영도구 영선1동,60대이상,594.5833333333334,95.75,334.8333333333333,12,False
2023,2620055000,영도구 영선2동,20대,487.4166666666667,60.083333333333336,219.0,12,False
2023,2620055000,영도구 영선2동,20대미만,429.9166666666667,70.83333333333333,126.33333333333333,12,False
2023,2620055000,영도구 영선2동,30대,476.0,44.583333333333336,161.0,12,False
2023,2620055000,영도구 영선2동,40대,608.0833333333334,84.33333333333333,179.83333333333334,12,False
2023,2620055000,영도구 영선2동,50대,947.0,99.75,254.91666666666666,12,False
2023,2620055000,영도구 영선2동,60대이상,2895.25,128.91666666666666,539.3333333333334,12,False
2023,2620058500,영도구 신선동,20대,345.0,35.166666666666664,76.83333333333333,12,False
2023,2620058500,영도구 신선동,20대미만,295.5,108.66666666666667,108.0,12,False
2023,2620058500,영도구 신선동,30대,315.1666666666667,38.916666666666664,100.08333333333333,12,False
2023,2620058500,영도구 신선동,40대,587.25,72.33333333333333,144.08333333333334,12,False
2023,2620058500,영도구 신선동,50대,929.4166666666666,89.58333333333333,186.16666666666666,12,False
2023,2620058500,영도구 신선동,60대이상,2996.9166666666665,90.08333333333333,338.8333333333333,12,False
2023,2620059000,영도구 봉래1동,20대,338.75,52.75,180.08333333333334,12,False
2023,2620059000,영도구 봉래1동,20대미만,335.6666666666667,4.166666666666667,110.08333333333333,12,False
2023,2620059000,영도구 봉래1동,30대,350.6666666666667,75.66666666666667,209.66666666666666,12,False
2023,2620059000,영도구 봉래1동,40대,516.5,103.66666666666667,279.4166666666667,12,False
2023,2620059000,영도구 봉래1동,50대,583.5,147.75,328.5833333333333,12,False
2023,2620059000,영도구 봉래1동,60대이상,2008.5833333333333,197.08333333333334,602.0,12,False
2023,2620060500,영도구 봉래2동,20대,389.3333333333333,54.416666666666664,131.5,12,False
2023,2620060500,영도구 봉래2동,20대미만,345.25,37.0,105.75,12,False
2023,2620060500,영도구 봉래2동,30대,452.25,86.16666666666667,145.25,12,False
2023,2620060500,영도구 봉래2동,40대,644.0833333333334,124.5,206.83333333333334,12,False
2023,2620060500,영도구 봉래2동,50대,891.0,154.0,236.25,12,False
2023,2620060500,영도구 봉래2동,60대이상,2514.25,157.83333333333334,501.0,12,False
2023,2620063000,영도구 청학1동,20대,270.25,69.58333333333333,132.16666666666666,12,False
2023,2620063000,영도구 청학1동,20대미만,256.0,17.083333333333332,70.66666666666667,12,False
2023,2620063000,영도구 청학1동,30대,326.0833333333333,83.58333333333333,122.41666666666667,12,False
2023,2620063000,영도구 청학1동,40대,556.5833333333334,213.5,225.08333333333334,12,False
2023,2620063000,영도구 청학1동,50대,568.5833333333334,195.91666666666666,260.25,12,False
2023,2620063000,영도구 청학1동,60대이상,2009.0,159.25,430.9166666666667,12,False
2023,2620064000,영도구 청학2동,20대,940.6666666666666,173.0,297.25,12,False
2023,2620064000,영도구 청학2동,20대미만,901.75,13.916666666666666,169.5,12,False
2023,2620064000,영도구 청학2동,30대,1063.1666666666667,255.58333333333334,318.3333333333333,12,False
2023,2620064000,영도구 청학2동,40대,1496.25,339.0,402.6666666666667,12,False
2023,2620064000,영도구 청학2동,50대,1954.5833333333333,387.0,497.3333333333333,12,False
2023,2620064000,영도구 청학2동,60대이상,5103.916666666667,319.8333333333333,864.3333333333334,12,False
2023,2620065000,영도구 동삼1동,20대,2080.1666666666665,411.4166666666667,513.1666666666666,12,False
2023,2620065000,영도구 동삼1동,20대미만,2191.3333333333335,190.16666666666666,351.75,12,False
2023,2620065000,영도구 동삼1동,30대,1917.4166666666667,343.5,461.9166666666667,12,False
2023,2620065000,영도구 동삼1동,40대,2651.0,463.1666666666667,599.0,12,False
2023,2620065000,영도구 동삼1동,50대,3529.0,529.3333333333334,706.9166666666666,12,False
2023,2620065000,영도구 동삼1동,60대이상,9287.5,431.0,1138.75,12,False
2023,2620066000,영도구 동삼2동,20대,904.25,327.8333333333333,529.0,12,False
2023,2620066000,영도구 동삼2동,20대미만,563.5,78.5,307.6666666666667,12,False
2023,2620066000,영도구 동삼2동,30대,335.0833333333333,132.25,364.25,12,False
2023,2620066000,영도구 동삼2동,40대,494.6666666666667,139.58333333333334,462.5,12,False
2023,2620066000,영도구 동삼2동,50대,517.5,157.0,544.0,12,False
2023,2620066000,영도구 동삼2동,60대이상,1339.9166666666667,96.66666666666667,793.3333333333334,12,False
2023,2620067000,영도구 동삼3동,20대,452.1666666666667,79.0,204.25,12,False
2023,2620067000,영도구 동삼3동,20대미만,394.9166666666667,52.666666666666664,138.58333333333334,12,False
2023,2620067000,영도구 동삼3동,30대,500.3333333333333,78.33333333333333,201.08333333333334,12,False
2023,2620067000,영도구 동삼3동,40대,717.9166666666666,122.41666666666667,250.75,12,False
2023,2620067000,영도구 동삼3동,50대,1039.25,151.08333333333334,349.5,12,False
2023,2620067000,영도구 동삼3동,60대이상,3859.0,171.0,652.25,12,False
2023,2623051000,부산진구 부전1동,20대,2489.3333333333335,971.9166666666666,1997.4166666666667,12,False
2023,2623051000,부산진구 부전1동,20대미만,449.3333333333333,61.0,498.25,12,False
2023,2623051000,부산진구 부전1동,30대,1900.1666666666667,886.75,1412.3333333333333,12,False
2023,2623051000,부산진구 부전1동,40대,1256.5833333333333,798.4166666666666,1348.6666666666667,12,False
2023,2623051000,부산진구 부전1동,50대,1670.5,955.25,1829.75,12,False
2023,2623051000,부산진구 부전1동,60대이상,3732.3333333333335,1266.0,4371.75,12,False
2023,2623052000,부산진구 부전2동,20대,1877.8333333333333,2193.75,7129.5,12,False
2023,2623052000,부산진구 부전2동,20대미만,394.75,140.41666666666666,1740.75,12,False
2023,2623052000,부산진구 부전2동,30대,1476.4166666666667,1403.9166666666667,3378.3333333333335,12,False
2023,2623052000,부산진구 부전2동,40대,1159.0,1090.1666666666667,2297.5833333333335,12,False
2023,2623052000,부산진구 부전2동,50대,1147.1666666666667,958.25,2022.3333333333333,12,False
2023,2623052000,부산진구 부전2동,60대이상,1711.8333333333333,683.5833333333334,2452.5833333333335,12,False
2023,2623054000,부산진구 연지동,20대,723.5833333333334,82.33333333333333,203.16666666666666,12,False
2023,2623054000,부산진구 연지동,20대미만,696.0,70.91666666666667,198.91666666666666,12,False
2023,2623054000,부산진구 연지동,30대,1052.0833333333333,135.08333333333334,259.9166666666667,12,False
2023,2623054000,부산진구 연지동,40대,1262.4166666666667,167.41666666666666,288.25,12,False
2023,2623054000,부산진구 연지동,50대,1423.9166666666667,179.83333333333334,335.1666666666667,12,False
2023,2623054000,부산진구 연지동,60대이상,3750.25,180.16666666666666,600.3333333333334,12,False
2023,2623055000,부산진구 초읍동,20대,1398.1666666666667,182.08333333333334,395.6666666666667,12,False
2023,2623055000,부산진구 초읍동,20대미만,1758.1666666666667,106.58333333333333,275.4166666666667,12,False
2023,2623055000,부산진구 초읍동,30대,1537.4166666666667,188.25,546.5,12,False
2023,2623055000,부산진구 초읍동,40대,2167.9166666666665,299.75,672.9166666666666,12,False
2023,2623055000,부산진구 초읍동,50대,2642.5833333333335,402.4166666666667,824.3333333333334,12,False
2023,2623055000,부산진구 초읍동,60대이상,7266.75,385.9166666666667,1454.5833333333333,12,False
2023,2623056000,부산진구 양정1동,20대,1786.6666666666667,579.3333333333334,785.1666666666666,12,False
2023,2623056000,부산진구 양정1동,20대미만,1402.75,363.3333333333333,381.6666666666667,12,False
2023,2623056000,부산진구 양정1동,30대,1687.75,379.3333333333333,652.6666666666666,12,False
2023,2623056000,부산진구 양정1동,40대,1970.8333333333333,438.5,701.1666666666666,12,False
2023,2623056000,부산진구 양정1동,50대,2506.9166666666665,514.0833333333334,812.0,12,False
2023,2623056000,부산진구 양정1동,60대이상,5256.833333333333,464.4166666666667,1272.25,12,False
2023,2623057000,부산진구 양정2동,20대,1754.1666666666667,249.16666666666666,522.6666666666666,12,False
2023,2623057000,부산진구 양정2동,20대미만,461.0833333333333,212.25,220.16666666666666,12,False
2023,2623057000,부산진구 양정2동,30대,1395.8333333333333,250.91666666666666,433.0,12,False
2023,2623057000,부산진구 양정2동,40대,997.25,299.9166666666667,466.75,12,False
2023,2623057000,부산진구 양정2동,50대,939.0,345.4166666666667,655.9166666666666,12,False
2023,2623057000,부산진구 양정2동,60대이상,2144.0833333333335,253.5,1009.75,12,False
2023,2623060000,부산진구 전포1동,20대,3010.5833333333335,747.9166666666666,1843.5,12,False
2023,2623060000,부산진구 전포1동,20대미만,849.5,310.5833333333333,469.5833333333333,12,False
2023,2623060000,부산진구 전포1동,30대,2656.5,580.3333333333334,988.1666666666666,12,False
2023,2623060000,부산진구 전포1동,40대,1656.1666666666667,409.0833333333333,582.6666666666666,12,False
2023,2623060000,부산진구 전포1동,50대,1561.0,365.75,545.75,12,False
