year,EMRG_RSCU_ASSRT_NM,EMRG_RSCU_CLSF_NM,count,scope
2024,구조,추락사고,86,C
2024,구조,폭발사고,2,C
2024,구조,화학사고,2,C
2024,기타,기타출동,998,C
2024,기타,대민지원,14,C
2024,기타,민원출동,211,C
2024,기타,상황출동,246,C
2024,기타,순찰출동,21,C
2024,기타,응원출동,5,C
2024,기타,지원출동(가스),6,C
2024,기타,지원출동(근접배치),22,C
2024,기타,지원출동(급수),1,C
2024,기타,지원출동(기타),3,C
2024,기타,지원출동(배수),101,C
2024,기타,지원출동(재해),1,C
2024,기타,지원출동(전기),7,C
2024,기타,지원출동(풍수해),4,C
2024,기타,지원출동(행사지원),5,C
2024,기타,화재확인출동,4154,C
2024,화재,"고층건물(3층이상,아파트)",555,C
2024,화재,기타화재,737,C
2024,화재,기타화재(속보설비),28,C
2024,화재,"대형화재(시장,공장)",125,C
2024,화재,"사회적약자시설(요양원,장애인시설)",1,C
2024,화재,산불,33,C
2024,화재,일반화재(주택),458,C
2024,화재,일반화재(차량),164,C
2024,화재,전기차화재,1,C
2024,화재,지하화재,19,C
2024,화재,"특수화재(선박,위험물)",11,C
