snapshot,year,quarter,level,dictionarySignature,shops,districtCode,district,lawDongCode,lawDong
20200331,2020,1,busan,62f6a938f48b,144753,,,,
20200331,2020,1,district,62f6a938f48b,7574,26110,중구,,
20200331,2020,1,district,62f6a938f48b,3786,26140,서구,,
20200331,2020,1,district,62f6a938f48b,6480,26170,동구,,
20200331,2020,1,district,62f6a938f48b,3845,26200,영도구,,
20200331,2020,1,district,62f6a938f48b,18688,26230,부산진구,,
20200331,2020,1,district,62f6a938f48b,11039,26260,동래구,,
20200331,2020,1,district,62f6a938f48b,8768,26290,남구,,
20200331,2020,1,district,62f6a938f48b,8279,26320,북구,,
20200331,2020,1,district,62f6a938f48b,15651,26350,해운대구,,
20200331,2020,1,district,62f6a938f48b,10493,26380,사하구,,
20200331,2020,1,district,62f6a938f48b,10043,26410,금정구,,
20200331,2020,1,district,62f6a938f48b,6011,26440,강서구,,
20200331,2020,1,district,62f6a938f48b,9196,26470,연제구,,
20200331,2020,1,district,62f6a938f48b,8202,26500,수영구,,
20200331,2020,1,district,62f6a938f48b,9634,26530,사상구,,
20200331,2020,1,district,62f6a938f48b,7064,26710,기장군,,
20200331,2020,1,lawDong,62f6a938f48b,295,26110,중구,2611010100,영주동
20200331,2020,1,lawDong,62f6a938f48b,58,26110,중구,2611010200,대창동1가
20200331,2020,1,lawDong,62f6a938f48b,51,26110,중구,2611010300,대창동2가
20200331,2020,1,lawDong,62f6a938f48b,55,26110,중구,2611010400,중앙동1가
20200331,2020,1,lawDong,62f6a938f48b,119,26110,중구,2611010500,중앙동2가
20200331,2020,1,lawDong,62f6a938f48b,113,26110,중구,2611010600,중앙동3가
20200331,2020,1,lawDong,62f6a938f48b,685,26110,중구,2611010700,중앙동4가
20200331,2020,1,lawDong,62f6a938f48b,62,26110,중구,2611010800,중앙동5가
20200331,2020,1,lawDong,62f6a938f48b,225,26110,중구,2611010900,중앙동6가
20200331,2020,1,lawDong,62f6a938f48b,378,26110,중구,2611011000,중앙동7가
20200331,2020,1,lawDong,62f6a938f48b,71,26110,중구,2611011100,동광동1가
20200331,2020,1,lawDong,62f6a938f48b,75,26110,중구,2611011200,동광동2가
20200331,2020,1,lawDong,62f6a938f48b,74,26110,중구,2611011300,동광동3가
20200331,2020,1,lawDong,62f6a938f48b,72,26110,중구,2611011400,동광동4가
20200331,2020,1,lawDong,62f6a938f48b,107,26110,중구,2611011500,동광동5가
20200331,2020,1,lawDong,62f6a938f48b,66,26110,중구,2611011600,대청동1가
20200331,2020,1,lawDong,62f6a938f48b,149,26110,중구,2611011700,대청동2가
20200331,2020,1,lawDong,62f6a938f48b,55,26110,중구,2611011800,대청동3가
20200331,2020,1,lawDong,62f6a938f48b,84,26110,중구,2611011900,대청동4가
20200331,2020,1,lawDong,62f6a938f48b,181,26110,중구,2611012000,보수동1가
20200331,2020,1,lawDong,62f6a938f48b,128,26110,중구,2611012100,보수동2가
20200331,2020,1,lawDong,62f6a938f48b,84,26110,중구,2611012200,보수동3가
20200331,2020,1,lawDong,62f6a938f48b,649,26110,중구,2611012300,부평동1가
20200331,2020,1,lawDong,62f6a938f48b,559,26110,중구,2611012400,부평동2가
20200331,2020,1,lawDong,62f6a938f48b,167,26110,중구,2611012500,부평동3가
20200331,2020,1,lawDong,62f6a938f48b,111,26110,중구,2611012600,부평동4가
20200331,2020,1,lawDong,62f6a938f48b,307,26110,중구,2611012700,신창동1가
20200331,2020,1,lawDong,62f6a938f48b,259,26110,중구,2611012800,신창동2가
20200331,2020,1,lawDong,62f6a938f48b,112,26110,중구,2611012900,신창동3가
20200331,2020,1,lawDong,62f6a938f48b,269,26110,중구,2611013000,신창동4가
20200331,2020,1,lawDong,62f6a938f48b,190,26110,중구,2611013100,창선동1가
20200331,2020,1,lawDong,62f6a938f48b,216,26110,중구,2611013200,창선동2가
20200331,2020,1,lawDong,62f6a938f48b,136,26110,중구,2611013300,광복동1가
20200331,2020,1,lawDong,62f6a938f48b,84,26110,중구,2611013400,광복동2가
20200331,2020,1,lawDong,62f6a938f48b,66,26110,중구,2611013500,광복동3가
20200331,2020,1,lawDong,62f6a938f48b,81,26110,중구,2611013600,남포동1가
20200331,2020,1,lawDong,62f6a938f48b,173,26110,중구,2611013700,남포동2가
20200331,2020,1,lawDong,62f6a938f48b,65,26110,중구,2611013800,남포동3가
20200331,2020,1,lawDong,62f6a938f48b,161,26110,중구,2611013900,남포동4가
20200331,2020,1,lawDong,62f6a938f48b,418,26110,중구,2611014000,남포동5가
20200331,2020,1,lawDong,62f6a938f48b,364,26110,중구,2611014100,남포동6가
20200331,2020,1,lawDong,62f6a938f48b,175,26140,서구,2614010100,동대신동1가
20200331,2020,1,lawDong,62f6a938f48b,259,26140,서구,2614010200,동대신동2가
20200331,2020,1,lawDong,62f6a938f48b,322,26140,서구,2614010300,동대신동3가
20200331,2020,1,lawDong,62f6a938f48b,159,26140,서구,2614010400,서대신동1가
20200331,2020,1,lawDong,62f6a938f48b,267,26140,서구,2614010500,서대신동2가
20200331,2020,1,lawDong,62f6a938f48b,375,26140,서구,2614010600,서대신동3가
20200331,2020,1,lawDong,62f6a938f48b,41,26140,서구,2614010700,부용동1가
20200331,2020,1,lawDong,62f6a938f48b,45,26140,서구,2614010800,부용동2가
20200331,2020,1,lawDong,62f6a938f48b,141,26140,서구,2614010900,부민동1가
20200331,2020,1,lawDong,62f6a938f48b,75,26140,서구,2614011000,부민동2가
20200331,2020,1,lawDong,62f6a938f48b,40,26140,서구,2614011100,부민동3가
20200331,2020,1,lawDong,62f6a938f48b,59,26140,서구,2614011200,토성동1가
20200331,2020,1,lawDong,62f6a938f48b,26,26140,서구,2614011300,토성동2가
20200331,2020,1,lawDong,62f6a938f48b,44,26140,서구,2614011400,토성동3가
20200331,2020,1,lawDong,62f6a938f48b,58,26140,서구,2614011500,아미동1가
20200331,2020,1,lawDong,62f6a938f48b,164,26140,서구,2614011600,아미동2가
20200331,2020,1,lawDong,62f6a938f48b,45,26140,서구,2614011700,토성동4가
20200331,2020,1,lawDong,62f6a938f48b,71,26140,서구,2614011800,토성동5가
20200331,2020,1,lawDong,62f6a938f48b,76,26140,서구,2614011900,초장동
20200331,2020,1,lawDong,62f6a938f48b,354,26140,서구,2614012000,충무동1가
20200331,2020,1,lawDong,62f6a938f48b,64,26140,서구,2614012100,충무동2가
20200331,2020,1,lawDong,62f6a938f48b,53,26140,서구,2614012200,충무동3가
20200331,2020,1,lawDong,62f6a938f48b,351,26140,서구,2614012300,남부민동
20200331,2020,1,lawDong,62f6a938f48b,522,26140,서구,2614012400,암남동
20200331,2020,1,lawDong,62f6a938f48b,2232,26170,동구,2617010100,초량동
20200331,2020,1,lawDong,62f6a938f48b,1023,26170,동구,2617010200,수정동
20200331,2020,1,lawDong,62f6a938f48b,350,26170,동구,2617010300,좌천동
20200331,2020,1,lawDong,62f6a938f48b,2875,26170,동구,2617010400,범일동
20200331,2020,1,lawDong,62f6a938f48b,217,26200,영도구,2620010100,대교동1가
20200331,2020,1,lawDong,62f6a938f48b,236,26200,영도구,2620010200,대교동2가
20200331,2020,1,lawDong,62f6a938f48b,50,26200,영도구,2620010300,대평동1가
20200331,2020,1,lawDong,62f6a938f48b,24,26200,영도구,2620010400,대평동2가
20200331,2020,1,lawDong,62f6a938f48b,311,26200,영도구,2620010500,남항동1가
20200331,2020,1,lawDong,62f6a938f48b,140,26200,영도구,2620010600,남항동2가
20200331,2020,1,lawDong,62f6a938f48b,60,26200,영도구,2620010700,남항동3가
20200331,2020,1,lawDong,62f6a938f48b,167,26200,영도구,2620010800,영선동1가
20200331,2020,1,lawDong,62f6a938f48b,222,26200,영도구,2620010900,영선동2가
20200331,2020,1,lawDong,62f6a938f48b,115,26200,영도구,2620011000,영선동3가
20200331,2020,1,lawDong,62f6a938f48b,107,26200,영도구,2620011100,영선동4가
20200331,2020,1,lawDong,62f6a938f48b,45,26200,영도구,2620011200,신선동1가
20200331,2020,1,lawDong,62f6a938f48b,41,26200,영도구,2620011300,신선동2가
20200331,2020,1,lawDong,62f6a938f48b,50,26200,영도구,2620011400,신선동3가
20200331,2020,1,lawDong,62f6a938f48b,83,26200,영도구,2620011500,봉래동1가
20200331,2020,1,lawDong,62f6a938f48b,125,26200,영도구,2620011600,봉래동2가
20200331,2020,1,lawDong,62f6a938f48b,166,26200,영도구,2620011700,봉래동3가
20200331,2020,1,lawDong,62f6a938f48b,32,26200,영도구,2620011800,봉래동4가
20200331,2020,1,lawDong,62f6a938f48b,55,26200,영도구,2620011900,봉래동5가
20200331,2020,1,lawDong,62f6a938f48b,543,26200,영도구,2620012000,청학동
20200331,2020,1,lawDong,62f6a938f48b,1056,26200,영도구,2620012100,동삼동
20200331,2020,1,lawDong,62f6a938f48b,1761,26230,부산진구,2623010100,양정동
20200331,2020,1,lawDong,62f6a938f48b,2381,26230,부산진구,2623010200,전포동
20200331,2020,1,lawDong,62f6a938f48b,6562,26230,부산진구,2623010300,부전동
20200331,2020,1,lawDong,62f6a938f48b,1788,26230,부산진구,2623010400,범천동
20200331,2020,1,lawDong,62f6a938f48b,153,26230,부산진구,2623010500,범전동
20200331,2020,1,lawDong,62f6a938f48b,471,26230,부산진구,2623010600,연지동
20200331,2020,1,lawDong,62f6a938f48b,752,26230,부산진구,2623010700,초읍동
20200331,2020,1,lawDong,62f6a938f48b,790,26230,부산진구,2623010800,부암동
20200331,2020,1,lawDong,62f6a938f48b,1367,26230,부산진구,2623010900,당감동
20200331,2020,1,lawDong,62f6a938f48b,1233,26230,부산진구,2623011000,가야동
20200331,2020,1,lawDong,62f6a938f48b,1430,26230,부산진구,2623011100,개금동
20200331,2020,1,lawDong,62f6a938f48b,834,26260,동래구,2626010100,명장동
20200331,2020,1,lawDong,62f6a938f48b,2007,26260,동래구,2626010200,안락동
20200331,2020,1,lawDong,62f6a938f48b,85,26260,동래구,2626010300,칠산동
20200331,2020,1,lawDong,62f6a938f48b,294,26260,동래구,2626010400,낙민동
20200331,2020,1,lawDong,62f6a938f48b,324,26260,동래구,2626010500,복천동
20200331,2020,1,lawDong,62f6a938f48b,820,26260,동래구,2626010600,수안동
20200331,2020,1,lawDong,62f6a938f48b,1300,26260,동래구,2626010700,명륜동
20200331,2020,1,lawDong,62f6a938f48b,3351,26260,동래구,2626010800,온천동
20200331,2020,1,lawDong,62f6a938f48b,2024,26260,동래구,2626010900,사직동
20200331,2020,1,lawDong,62f6a938f48b,4275,26290,남구,2629010600,대연동
20200331,2020,1,lawDong,62f6a938f48b,1806,26290,남구,2629010700,용호동
20200331,2020,1,lawDong,62f6a938f48b,345,26290,남구,2629010800,용당동
20200331,2020,1,lawDong,62f6a938f48b,1475,26290,남구,2629010900,문현동
20200331,2020,1,lawDong,62f6a938f48b,252,26290,남구,2629011000,우암동
20200331,2020,1,lawDong,62f6a938f48b,615,26290,남구,2629011100,감만동
20200331,2020,1,lawDong,62f6a938f48b,588,26320,북구,2632010100,금곡동
20200331,2020,1,lawDong,62f6a938f48b,2087,26320,북구,2632010200,화명동
20200331,2020,1,lawDong,62f6a938f48b,1257,26320,북구,2632010300,만덕동
20200331,2020,1,lawDong,62f6a938f48b,2068,26320,북구,2632010400,덕천동
20200331,2020,1,lawDong,62f6a938f48b,2279,26320,북구,2632010500,구포동
20200331,2020,1,lawDong,62f6a938f48b,1236,26350,해운대구,2635010100,반송동
20200331,2020,1,lawDong,62f6a938f48b,64,26350,해운대구,2635010200,석대동
20200331,2020,1,lawDong,62f6a938f48b,1778,26350,해운대구,2635010300,반여동
20200331,2020,1,lawDong,62f6a938f48b,2269,26350,해운대구,2635010400,재송동
20200331,2020,1,lawDong,62f6a938f48b,4565,26350,해운대구,2635010500,우동
20200331,2020,1,lawDong,62f6a938f48b,2334,26350,해운대구,2635010600,중동
20200331,2020,1,lawDong,62f6a938f48b,2780,26350,해운대구,2635010700,좌동
20200331,2020,1,lawDong,62f6a938f48b,625,26350,해운대구,2635010800,송정동
20200331,2020,1,lawDong,62f6a938f48b,2119,26380,사하구,2638010100,괴정동
20200331,2020,1,lawDong,62f6a938f48b,1023,26380,사하구,2638010200,당리동
20200331,2020,1,lawDong,62f6a938f48b,2331,26380,사하구,2638010300,하단동
20200331,2020,1,lawDong,62f6a938f48b,1073,26380,사하구,2638010400,신평동
20200331,2020,1,lawDong,62f6a938f48b,1294,26380,사하구,2638010500,장림동
20200331,2020,1,lawDong,62f6a938f48b,1628,26380,사하구,2638010600,다대동
20200331,2020,1,lawDong,62f6a938f48b,274,26380,사하구,2638010700,구평동
20200331,2020,1,lawDong,62f6a938f48b,751,26380,사하구,2638010800,감천동
20200331,2020,1,lawDong,62f6a938f48b,148,26410,금정구,2641010100,두구동
20200331,2020,1,lawDong,62f6a938f48b,80,26410,금정구,2641010200,노포동
20200331,2020,1,lawDong,62f6a938f48b,234,26410,금정구,2641010300,청룡동
20200331,2020,1,lawDong,62f6a938f48b,1278,26410,금정구,2641010400,남산동
20200331,2020,1,lawDong,62f6a938f48b,37,26410,금정구,2641010500,선동
20200331,2020,1,lawDong,62f6a938f48b,45,26410,금정구,2641010600,오륜동
20200331,2020,1,lawDong,62f6a938f48b,1645,26410,금정구,2641010700,구서동
20200331,2020,1,lawDong,62f6a938f48b,2769,26410,금정구,2641010800,장전동
20200331,2020,1,lawDong,62f6a938f48b,1797,26410,금정구,2641010900,부곡동
20200331,2020,1,lawDong,62f6a938f48b,1348,26410,금정구,2641011000,서동
20200331,2020,1,lawDong,62f6a938f48b,414,26410,금정구,2641011100,금사동
20200331,2020,1,lawDong,62f6a938f48b,124,26410,금정구,2641011200,회동동
20200331,2020,1,lawDong,62f6a938f48b,124,26410,금정구,2641011300,금성동
20200331,2020,1,lawDong,62f6a938f48b,658,26440,강서구,2644010100,대저1동
20200331,2020,1,lawDong,62f6a938f48b,716,26440,강서구,2644010200,대저2동
20200331,2020,1,lawDong,62f6a938f48b,257,26440,강서구,2644010300,강동동
20200331,2020,1,lawDong,62f6a938f48b,2381,26440,강서구,2644010400,명지동
20200331,2020,1,lawDong,62f6a938f48b,59,26440,강서구,2644010500,죽림동
20200331,2020,1,lawDong,62f6a938f48b,17,26440,강서구,2644010600,식만동
20200331,2020,1,lawDong,62f6a938f48b,25,26440,강서구,2644010700,죽동동
20200331,2020,1,lawDong,62f6a938f48b,54,26440,강서구,2644010800,봉림동
20200331,2020,1,lawDong,62f6a938f48b,311,26440,강서구,2644010900,송정동
20200331,2020,1,lawDong,62f6a938f48b,149,26440,강서구,2644011000,화전동
20200331,2020,1,lawDong,62f6a938f48b,183,26440,강서구,2644011100,녹산동
20200331,2020,1,lawDong,62f6a938f48b,60,26440,강서구,2644011200,생곡동
20200331,2020,1,lawDong,62f6a938f48b,57,26440,강서구,2644011300,구랑동
20200331,2020,1,lawDong,62f6a938f48b,230,26440,강서구,2644011400,지사동
20200331,2020,1,lawDong,62f6a938f48b,56,26440,강서구,2644011500,미음동
20200331,2020,1,lawDong,62f6a938f48b,123,26440,강서구,2644011600,범방동
20200331,2020,1,lawDong,62f6a938f48b,502,26440,강서구,2644011700,신호동
20200331,2020,1,lawDong,62f6a938f48b,22,26440,강서구,2644011800,동선동
20200331,2020,1,lawDong,62f6a938f48b,49,26440,강서구,2644011900,성북동
20200331,2020,1,lawDong,62f6a938f48b,4,26440,강서구,2644012000,눌차동
20200331,2020,1,lawDong,62f6a938f48b,56,26440,강서구,2644012100,천성동
20200331,2020,1,lawDong,62f6a938f48b,42,26440,강서구,2644012200,대항동
20200331,2020,1,lawDong,62f6a938f48b,2661,26470,연제구,2647010100,거제동
20200331,2020,1,lawDong,62f6a938f48b,6535,26470,연제구,2647010200,연산동
20200331,2020,1,lawDong,62f6a938f48b,1160,26500,수영구,2650010100,망미동
20200331,2020,1,lawDong,62f6a938f48b,1031,26500,수영구,2650010200,수영동
20200331,2020,1,lawDong,62f6a938f48b,1339,26500,수영구,2650010300,민락동
20200331,2020,1,lawDong,62f6a938f48b,2962,26500,수영구,2650010400,광안동
20200331,2020,1,lawDong,62f6a938f48b,1710,26500,수영구,2650010500,남천동
20200331,2020,1,lawDong,62f6a938f48b,402,26530,사상구,2653010100,삼락동
20200331,2020,1,lawDong,62f6a938f48b,1210,26530,사상구,2653010200,모라동
20200331,2020,1,lawDong,62f6a938f48b,945,26530,사상구,2653010300,덕포동
20200331,2020,1,lawDong,62f6a938f48b,2482,26530,사상구,2653010400,괘법동
20200331,2020,1,lawDong,62f6a938f48b,1398,26530,사상구,2653010500,감전동
20200331,2020,1,lawDong,62f6a938f48b,1626,26530,사상구,2653010600,주례동
20200331,2020,1,lawDong,62f6a938f48b,817,26530,사상구,2653010700,학장동
20200331,2020,1,lawDong,62f6a938f48b,754,26530,사상구,2653010800,엄궁동
20200331,2020,1,lawDong,62f6a938f48b,650,26710,기장군,2671025021,기장읍
20200331,2020,1,lawDong,62f6a938f48b,329,26710,기장군,2671025022,기장읍
20200331,2020,1,lawDong,62f6a938f48b,8,26710,기장군,2671025023,기장읍
20200331,2020,1,lawDong,62f6a938f48b,77,26710,기장군,2671025024,기장읍
20200331,2020,1,lawDong,62f6a938f48b,65,26710,기장군,2671025025,기장읍
20200331,2020,1,lawDong,62f6a938f48b,728,26710,기장군,2671025026,기장읍
20200331,2020,1,lawDong,62f6a938f48b,268,26710,기장군,2671025027,기장읍
20200331,2020,1,lawDong,62f6a938f48b,105,26710,기장군,2671025028,기장읍
20200331,2020,1,lawDong,62f6a938f48b,94,26710,기장군,2671025029,기장읍
20200331,2020,1,lawDong,62f6a938f48b,20,26710,기장군,2671025030,기장읍
20200331,2020,1,lawDong,62f6a938f48b,8,26710,기장군,2671025031,기장읍
20200331,2020,1,lawDong,62f6a938f48b,408,26710,기장군,2671025032,기장읍
20200331,2020,1,lawDong,62f6a938f48b,208,26710,기장군,2671025033,기장읍
20200331,2020,1,lawDong,62f6a938f48b,65,26710,기장군,2671025034,기장읍
20200331,2020,1,lawDong,62f6a938f48b,305,26710,기장군,2671025321,장안읍
20200331,2020,1,lawDong,62f6a938f48b,4,26710,기장군,2671025323,장안읍
20200331,2020,1,lawDong,62f6a938f48b,29,26710,기장군,2671025324,장안읍
20200331,2020,1,lawDong,62f6a938f48b,45,26710,기장군,2671025325,장안읍
20200331,2020,1,lawDong,62f6a938f48b,8,26710,기장군,2671025326,장안읍
20200331,2020,1,lawDong,62f6a938f48b,13,26710,기장군,2671025327,장안읍
20200331,2020,1,lawDong,62f6a938f48b,59,26710,기장군,2671025328,장안읍
20200331,2020,1,lawDong,62f6a938f48b,35,26710,기장군,2671025329,장안읍
20200331,2020,1,lawDong,62f6a938f48b,104,26710,기장군,2671025330,장안읍
20200331,2020,1,lawDong,62f6a938f48b,30,26710,기장군,2671025331,장안읍
20200331,2020,1,lawDong,62f6a938f48b,37,26710,기장군,2671025332,장안읍
20200331,2020,1,lawDong,62f6a938f48b,15,26710,기장군,2671025333,장안읍
20200331,2020,1,lawDong,62f6a938f48b,111,26710,기장군,2671025334,장안읍
20200331,2020,1,lawDong,62f6a938f48b,219,26710,기장군,2671025621,정관읍
20200331,2020,1,lawDong,62f6a938f48b,952,26710,기장군,2671025622,정관읍
20200331,2020,1,lawDong,62f6a938f48b,4,26710,기장군,2671025623,정관읍
20200331,2020,1,lawDong,62f6a938f48b,4,26710,기장군,2671025624,정관읍
20200331,2020,1,lawDong,62f6a938f48b,227,26710,기장군,2671025625,정관읍
20200331,2020,1,lawDong,62f6a938f48b,21,26710,기장군,2671025626,정관읍
20200331,2020,1,lawDong,62f6a938f48b,411,26710,기장군,2671025627,정관읍
20200331,2020,1,lawDong,62f6a938f48b,369,26710,기장군,2671025628,정관읍
20200331,2020,1,lawDong,62f6a938f48b,5,26710,기장군,2671025629,정관읍
20200331,2020,1,lawDong,62f6a938f48b,76,26710,기장군,2671025630,정관읍
20200331,2020,1,lawDong,62f6a938f48b,279,26710,기장군,2671025921,일광읍
20200331,2020,1,lawDong,62f6a938f48b,123,26710,기장군,2671025922,일광읍
20200331,2020,1,lawDong,62f6a938f48b,29,26710,기장군,2671025923,일광읍
20200331,2020,1,lawDong,62f6a938f48b,45,26710,기장군,2671025924,일광읍
20200331,2020,1,lawDong,62f6a938f48b,23,26710,기장군,2671025925,일광읍
20200331,2020,1,lawDong,62f6a938f48b,31,26710,기장군,2671025926,일광읍
20200331,2020,1,lawDong,62f6a938f48b,56,26710,기장군,2671025927,일광읍
20200331,2020,1,lawDong,62f6a938f48b,26,26710,기장군,2671025928,일광읍
20200331,2020,1,lawDong,62f6a938f48b,3,26710,기장군,2671025929,일광읍
20200331,2020,1,lawDong,62f6a938f48b,16,26710,기장군,2671025930,일광읍
20200331,2020,1,lawDong,62f6a938f48b,50,26710,기장군,2671025931,일광읍
20200331,2020,1,lawDong,62f6a938f48b,3,26710,기장군,2671025932,일광읍
20200331,2020,1,lawDong,62f6a938f48b,12,26710,기장군,2671025933,일광읍
20200331,2020,1,lawDong,62f6a938f48b,13,26710,기장군,2671033021,철마면
20200331,2020,1,lawDong,62f6a938f48b,39,26710,기장군,2671033022,철마면
20200331,2020,1,lawDong,62f6a938f48b,2,26710,기장군,2671033023,철마면
20200331,2020,1,lawDong,62f6a938f48b,53,26710,기장군,2671033024,철마면
20200331,2020,1,lawDong,62f6a938f48b,25,26710,기장군,2671033025,철마면
20200331,2020,1,lawDong,62f6a938f48b,22,26710,기장군,2671033026,철마면
20200331,2020,1,lawDong,62f6a938f48b,6,26710,기장군,2671033027,철마면
20200331,2020,1,lawDong,62f6a938f48b,8,26710,기장군,2671033028,철마면
20200331,2020,1,lawDong,62f6a938f48b,54,26710,기장군,2671033029,철마면
20200331,2020,1,lawDong,62f6a938f48b,17,26710,기장군,2671033030,철마면
20200331,2020,1,lawDong,62f6a938f48b,13,26710,기장군,2671033031,철마면
20200630,2020,2,busan,62f6a938f48b,146423,,,,
20200630,2020,2,district,62f6a938f48b,7550,26110,중구,,
20200630,2020,2,district,62f6a938f48b,3829,26140,서구,,
20200630,2020,2,district,62f6a938f48b,6560,26170,동구,,
20200630,2020,2,district,62f6a938f48b,3920,26200,영도구,,
20200630,2020,2,district,62f6a938f48b,18914,26230,부산진구,,
20200630,2020,2,district,62f6a938f48b,11245,26260,동래구,,
20200630,2020,2,district,62f6a938f48b,8858,26290,남구,,
20200630,2020,2,district,62f6a938f48b,8340,26320,북구,,
20200630,2020,2,district,62f6a938f48b,15827,26350,해운대구,,
20200630,2020,2,district,62f6a938f48b,10565,26380,사하구,,
20200630,2020,2,district,62f6a938f48b,10159,26410,금정구,,
20200630,2020,2,district,62f6a938f48b,6144,26440,강서구,,
20200630,2020,2,district,62f6a938f48b,9303,26470,연제구,,
20200630,2020,2,district,62f6a938f48b,8344,26500,수영구,,
20200630,2020,2,district,62f6a938f48b,9682,26530,사상구,,
20200630,2020,2,district,62f6a938f48b,7183,26710,기장군,,
20200630,2020,2,lawDong,62f6a938f48b,299,26110,중구,2611010100,영주동
20200630,2020,2,lawDong,62f6a938f48b,60,26110,중구,2611010200,대창동1가
20200630,2020,2,lawDong,62f6a938f48b,51,26110,중구,2611010300,대창동2가
20200630,2020,2,lawDong,62f6a938f48b,56,26110,중구,2611010400,중앙동1가
20200630,2020,2,lawDong,62f6a938f48b,114,26110,중구,2611010500,중앙동2가
20200630,2020,2,lawDong,62f6a938f48b,112,26110,중구,2611010600,중앙동3가
20200630,2020,2,lawDong,62f6a938f48b,678,26110,중구,2611010700,중앙동4가
20200630,2020,2,lawDong,62f6a938f48b,61,26110,중구,2611010800,중앙동5가
20200630,2020,2,lawDong,62f6a938f48b,226,26110,중구,2611010900,중앙동6가
20200630,2020,2,lawDong,62f6a938f48b,378,26110,중구,2611011000,중앙동7가
20200630,2020,2,lawDong,62f6a938f48b,71,26110,중구,2611011100,동광동1가
20200630,2020,2,lawDong,62f6a938f48b,76,26110,중구,2611011200,동광동2가
20200630,2020,2,lawDong,62f6a938f48b,75,26110,중구,2611011300,동광동3가
20200630,2020,2,lawDong,62f6a938f48b,70,26110,중구,2611011400,동광동4가
20200630,2020,2,lawDong,62f6a938f48b,105,26110,중구,2611011500,동광동5가
20200630,2020,2,lawDong,62f6a938f48b,68,26110,중구,2611011600,대청동1가
20200630,2020,2,lawDong,62f6a938f48b,150,26110,중구,2611011700,대청동2가
20200630,2020,2,lawDong,62f6a938f48b,56,26110,중구,2611011800,대청동3가
20200630,2020,2,lawDong,62f6a938f48b,84,26110,중구,2611011900,대청동4가
20200630,2020,2,lawDong,62f6a938f48b,183,26110,중구,2611012000,보수동1가
20200630,2020,2,lawDong,62f6a938f48b,130,26110,중구,2611012100,보수동2가
20200630,2020,2,lawDong,62f6a938f48b,80,26110,중구,2611012200,보수동3가
20200630,2020,2,lawDong,62f6a938f48b,651,26110,중구,2611012300,부평동1가
20200630,2020,2,lawDong,62f6a938f48b,551,26110,중구,2611012400,부평동2가
20200630,2020,2,lawDong,62f6a938f48b,166,26110,중구,2611012500,부평동3가
20200630,2020,2,lawDong,62f6a938f48b,118,26110,중구,2611012600,부평동4가
20200630,2020,2,lawDong,62f6a938f48b,305,26110,중구,2611012700,신창동1가
20200630,2020,2,lawDong,62f6a938f48b,263,26110,중구,2611012800,신창동2가
20200630,2020,2,lawDong,62f6a938f48b,111,26110,중구,2611012900,신창동3가
20200630,2020,2,lawDong,62f6a938f48b,267,26110,중구,2611013000,신창동4가
20200630,2020,2,lawDong,62f6a938f48b,187,26110,중구,2611013100,창선동1가
20200630,2020,2,lawDong,62f6a938f48b,207,26110,중구,2611013200,창선동2가
20200630,2020,2,lawDong,62f6a938f48b,138,26110,중구,2611013300,광복동1가
20200630,2020,2,lawDong,62f6a938f48b,84,26110,중구,2611013400,광복동2가
20200630,2020,2,lawDong,62f6a938f48b,65,26110,중구,2611013500,광복동3가
20200630,2020,2,lawDong,62f6a938f48b,81,26110,중구,2611013600,남포동1가
20200630,2020,2,lawDong,62f6a938f48b,179,26110,중구,2611013700,남포동2가
20200630,2020,2,lawDong,62f6a938f48b,63,26110,중구,2611013800,남포동3가
20200630,2020,2,lawDong,62f6a938f48b,159,26110,중구,2611013900,남포동4가
20200630,2020,2,lawDong,62f6a938f48b,412,26110,중구,2611014000,남포동5가
20200630,2020,2,lawDong,62f6a938f48b,360,26110,중구,2611014100,남포동6가
20200630,2020,2,lawDong,62f6a938f48b,174,26140,서구,2614010100,동대신동1가
20200630,2020,2,lawDong,62f6a938f48b,260,26140,서구,2614010200,동대신동2가
20200630,2020,2,lawDong,62f6a938f48b,323,26140,서구,2614010300,동대신동3가
20200630,2020,2,lawDong,62f6a938f48b,168,26140,서구,2614010400,서대신동1가
20200630,2020,2,lawDong,62f6a938f48b,273,26140,서구,2614010500,서대신동2가
20200630,2020,2,lawDong,62f6a938f48b,382,26140,서구,2614010600,서대신동3가
20200630,2020,2,lawDong,62f6a938f48b,42,26140,서구,2614010700,부용동1가
20200630,2020,2,lawDong,62f6a938f48b,45,26140,서구,2614010800,부용동2가
20200630,2020,2,lawDong,62f6a938f48b,140,26140,서구,2614010900,부민동1가
20200630,2020,2,lawDong,62f6a938f48b,74,26140,서구,2614011000,부민동2가
20200630,2020,2,lawDong,62f6a938f48b,41,26140,서구,2614011100,부민동3가
20200630,2020,2,lawDong,62f6a938f48b,62,26140,서구,2614011200,토성동1가
20200630,2020,2,lawDong,62f6a938f48b,26,26140,서구,2614011300,토성동2가
20200630,2020,2,lawDong,62f6a938f48b,45,26140,서구,2614011400,토성동3가
20200630,2020,2,lawDong,62f6a938f48b,58,26140,서구,2614011500,아미동1가
20200630,2020,2,lawDong,62f6a938f48b,163,26140,서구,2614011600,아미동2가
20200630,2020,2,lawDong,62f6a938f48b,46,26140,서구,2614011700,토성동4가
