기준년월,행정동코드,행정동명,나이대,평균주거인구수,평균직장인구수,평균방문인구수
202412,2611051000,중구 중앙동,20대,622,843,1094
202412,2611051000,중구 중앙동,20대미만,322,67,376
202412,2611051000,중구 중앙동,30대,616,1246,1222
202412,2611051000,중구 중앙동,40대,631,1103,1173
202412,2611051000,중구 중앙동,50대,862,1135,1286
202412,2611051000,중구 중앙동,60대이상,1826,672,1809
202412,2611052000,중구 동광동,20대,117,61,154
202412,2611052000,중구 동광동,20대미만,37,4,48
202412,2611052000,중구 동광동,30대,139,78,142
202412,2611052000,중구 동광동,40대,186,113,164
202412,2611052000,중구 동광동,50대,272,107,202
202412,2611052000,중구 동광동,60대이상,1053,98,339
202412,2611053000,중구 대청동,20대,514,177,345
202412,2611053000,중구 대청동,20대미만,227,68,151
202412,2611053000,중구 대청동,30대,393,275,312
202412,2611053000,중구 대청동,40대,515,231,299
202412,2611053000,중구 대청동,50대,724,248,357
202412,2611053000,중구 대청동,60대이상,2095,247,642
202412,2611054500,중구 보수동,20대,1034,116,223
202412,2611054500,중구 보수동,20대미만,388,38,97
202412,2611054500,중구 보수동,30대,542,66,155
202412,2611054500,중구 보수동,40대,664,92,185
202412,2611054500,중구 보수동,50대,1105,148,240
202412,2611054500,중구 보수동,60대이상,2356,134,528
202412,2611056000,중구 부평동,20대,283,127,868
202412,2611056000,중구 부평동,20대미만,160,15,246
202412,2611056000,중구 부평동,30대,263,192,724
202412,2611056000,중구 부평동,40대,331,202,751
202412,2611056000,중구 부평동,50대,503,259,1002
202412,2611056000,중구 부평동,60대이상,1585,325,1805
202412,2611057000,중구 광복동,20대,34,104,253
202412,2611057000,중구 광복동,20대미만,6,31,137
202412,2611057000,중구 광복동,30대,13,68,201
202412,2611057000,중구 광복동,40대,47,84,238
202412,2611057000,중구 광복동,50대,36,100,264
202412,2611057000,중구 광복동,60대이상,194,183,417
202412,2611058000,중구 남포동,20대,215,321,1020
202412,2611058000,중구 남포동,20대미만,43,16,522
202412,2611058000,중구 남포동,30대,240,392,871
202412,2611058000,중구 남포동,40대,255,373,995
202412,2611058000,중구 남포동,50대,393,495,1444
202412,2611058000,중구 남포동,60대이상,1045,787,3235
202412,2611059000,중구 영주1동,20대,49,16,68
202412,2611059000,중구 영주1동,20대미만,13,0,16
202412,2611059000,중구 영주1동,30대,36,18,56
202412,2611059000,중구 영주1동,40대,38,20,59
202412,2611059000,중구 영주1동,50대,52,17,85
202412,2611059000,중구 영주1동,60대이상,138,21,121
202412,2611060000,중구 영주2동,20대,372,44,120
202412,2611060000,중구 영주2동,20대미만,253,22,75
202412,2611060000,중구 영주2동,30대,368,46,121
202412,2611060000,중구 영주2동,40대,507,54,141
202412,2611060000,중구 영주2동,50대,882,90,196
202412,2611060000,중구 영주2동,60대이상,2680,88,461
202412,2614051000,서구 동대신1동,20대,327,28,160
202412,2614051000,서구 동대신1동,20대미만,255,28,124
202412,2614051000,서구 동대신1동,30대,395,42,145
202412,2614051000,서구 동대신1동,40대,450,49,158
202412,2614051000,서구 동대신1동,50대,565,62,214
202412,2614051000,서구 동대신1동,60대이상,1516,88,421
202412,2614052000,서구 동대신2동,20대,141,13,54
202412,2614052000,서구 동대신2동,20대미만,127,9,48
202412,2614052000,서구 동대신2동,30대,147,9,39
202412,2614052000,서구 동대신2동,40대,306,30,64
202412,2614052000,서구 동대신2동,50대,413,37,84
202412,2614052000,서구 동대신2동,60대이상,1460,41,207
202412,2614053000,서구 동대신3동,20대,718,291,495
202412,2614053000,서구 동대신3동,20대미만,498,184,355
202412,2614053000,서구 동대신3동,30대,478,252,407
202412,2614053000,서구 동대신3동,40대,623,249,504
202412,2614053000,서구 동대신3동,50대,766,274,640
202412,2614053000,서구 동대신3동,60대이상,2208,196,1373
202412,2614054000,서구 서대신1동,20대,1073,157,312
202412,2614054000,서구 서대신1동,20대미만,1218,17,214
202412,2614054000,서구 서대신1동,30대,1264,184,286
202412,2614054000,서구 서대신1동,40대,1736,228,362
202412,2614054000,서구 서대신1동,50대,1600,251,470
202412,2614054000,서구 서대신1동,60대이상,3857,246,860
202412,2614056000,서구 서대신3동,20대,260,41,94
202412,2614056000,서구 서대신3동,20대미만,317,130,141
202412,2614056000,서구 서대신3동,30대,244,61,101
202412,2614056000,서구 서대신3동,40대,404,92,138
202412,2614056000,서구 서대신3동,50대,458,75,189
202412,2614056000,서구 서대신3동,60대이상,1084,71,355
202412,2614057000,서구 서대신4동,20대,446,59,190
202412,2614057000,서구 서대신4동,20대미만,572,57,124
202412,2614057000,서구 서대신4동,30대,427,67,136
202412,2614057000,서구 서대신4동,40대,696,73,194
202412,2614057000,서구 서대신4동,50대,806,103,279
202412,2614057000,서구 서대신4동,60대이상,1968,107,556
202412,2614059000,서구 부민동,20대,604,169,336
202412,2614059000,서구 부민동,20대미만,408,25,147
202412,2614059000,서구 부민동,30대,374,62,120
202412,2614059000,서구 부민동,40대,448,74,133
202412,2614059000,서구 부민동,50대,480,73,181
202412,2614059000,서구 부민동,60대이상,1331,70,283
202412,2614061500,서구 아미동,20대,488,53,223
202412,2614061500,서구 아미동,20대미만,176,2,52
202412,2614061500,서구 아미동,30대,483,113,272
202412,2614061500,서구 아미동,40대,395,82,227
202412,2614061500,서구 아미동,50대,631,93,293
202412,2614061500,서구 아미동,60대이상,2691,102,625
202412,2614063000,서구 초장동,20대,169,43,113
202412,2614063000,서구 초장동,20대미만,112,43,62
202412,2614063000,서구 초장동,30대,189,13,63
202412,2614063000,서구 초장동,40대,297,28,95
202412,2614063000,서구 초장동,50대,458,57,155
202412,2614063000,서구 초장동,60대이상,1731,57,327
202412,2614064000,서구 충무동,20대,543,84,142
202412,2614064000,서구 충무동,20대미만,306,95,91
202412,2614064000,서구 충무동,30대,438,125,134
202412,2614064000,서구 충무동,40대,553,152,184
202412,2614064000,서구 충무동,50대,766,183,279
202412,2614064000,서구 충무동,60대이상,2136,179,625
202412,2614065000,서구 남부민1동,20대,142,12,50
202412,2614065000,서구 남부민1동,20대미만,54,4,28
202412,2614065000,서구 남부민1동,30대,86,28,58
202412,2614065000,서구 남부민1동,40대,173,40,85
202412,2614065000,서구 남부민1동,50대,447,68,128
202412,2614065000,서구 남부민1동,60대이상,1228,58,296
202412,2614066000,서구 남부민2동,20대,389,66,220
202412,2614066000,서구 남부민2동,20대미만,338,43,162
202412,2614066000,서구 남부민2동,30대,398,76,269
202412,2614066000,서구 남부민2동,40대,595,89,305
202412,2614066000,서구 남부민2동,50대,945,101,394
202412,2614066000,서구 남부민2동,60대이상,3186,124,800
202412,2614068000,서구 암남동,20대,1097,335,670
202412,2614068000,서구 암남동,20대미만,818,59,228
202412,2614068000,서구 암남동,30대,1231,438,682
202412,2614068000,서구 암남동,40대,1522,516,860
202412,2614068000,서구 암남동,50대,2031,621,1130
202412,2614068000,서구 암남동,60대이상,5060,455,1808
202412,2617051000,동구 초량1동,20대,174,148,387
202412,2617051000,동구 초량1동,20대미만,112,25,108
202412,2617051000,동구 초량1동,30대,161,223,386
202412,2617051000,동구 초량1동,40대,234,188,348
202412,2617051000,동구 초량1동,50대,352,172,408
202412,2617051000,동구 초량1동,60대이상,1069,147,595
202412,2617052000,동구 초량2동,20대,280,139,630
202412,2617052000,동구 초량2동,20대미만,220,96,238
202412,2617052000,동구 초량2동,30대,276,183,516
202412,2617052000,동구 초량2동,40대,393,168,497
202412,2617052000,동구 초량2동,50대,657,194,649
202412,2617052000,동구 초량2동,60대이상,2076,209,1244
202412,2617053000,동구 초량3동,20대,1059,458,1293
202412,2617053000,동구 초량3동,20대미만,658,95,443
202412,2617053000,동구 초량3동,30대,1635,578,1290
202412,2617053000,동구 초량3동,40대,1425,531,1253
202412,2617053000,동구 초량3동,50대,1258,585,1604
202412,2617053000,동구 초량3동,60대이상,2222,421,2095
202412,2617055000,동구 초량6동,20대,93,28,133
202412,2617055000,동구 초량6동,20대미만,62,31,122
202412,2617055000,동구 초량6동,30대,95,21,134
202412,2617055000,동구 초량6동,40대,102,30,144
202412,2617055000,동구 초량6동,50대,213,47,140
202412,2617055000,동구 초량6동,60대이상,536,27,185
202412,2617056000,동구 수정1동,20대,287,68,161
202412,2617056000,동구 수정1동,20대미만,283,35,101
202412,2617056000,동구 수정1동,30대,257,81,177
202412,2617056000,동구 수정1동,40대,386,76,160
202412,2617056000,동구 수정1동,50대,474,91,198
202412,2617056000,동구 수정1동,60대이상,1395,81,384
202412,2617057000,동구 수정2동,20대,407,80,108
202412,2617057000,동구 수정2동,20대미만,358,82,102
202412,2617057000,동구 수정2동,30대,626,123,152
202412,2617057000,동구 수정2동,40대,629,148,168
202412,2617057000,동구 수정2동,50대,853,172,292
202412,2617057000,동구 수정2동,60대이상,2816,149,528
202412,2617059000,동구 수정4동,20대,123,18,29
202412,2617059000,동구 수정4동,20대미만,93,0,26
202412,2617059000,동구 수정4동,30대,123,8,33
202412,2617059000,동구 수정4동,40대,191,18,39
202412,2617059000,동구 수정4동,50대,400,22,65
202412,2617059000,동구 수정4동,60대이상,1321,32,167
202412,2617060000,동구 수정5동,20대,269,25,39
202412,2617060000,동구 수정5동,20대미만,235,30,43
202412,2617060000,동구 수정5동,30대,217,31,51
202412,2617060000,동구 수정5동,40대,373,45,69
202412,2617060000,동구 수정5동,50대,607,58,89
202412,2617060000,동구 수정5동,60대이상,2143,49,211
202412,2617064500,동구 좌천동,20대,230,27,189
202412,2617064500,동구 좌천동,20대미만,120,27,129
202412,2617064500,동구 좌천동,30대,260,36,227
202412,2617064500,동구 좌천동,40대,250,45,232
202412,2617064500,동구 좌천동,50대,440,78,322
202412,2617064500,동구 좌천동,60대이상,1445,77,772
202412,2617065000,동구 범일1동,20대,574,65,192
202412,2617065000,동구 범일1동,20대미만,279,40,77
202412,2617065000,동구 범일1동,30대,656,105,249
202412,2617065000,동구 범일1동,40대,770,130,232
202412,2617065000,동구 범일1동,50대,1101,171,287
202412,2617065000,동구 범일1동,60대이상,4078,204,630
202412,2617066000,동구 범일2동,20대,593,403,613
202412,2617066000,동구 범일2동,20대미만,336,69,190
202412,2617066000,동구 범일2동,30대,713,726,820
202412,2617066000,동구 범일2동,40대,678,897,848
202412,2617066000,동구 범일2동,50대,931,1027,1157
202412,2617066000,동구 범일2동,60대이상,2234,903,2099
202412,2617068000,동구 범일5동,20대,542,72,348
202412,2617068000,동구 범일5동,20대미만,409,92,207
202412,2617068000,동구 범일5동,30대,1364,128,448
202412,2617068000,동구 범일5동,40대,1029,176,485
202412,2617068000,동구 범일5동,50대,850,222,608
202412,2617068000,동구 범일5동,60대이상,1680,324,1265
202412,2620053000,영도구 남항동,20대,592,197,472
202412,2620053000,영도구 남항동,20대미만,419,26,204
202412,2620053000,영도구 남항동,30대,621,252,492
202412,2620053000,영도구 남항동,40대,848,343,651
202412,2620053000,영도구 남항동,50대,1350,466,929
202412,2620053000,영도구 남항동,60대이상,4262,529,1875
202412,2620054000,영도구 영선1동,20대,68,13,45
202412,2620054000,영도구 영선1동,20대미만,51,3,33
202412,2620054000,영도구 영선1동,30대,62,17,59
202412,2620054000,영도구 영선1동,40대,135,33,83
202412,2620054000,영도구 영선1동,50대,196,58,132
202412,2620054000,영도구 영선1동,60대이상,545,84,285
202412,2620055000,영도구 영선2동,20대,419,51,180
202412,2620055000,영도구 영선2동,20대미만,387,66,108
202412,2620055000,영도구 영선2동,30대,423,50,132
202412,2620055000,영도구 영선2동,40대,501,69,132
202412,2620055000,영도구 영선2동,50대,888,90,201
202412,2620055000,영도구 영선2동,60대이상,2921,117,439
202412,2620058500,영도구 신선동,20대,264,30,64
202412,2620058500,영도구 신선동,20대미만,229,115,104
202412,2620058500,영도구 신선동,30대,294,44,85
202412,2620058500,영도구 신선동,40대,540,64,112
202412,2620058500,영도구 신선동,50대,829,88,165
202412,2620058500,영도구 신선동,60대이상,2956,71,370
202412,2620059000,영도구 봉래1동,20대,268,32,153
202412,2620059000,영도구 봉래1동,20대미만,295,4,105
202412,2620059000,영도구 봉래1동,30대,302,79,195
202412,2620059000,영도구 봉래1동,40대,463,95,240
202412,2620059000,영도구 봉래1동,50대,598,156,290
202412,2620059000,영도구 봉래1동,60대이상,2002,189,568
202412,2620060500,영도구 봉래2동,20대,363,54,161
202412,2620060500,영도구 봉래2동,20대미만,323,31,117
202412,2620060500,영도구 봉래2동,30대,475,75,179
202412,2620060500,영도구 봉래2동,40대,526,153,221
202412,2620060500,영도구 봉래2동,50대,882,168,264
202412,2620060500,영도구 봉래2동,60대이상,2458,186,468
202412,2620063000,영도구 청학1동,20대,211,62,123
202412,2620063000,영도구 청학1동,20대미만,193,19,66
202412,2620063000,영도구 청학1동,30대,260,76,111
202412,2620063000,영도구 청학1동,40대,443,170,197
202412,2620063000,영도구 청학1동,50대,576,193,259
202412,2620063000,영도구 청학1동,60대이상,1943,150,410
202412,2620064000,영도구 청학2동,20대,702,127,244
202412,2620064000,영도구 청학2동,20대미만,779,11,151
202412,2620064000,영도구 청학2동,30대,1010,194,256
202412,2620064000,영도구 청학2동,40대,1346,277,345
202412,2620064000,영도구 청학2동,50대,1918,352,414
202412,2620064000,영도구 청학2동,60대이상,5095,270,817
202412,2620065000,영도구 동삼1동,20대,1873,341,455
202412,2620065000,영도구 동삼1동,20대미만,2028,181,289
202412,2620065000,영도구 동삼1동,30대,1841,365,431
202412,2620065000,영도구 동삼1동,40대,2538,475,539
202412,2620065000,영도구 동삼1동,50대,3500,568,672
202412,2620065000,영도구 동삼1동,60대이상,9479,443,1111
202412,2620066000,영도구 동삼2동,20대,1044,288,588
202412,2620066000,영도구 동삼2동,20대미만,536,72,402
202412,2620066000,영도구 동삼2동,30대,341,124,426
202412,2620066000,영도구 동삼2동,40대,440,150,525
202412,2620066000,영도구 동삼2동,50대,509,173,594
202412,2620066000,영도구 동삼2동,60대이상,1412,103,967
202412,2620067000,영도구 동삼3동,20대,392,73,182
202412,2620067000,영도구 동삼3동,20대미만,355,65,173
202412,2620067000,영도구 동삼3동,30대,444,91,231
202412,2620067000,영도구 동삼3동,40대,652,109,301
202412,2620067000,영도구 동삼3동,50대,1014,153,357
202412,2620067000,영도구 동삼3동,60대이상,3853,165,691
202412,2623051000,부산진구 부전1동,20대,2360,762,1752
202412,2623051000,부산진구 부전1동,20대미만,419,49,443
202412,2623051000,부산진구 부전1동,30대,1890,857,1355
202412,2623051000,부산진구 부전1동,40대,1118,783,1188
202412,2623051000,부산진구 부전1동,50대,1412,930,1743
202412,2623051000,부산진구 부전1동,60대이상,3075,1169,4547
202412,2623052000,부산진구 부전2동,20대,1966,1930,6649
202412,2623052000,부산진구 부전2동,20대미만,379,141,1837
202412,2623052000,부산진구 부전2동,30대,1816,1420,3620
202412,2623052000,부산진구 부전2동,40대,1224,1003,2381
202412,2623052000,부산진구 부전2동,50대,1151,979,2223
202412,2623052000,부산진구 부전2동,60대이상,1762,721,2827
202412,2623054000,부산진구 연지동,20대,649,79,163
202412,2623054000,부산진구 연지동,20대미만,645,65,167
202412,2623054000,부산진구 연지동,30대,923,88,218
202412,2623054000,부산진구 연지동,40대,1221,142,244
202412,2623054000,부산진구 연지동,50대,1392,165,274
202412,2623054000,부산진구 연지동,60대이상,3850,168,553
202412,2623055000,부산진구 초읍동,20대,1304,212,354
202412,2623055000,부산진구 초읍동,20대미만,1815,106,271
202412,2623055000,부산진구 초읍동,30대,1729,217,496
202412,2623055000,부산진구 초읍동,40대,2174,360,631
202412,2623055000,부산진구 초읍동,50대,2701,441,751
202412,2623055000,부산진구 초읍동,60대이상,7682,391,1409
202412,2623056000,부산진구 양정1동,20대,1691,462,751
202412,2623056000,부산진구 양정1동,20대미만,1235,249,351
202412,2623056000,부산진구 양정1동,30대,1738,377,641
202412,2623056000,부산진구 양정1동,40대,1712,415,640
202412,2623056000,부산진구 양정1동,50대,2434,497,747
202412,2623056000,부산진구 양정1동,60대이상,5472,456,1210
202412,2623057000,부산진구 양정2동,20대,1793,245,463
202412,2623057000,부산진구 양정2동,20대미만,556,203,216
202412,2623057000,부산진구 양정2동,30대,1602,264,429
202412,2623057000,부산진구 양정2동,40대,1120,266,423
202412,2623057000,부산진구 양정2동,50대,1045,336,637
202412,2623057000,부산진구 양정2동,60대이상,2251,221,1084
202412,2623060000,부산진구 전포1동,20대,2899,741,2253
202412,2623060000,부산진구 전포1동,20대미만,715,308,650
202412,2623060000,부산진구 전포1동,30대,2719,633,1230
202412,2623060000,부산진구 전포1동,40대,1509,377,640
202412,2623060000,부산진구 전포1동,50대,1704,373,602
202412,2623060000,부산진구 전포1동,60대이상,2841,313,696
202412,2623061000,부산진구 전포2동,20대,2350,504,1779
202412,2623061000,부산진구 전포2동,20대미만,1081,64,593
202412,2623061000,부산진구 전포2동,30대,2682,481,1203
202412,2623061000,부산진구 전포2동,40대,2210,357,700
202412,2623061000,부산진구 전포2동,50대,2346,438,670
202412,2623061000,부산진구 전포2동,60대이상,5622,368,1121
202412,2623064000,부산진구 부암1동,20대,1499,185,486
202412,2623064000,부산진구 부암1동,20대미만,1143,35,221
202412,2623064000,부산진구 부암1동,30대,2273,261,548
202412,2623064000,부산진구 부암1동,40대,2048,263,518
202412,2623064000,부산진구 부암1동,50대,2277,336,643
202412,2623064000,부산진구 부암1동,60대이상,4981,296,1050
202412,2623066000,부산진구 부암3동,20대,1228,119,357
202412,2623066000,부산진구 부암3동,20대미만,1576,138,323
202412,2623066000,부산진구 부암3동,30대,1930,144,398
202412,2623066000,부산진구 부암3동,40대,2048,249,481
202412,2623066000,부산진구 부암3동,50대,2684,327,679
202412,2623066000,부산진구 부암3동,60대이상,5293,269,1525
202412,2623067000,부산진구 당감1동,20대,1342,187,311
202412,2623067000,부산진구 당감1동,20대미만,1269,147,349
202412,2623067000,부산진구 당감1동,30대,1416,170,359
202412,2623067000,부산진구 당감1동,40대,1735,220,438
202412,2623067000,부산진구 당감1동,50대,2916,352,645
202412,2623067000,부산진구 당감1동,60대이상,6392,349,1108
202412,2623068000,부산진구 당감2동,20대,468,46,176
202412,2623068000,부산진구 당감2동,20대미만,320,6,88
202412,2623068000,부산진구 당감2동,30대,595,65,243
202412,2623068000,부산진구 당감2동,40대,719,71,258
202412,2623068000,부산진구 당감2동,50대,758,117,318
202412,2623068000,부산진구 당감2동,60대이상,1721,86,591
202412,2623070000,부산진구 당감4동,20대,552,49,182
202412,2623070000,부산진구 당감4동,20대미만,687,28,156
202412,2623070000,부산진구 당감4동,30대,613,73,255
202412,2623070000,부산진구 당감4동,40대,848,83,271
202412,2623070000,부산진구 당감4동,50대,1167,141,337
202412,2623070000,부산진구 당감4동,60대이상,2506,151,586
202412,2623071000,부산진구 가야1동,20대,1799,586,998
202412,2623071000,부산진구 가야1동,20대미만,1175,215,473
202412,2623071000,부산진구 가야1동,30대,1206,233,560
202412,2623071000,부산진구 가야1동,40대,1500,293,594
202412,2623071000,부산진구 가야1동,50대,1886,379,741
202412,2623071000,부산진구 가야1동,60대이상,5268,323,1262
202412,2623072000,부산진구 가야2동,20대,760,74,279
202412,2623072000,부산진구 가야2동,20대미만,545,47,229
202412,2623072000,부산진구 가야2동,30대,685,60,315
202412,2623072000,부산진구 가야2동,40대,903,83,360
202412,2623072000,부산진구 가야2동,50대,1163,156,514
202412,2623072000,부산진구 가야2동,60대이상,3180,160,956
202412,2623074000,부산진구 개금1동,20대,2221,202,481
202412,2623074000,부산진구 개금1동,20대미만,702,36,234
202412,2623074000,부산진구 개금1동,30대,1793,168,405
202412,2623074000,부산진구 개금1동,40대,1488,196,408
202412,2623074000,부산진구 개금1동,50대,1883,285,505
202412,2623074000,부산진구 개금1동,60대이상,3743,263,858
202412,2623075000,부산진구 개금2동,20대,766,165,462
202412,2623075000,부산진구 개금2동,20대미만,586,17,172
202412,2623075000,부산진구 개금2동,30대,602,200,409
202412,2623075000,부산진구 개금2동,40대,769,164,370
202412,2623075000,부산진구 개금2동,50대,1146,173,477
202412,2623075000,부산진구 개금2동,60대이상,2923,139,998
202412,2623076000,부산진구 개금3동,20대,1520,161,312
202412,2623076000,부산진구 개금3동,20대미만,1619,125,289
202412,2623076000,부산진구 개금3동,30대,1957,179,414
202412,2623076000,부산진구 개금3동,40대,2250,221,389
202412,2623076000,부산진구 개금3동,50대,2814,318,534
202412,2623076000,부산진구 개금3동,60대이상,7921,335,974
202412,2623077000,부산진구 범천1동,20대,1620,457,982
202412,2623077000,부산진구 범천1동,20대미만,431,17,321
202412,2623077000,부산진구 범천1동,30대,1767,616,1069
202412,2623077000,부산진구 범천1동,40대,1165,598,966
202412,2623077000,부산진구 범천1동,50대,1225,735,1195
202412,2623077000,부산진구 범천1동,60대이상,2770,644,2136
202412,2623078000,부산진구 범천2동,20대,1381,113,406
202412,2623078000,부산진구 범천2동,20대미만,696,17,133
202412,2623078000,부산진구 범천2동,30대,2329,212,514
202412,2623078000,부산진구 범천2동,40대,1944,218,374
202412,2623078000,부산진구 범천2동,50대,2099,271,435
202412,2623078000,부산진구 범천2동,60대이상,5578,266,889
202412,2626051000,동래구 수민동,20대,1671,241,555
202412,2626051000,동래구 수민동,20대미만,1549,84,516
202412,2626051000,동래구 수민동,30대,1954,336,636
202412,2626051000,동래구 수민동,40대,2343,406,846
202412,2626051000,동래구 수민동,50대,2943,512,1131
202412,2626051000,동래구 수민동,60대이상,8325,464,2337
202412,2626052000,동래구 복산동,20대,458,61,106
202412,2626052000,동래구 복산동,20대미만,354,26,136
202412,2626052000,동래구 복산동,30대,451,64,128
202412,2626052000,동래구 복산동,40대,613,94,192
202412,2626052000,동래구 복산동,50대,1003,126,258
202412,2626052000,동래구 복산동,60대이상,3189,161,447
202412,2626054500,동래구 명륜동,20대,1560,479,1443
202412,2626054500,동래구 명륜동,20대미만,2367,313,686
202412,2626054500,동래구 명륜동,30대,1981,557,1229
202412,2626054500,동래구 명륜동,40대,3312,606,1347
202412,2626054500,동래구 명륜동,50대,3178,771,1563
202412,2626054500,동래구 명륜동,60대이상,4736,583,2582
202412,2626055000,동래구 온천1동,20대,2745,415,986
202412,2626055000,동래구 온천1동,20대미만,2206,220,638
202412,2626055000,동래구 온천1동,30대,4006,483,1193
202412,2626055000,동래구 온천1동,40대,3651,530,1406
202412,2626055000,동래구 온천1동,50대,3258,652,1543
202412,2626055000,동래구 온천1동,60대이상,6104,552,2528
202412,2626056000,동래구 온천2동,20대,862,215,435
202412,2626056000,동래구 온천2동,20대미만,1288,178,283
202412,2626056000,동래구 온천2동,30대,1209,305,457
202412,2626056000,동래구 온천2동,40대,1686,358,529
202412,2626056000,동래구 온천2동,50대,1497,370,687
202412,2626056000,동래구 온천2동,60대이상,3611,316,1261
202412,2626057000,동래구 온천3동,20대,2998,265,1315
202412,2626057000,동래구 온천3동,20대미만,2299,155,1682
202412,2626057000,동래구 온천3동,30대,3121,325,1939
202412,2626057000,동래구 온천3동,40대,3375,447,2342
202412,2626057000,동래구 온천3동,50대,4259,531,2027
202412,2626057000,동래구 온천3동,60대이상,9429,512,3784
202412,2626058000,동래구 사직1동,20대,656,201,565
202412,2626058000,동래구 사직1동,20대미만,914,104,748
202412,2626058000,동래구 사직1동,30대,902,205,656
202412,2626058000,동래구 사직1동,40대,1085,224,830
202412,2626058000,동래구 사직1동,50대,1016,235,871
202412,2626058000,동래구 사직1동,60대이상,2421,227,1402
202412,2626059000,동래구 사직2동,20대,1478,199,546
202412,2626059000,동래구 사직2동,20대미만,3187,375,753
202412,2626059000,동래구 사직2동,30대,1470,175,545
202412,2626059000,동래구 사직2동,40대,2870,358,902
202412,2626059000,동래구 사직2동,50대,3183,364,816
202412,2626059000,동래구 사직2동,60대이상,4362,274,1246
202412,2626060000,동래구 사직3동,20대,999,143,319
202412,2626060000,동래구 사직3동,20대미만,1642,82,444
202412,2626060000,동래구 사직3동,30대,1172,186,347
202412,2626060000,동래구 사직3동,40대,2177,251,528
202412,2626060000,동래구 사직3동,50대,1795,257,539
202412,2626060000,동래구 사직3동,60대이상,3948,201,848
202412,2626074000,동래구 안락1동,20대,730,149,297
202412,2626074000,동래구 안락1동,20대미만,638,46,231
202412,2626074000,동래구 안락1동,30대,855,179,389
202412,2626074000,동래구 안락1동,40대,977,204,510
202412,2626074000,동래구 안락1동,50대,1280,273,684
202412,2626074000,동래구 안락1동,60대이상,4064,324,1406
202412,2626075000,동래구 안락2동,20대,1746,209,422
202412,2626075000,동래구 안락2동,20대미만,1984,106,402
202412,2626075000,동래구 안락2동,30대,1992,290,488
202412,2626075000,동래구 안락2동,40대,2418,390,622
202412,2626075000,동래구 안락2동,50대,3244,498,662
202412,2626075000,동래구 안락2동,60대이상,7057,386,1152
202412,2626076100,동래구 명장1동,20대,780,87,212
202412,2626076100,동래구 명장1동,20대미만,981,216,216
202412,2626076100,동래구 명장1동,30대,1045,125,237
202412,2626076100,동래구 명장1동,40대,1377,181,305
202412,2626076100,동래구 명장1동,50대,1516,249,368
202412,2626076100,동래구 명장1동,60대이상,4331,241,823
202412,2626076200,동래구 명장2동,20대,444,43,90
202412,2626076200,동래구 명장2동,20대미만,497,151,181
202412,2626076200,동래구 명장2동,30대,684,52,137
202412,2626076200,동래구 명장2동,40대,784,77,181
202412,2626076200,동래구 명장2동,50대,912,121,207
202412,2626076200,동래구 명장2동,60대이상,2367,139,380
202412,2629051000,남구 대연1동,20대,2595,301,1158
202412,2629051000,남구 대연1동,20대미만,815,77,608
202412,2629051000,남구 대연1동,30대,1199,215,855
202412,2629051000,남구 대연1동,40대,1195,239,901
202412,2629051000,남구 대연1동,50대,1657,310,1125
202412,2629051000,남구 대연1동,60대이상,4295,258,1766
202412,2629053000,남구 대연3동,20대,5457,2200,2923
202412,2629053000,남구 대연3동,20대미만,3779,489,1339
202412,2629053000,남구 대연3동,30대,3151,880,1303
202412,2629053000,남구 대연3동,40대,4262,902,1352
202412,2629053000,남구 대연3동,50대,3879,828,1425
202412,2629053000,남구 대연3동,60대이상,6402,556,1781
202412,2629054000,남구 대연4동,20대,775,76,197
202412,2629054000,남구 대연4동,20대미만,918,76,184
202412,2629054000,남구 대연4동,30대,1407,110,235
202412,2629054000,남구 대연4동,40대,1481,154,292
202412,2629054000,남구 대연4동,50대,1385,193,364
202412,2629054000,남구 대연4동,60대이상,3345,195,742
202412,2629055000,남구 대연5동,20대,1668,214,406
202412,2629055000,남구 대연5동,20대미만,893,111,224
202412,2629055000,남구 대연5동,30대,1168,186,288
202412,2629055000,남구 대연5동,40대,1364,217,319
202412,2629055000,남구 대연5동,50대,1760,265,393
202412,2629055000,남구 대연5동,60대이상,4002,233,706
202412,2629056000,남구 대연6동,20대,858,154,205
202412,2629056000,남구 대연6동,20대미만,1456,151,199
202412,2629056000,남구 대연6동,30대,1235,231,227
202412,2629056000,남구 대연6동,40대,1897,309,299
202412,2629056000,남구 대연6동,50대,1564,273,365
202412,2629056000,남구 대연6동,60대이상,2786,159,559
202412,2629057000,남구 용호1동,20대,2174,292,607
202412,2629057000,남구 용호1동,20대미만,4175,178,448
202412,2629057000,남구 용호1동,30대,2542,306,638
202412,2629057000,남구 용호1동,40대,4514,480,748
202412,2629057000,남구 용호1동,50대,5833,632,913
202412,2629057000,남구 용호1동,60대이상,10793,522,1726
202412,2629058000,남구 용호2동,20대,1023,152,389
202412,2629058000,남구 용호2동,20대미만,1555,49,197
202412,2629058000,남구 용호2동,30대,1502,142,361
202412,2629058000,남구 용호2동,40대,2288,233,436
202412,2629058000,남구 용호2동,50대,2075,247,511
202412,2629058000,남구 용호2동,60대이상,5073,220,924
202412,2629059000,남구 용호3동,20대,710,96,201
202412,2629059000,남구 용호3동,20대미만,652,212,229
202412,2629059000,남구 용호3동,30대,649,103,210
202412,2629059000,남구 용호3동,40대,858,149,318
202412,2629059000,남구 용호3동,50대,1296,238,425
