기준년월,행정동코드,행정동명,나이대,평균주거인구수,평균직장인구수,평균방문인구수
202401,2623057000,부산진구 양정2동,50대,1069,381,680
202401,2623057000,부산진구 양정2동,60대이상,2359,282,1034
202401,2623060000,부산진구 전포1동,20대,3037,860,2074
202401,2623060000,부산진구 전포1동,20대미만,936,129,519
202401,2623060000,부산진구 전포1동,30대,2809,629,1055
202401,2623060000,부산진구 전포1동,40대,1594,418,589
202401,2623060000,부산진구 전포1동,50대,1483,395,541
202401,2623060000,부산진구 전포1동,60대이상,2850,315,681
202401,2623061000,부산진구 전포2동,20대,2447,629,1699
202401,2623061000,부산진구 전포2동,20대미만,975,50,510
202401,2623061000,부산진구 전포2동,30대,2807,533,1115
202401,2623061000,부산진구 전포2동,40대,2091,434,717
202401,2623061000,부산진구 전포2동,50대,2398,517,674
202401,2623061000,부산진구 전포2동,60대이상,5592,473,1063
202401,2623064000,부산진구 부암1동,20대,1740,242,484
202401,2623064000,부산진구 부암1동,20대미만,1398,27,234
202401,2623064000,부산진구 부암1동,30대,2431,325,536
202401,2623064000,부산진구 부암1동,40대,2188,287,494
202401,2623064000,부산진구 부암1동,50대,2525,393,592
202401,2623064000,부산진구 부암1동,60대이상,5188,349,1004
202401,2623066000,부산진구 부암3동,20대,1070,142,364
202401,2623066000,부산진구 부암3동,20대미만,1482,71,336
202401,2623066000,부산진구 부암3동,30대,1246,142,430
202401,2623066000,부산진구 부암3동,40대,1488,204,514
202401,2623066000,부산진구 부암3동,50대,2360,324,732
202401,2623066000,부산진구 부암3동,60대이상,4518,302,1447
202401,2623067000,부산진구 당감1동,20대,1508,168,326
202401,2623067000,부산진구 당감1동,20대미만,1448,44,319
202401,2623067000,부산진구 당감1동,30대,1509,163,332
202401,2623067000,부산진구 당감1동,40대,1797,223,394
202401,2623067000,부산진구 당감1동,50대,3022,390,586
202401,2623067000,부산진구 당감1동,60대이상,5898,346,999
202401,2623068000,부산진구 당감2동,20대,593,45,207
202401,2623068000,부산진구 당감2동,20대미만,463,18,110
202401,2623068000,부산진구 당감2동,30대,686,86,275
202401,2623068000,부산진구 당감2동,40대,816,109,270
202401,2623068000,부산진구 당감2동,50대,831,122,346
202401,2623068000,부산진구 당감2동,60대이상,1815,102,603
202401,2623070000,부산진구 당감4동,20대,614,64,182
202401,2623070000,부산진구 당감4동,20대미만,921,22,154
202401,2623070000,부산진구 당감4동,30대,678,88,245
202401,2623070000,부산진구 당감4동,40대,966,97,291
202401,2623070000,부산진구 당감4동,50대,1281,178,349
202401,2623070000,부산진구 당감4동,60대이상,2684,158,567
202401,2623071000,부산진구 가야1동,20대,1778,371,696
202401,2623071000,부산진구 가야1동,20대미만,1122,100,369
202401,2623071000,부산진구 가야1동,30대,1262,199,547
202401,2623071000,부산진구 가야1동,40대,1596,323,570
202401,2623071000,부산진구 가야1동,50대,2019,422,712
202401,2623071000,부산진구 가야1동,60대이상,5292,348,1217
202401,2623072000,부산진구 가야2동,20대,822,85,337
202401,2623072000,부산진구 가야2동,20대미만,715,25,247
202401,2623072000,부산진구 가야2동,30대,735,86,374
202401,2623072000,부산진구 가야2동,40대,925,115,402
202401,2623072000,부산진구 가야2동,50대,1257,166,541
202401,2623072000,부산진구 가야2동,60대이상,3236,205,988
202401,2623074000,부산진구 개금1동,20대,2289,214,615
202401,2623074000,부산진구 개금1동,20대미만,892,59,292
202401,2623074000,부산진구 개금1동,30대,1850,229,423
202401,2623074000,부산진구 개금1동,40대,1848,234,452
202401,2623074000,부산진구 개금1동,50대,1863,308,578
202401,2623074000,부산진구 개금1동,60대이상,3686,294,944
202401,2623075000,부산진구 개금2동,20대,844,223,577
202401,2623075000,부산진구 개금2동,20대미만,686,37,195
202401,2623075000,부산진구 개금2동,30대,622,189,401
202401,2623075000,부산진구 개금2동,40대,869,159,446
202401,2623075000,부산진구 개금2동,50대,1143,196,536
202401,2623075000,부산진구 개금2동,60대이상,2953,175,1103
202401,2623076000,부산진구 개금3동,20대,2077,202,379
202401,2623076000,부산진구 개금3동,20대미만,1803,66,283
202401,2623076000,부산진구 개금3동,30대,2046,200,471
202401,2623076000,부산진구 개금3동,40대,2414,270,431
202401,2623076000,부산진구 개금3동,50대,3300,353,603
202401,2623076000,부산진구 개금3동,60대이상,7754,393,1010
202401,2623077000,부산진구 범천1동,20대,1749,497,1188
202401,2623077000,부산진구 범천1동,20대미만,476,31,418
202401,2623077000,부산진구 범천1동,30대,1818,654,1234
202401,2623077000,부산진구 범천1동,40대,1182,643,1154
202401,2623077000,부산진구 범천1동,50대,1279,794,1294
202401,2623077000,부산진구 범천1동,60대이상,2762,671,2381
202401,2623078000,부산진구 범천2동,20대,1451,132,352
202401,2623078000,부산진구 범천2동,20대미만,856,14,134
202401,2623078000,부산진구 범천2동,30대,2323,193,395
202401,2623078000,부산진구 범천2동,40대,1991,182,328
202401,2623078000,부산진구 범천2동,50대,2165,312,427
202401,2623078000,부산진구 범천2동,60대이상,5422,317,736
202401,2626051000,동래구 수민동,20대,1666,269,638
202401,2626051000,동래구 수민동,20대미만,1590,54,626
202401,2626051000,동래구 수민동,30대,1865,367,708
202401,2626051000,동래구 수민동,40대,2337,437,925
202401,2626051000,동래구 수민동,50대,2461,548,1193
202401,2626051000,동래구 수민동,60대이상,8178,492,2377
202401,2626052000,동래구 복산동,20대,545,55,133
202401,2626052000,동래구 복산동,20대미만,416,29,128
202401,2626052000,동래구 복산동,30대,561,70,132
202401,2626052000,동래구 복산동,40대,691,117,207
202401,2626052000,동래구 복산동,50대,1102,151,264
202401,2626052000,동래구 복산동,60대이상,3355,185,512
202401,2626054500,동래구 명륜동,20대,1819,617,1415
202401,2626054500,동래구 명륜동,20대미만,2886,245,626
202401,2626054500,동래구 명륜동,30대,2116,574,1176
202401,2626054500,동래구 명륜동,40대,3376,644,1264
202401,2626054500,동래구 명륜동,50대,3226,807,1422
202401,2626054500,동래구 명륜동,60대이상,4833,635,2371
202401,2626055000,동래구 온천1동,20대,2627,426,1001
202401,2626055000,동래구 온천1동,20대미만,1727,80,477
202401,2626055000,동래구 온천1동,30대,3177,449,1095
202401,2626055000,동래구 온천1동,40대,2901,526,1198
202401,2626055000,동래구 온천1동,50대,2766,622,1346
202401,2626055000,동래구 온천1동,60대이상,5404,589,2187
202401,2626056000,동래구 온천2동,20대,958,217,376
202401,2626056000,동래구 온천2동,20대미만,1470,49,204
202401,2626056000,동래구 온천2동,30대,1292,278,372
202401,2626056000,동래구 온천2동,40대,1836,311,448
202401,2626056000,동래구 온천2동,50대,1527,367,556
202401,2626056000,동래구 온천2동,60대이상,3571,276,973
202401,2626057000,동래구 온천3동,20대,3479,299,1379
202401,2626057000,동래구 온천3동,20대미만,2535,96,1492
202401,2626057000,동래구 온천3동,30대,3431,371,1940
202401,2626057000,동래구 온천3동,40대,3874,464,2369
202401,2626057000,동래구 온천3동,50대,4562,537,2051
202401,2626057000,동래구 온천3동,60대이상,9793,538,3760
202401,2626058000,동래구 사직1동,20대,665,224,542
202401,2626058000,동래구 사직1동,20대미만,900,194,631
202401,2626058000,동래구 사직1동,30대,733,208,481
202401,2626058000,동래구 사직1동,40대,956,268,677
202401,2626058000,동래구 사직1동,50대,957,273,740
202401,2626058000,동래구 사직1동,60대이상,2373,281,1020
202401,2626059000,동래구 사직2동,20대,1803,195,577
202401,2626059000,동래구 사직2동,20대미만,3349,109,652
202401,2626059000,동래구 사직2동,30대,1566,174,568
202401,2626059000,동래구 사직2동,40대,3170,339,834
202401,2626059000,동래구 사직2동,50대,3291,362,847
202401,2626059000,동래구 사직2동,60대이상,4548,270,1257
202401,2626060000,동래구 사직3동,20대,1114,173,353
202401,2626060000,동래구 사직3동,20대미만,1867,85,479
202401,2626060000,동래구 사직3동,30대,1175,227,399
202401,2626060000,동래구 사직3동,40대,2295,316,567
202401,2626060000,동래구 사직3동,50대,1844,311,555
202401,2626060000,동래구 사직3동,60대이상,4093,233,799
202401,2626074000,동래구 안락1동,20대,788,132,270
202401,2626074000,동래구 안락1동,20대미만,669,36,171
202401,2626074000,동래구 안락1동,30대,852,157,320
202401,2626074000,동래구 안락1동,40대,1043,203,456
202401,2626074000,동래구 안락1동,50대,1294,262,614
202401,2626074000,동래구 안락1동,60대이상,3859,350,1153
202401,2626075000,동래구 안락2동,20대,1870,282,482
202401,2626075000,동래구 안락2동,20대미만,2403,99,451
202401,2626075000,동래구 안락2동,30대,1953,329,534
202401,2626075000,동래구 안락2동,40대,2822,477,743
202401,2626075000,동래구 안락2동,50대,3236,539,801
202401,2626075000,동래구 안락2동,60대이상,7015,450,1286
202401,2626076100,동래구 명장1동,20대,923,119,248
202401,2626076100,동래구 명장1동,20대미만,1099,36,177
202401,2626076100,동래구 명장1동,30대,1097,120,229
202401,2626076100,동래구 명장1동,40대,1423,169,318
202401,2626076100,동래구 명장1동,50대,1596,243,399
202401,2626076100,동래구 명장1동,60대이상,4058,336,731
202401,2626076200,동래구 명장2동,20대,616,44,97
202401,2626076200,동래구 명장2동,20대미만,527,15,106
202401,2626076200,동래구 명장2동,30대,901,66,160
202401,2626076200,동래구 명장2동,40대,967,92,198
202401,2626076200,동래구 명장2동,50대,1314,155,211
202401,2626076200,동래구 명장2동,60대이상,3388,170,477
202401,2629051000,남구 대연1동,20대,2690,262,1212
202401,2629051000,남구 대연1동,20대미만,876,54,575
202401,2629051000,남구 대연1동,30대,1227,216,810
202401,2629051000,남구 대연1동,40대,1325,301,946
202401,2629051000,남구 대연1동,50대,1673,379,1076
202401,2629051000,남구 대연1동,60대이상,4385,293,1704
202401,2629053000,남구 대연3동,20대,5239,1692,2433
202401,2629053000,남구 대연3동,20대미만,3576,216,1107
202401,2629053000,남구 대연3동,30대,2847,876,1153
202401,2629053000,남구 대연3동,40대,4068,943,1238
202401,2629053000,남구 대연3동,50대,3688,806,1252
202401,2629053000,남구 대연3동,60대이상,6032,576,1555
202401,2629054000,남구 대연4동,20대,794,80,183
202401,2629054000,남구 대연4동,20대미만,1103,27,173
202401,2629054000,남구 대연4동,30대,1390,116,256
202401,2629054000,남구 대연4동,40대,1535,168,301
202401,2629054000,남구 대연4동,50대,1358,198,354
202401,2629054000,남구 대연4동,60대이상,3573,183,660
202401,2629055000,남구 대연5동,20대,1831,222,399
202401,2629055000,남구 대연5동,20대미만,1101,58,201
202401,2629055000,남구 대연5동,30대,1172,185,279
202401,2629055000,남구 대연5동,40대,1573,244,338
202401,2629055000,남구 대연5동,50대,1747,261,415
202401,2629055000,남구 대연5동,60대이상,4104,222,700
202401,2629056000,남구 대연6동,20대,983,150,204
202401,2629056000,남구 대연6동,20대미만,1581,36,142
202401,2629056000,남구 대연6동,30대,1128,221,207
202401,2629056000,남구 대연6동,40대,1960,266,286
202401,2629056000,남구 대연6동,50대,1523,234,346
202401,2629056000,남구 대연6동,60대이상,2752,170,558
202401,2629057000,남구 용호1동,20대,2837,377,551
202401,2629057000,남구 용호1동,20대미만,4416,97,415
202401,2629057000,남구 용호1동,30대,2682,329,579
202401,2629057000,남구 용호1동,40대,4427,508,750
202401,2629057000,남구 용호1동,50대,5710,636,843
202401,2629057000,남구 용호1동,60대이상,10554,562,1441
202401,2629058000,남구 용호2동,20대,1168,172,520
202401,2629058000,남구 용호2동,20대미만,1644,31,238
202401,2629058000,남구 용호2동,30대,1530,164,346
202401,2629058000,남구 용호2동,40대,2169,224,455
202401,2629058000,남구 용호2동,50대,1999,225,536
202401,2629058000,남구 용호2동,60대이상,4602,248,894
202401,2629059000,남구 용호3동,20대,802,118,200
202401,2629059000,남구 용호3동,20대미만,817,20,200
202401,2629059000,남구 용호3동,30대,698,124,197
202401,2629059000,남구 용호3동,40대,1006,172,285
202401,2629059000,남구 용호3동,50대,1471,258,410
202401,2629059000,남구 용호3동,60대이상,4461,253,735
202401,2629060000,남구 용호4동,20대,502,148,363
202401,2629060000,남구 용호4동,20대미만,546,46,192
202401,2629060000,남구 용호4동,30대,518,86,271
202401,2629060000,남구 용호4동,40대,785,133,316
202401,2629060000,남구 용호4동,50대,826,151,352
202401,2629060000,남구 용호4동,60대이상,2285,166,657
202401,2629061000,남구 용당동,20대,666,228,264
202401,2629061000,남구 용당동,20대미만,547,18,97
202401,2629061000,남구 용당동,30대,470,223,263
202401,2629061000,남구 용당동,40대,770,267,461
202401,2629061000,남구 용당동,50대,1172,302,606
202401,2629061000,남구 용당동,60대이상,2119,228,643
202401,2629062000,남구 감만1동,20대,492,167,258
202401,2629062000,남구 감만1동,20대미만,320,9,63
202401,2629062000,남구 감만1동,30대,430,202,307
202401,2629062000,남구 감만1동,40대,643,227,532
202401,2629062000,남구 감만1동,50대,869,277,673
202401,2629062000,남구 감만1동,60대이상,2099,239,645
202401,2629063000,남구 감만2동,20대,271,33,142
202401,2629063000,남구 감만2동,20대미만,294,17,157
202401,2629063000,남구 감만2동,30대,241,33,150
202401,2629063000,남구 감만2동,40대,405,61,259
202401,2629063000,남구 감만2동,50대,723,124,374
202401,2629063000,남구 감만2동,60대이상,1515,76,742
202401,2629064500,남구 우암동,20대,768,127,365
202401,2629064500,남구 우암동,20대미만,895,25,168
202401,2629064500,남구 우암동,30대,743,142,355
202401,2629064500,남구 우암동,40대,1156,200,454
202401,2629064500,남구 우암동,50대,1445,305,743
202401,2629064500,남구 우암동,60대이상,4781,269,1160
202401,2629068000,남구 문현1동,20대,673,62,202
202401,2629068000,남구 문현1동,20대미만,800,29,227
202401,2629068000,남구 문현1동,30대,508,72,253
202401,2629068000,남구 문현1동,40대,824,127,304
202401,2629068000,남구 문현1동,50대,1176,184,364
202401,2629068000,남구 문현1동,60대이상,2822,182,655
202401,2629069000,남구 문현2동,20대,441,344,342
202401,2629069000,남구 문현2동,20대미만,173,24,155
202401,2629069000,남구 문현2동,30대,572,687,428
202401,2629069000,남구 문현2동,40대,458,544,410
202401,2629069000,남구 문현2동,50대,531,449,480
202401,2629069000,남구 문현2동,60대이상,1770,240,680
202401,2629070000,남구 문현3동,20대,647,108,750
202401,2629070000,남구 문현3동,20대미만,787,51,786
202401,2629070000,남구 문현3동,30대,875,100,723
202401,2629070000,남구 문현3동,40대,1230,142,995
202401,2629070000,남구 문현3동,50대,1101,163,1345
202401,2629070000,남구 문현3동,60대이상,3114,179,2622
202401,2629071000,남구 문현4동,20대,480,97,192
202401,2629071000,남구 문현4동,20대미만,303,14,92
202401,2629071000,남구 문현4동,30대,488,122,216
202401,2629071000,남구 문현4동,40대,566,109,229
202401,2629071000,남구 문현4동,50대,641,117,256
202401,2629071000,남구 문현4동,60대이상,1734,125,410
202401,2632051000,북구 구포1동,20대,1126,174,476
202401,2632051000,북구 구포1동,20대미만,665,6,144
202401,2632051000,북구 구포1동,30대,1406,197,499
202401,2632051000,북구 구포1동,40대,1268,238,527
202401,2632051000,북구 구포1동,50대,1822,406,908
202401,2632051000,북구 구포1동,60대이상,4492,538,1979
202401,2632052000,북구 구포2동,20대,2006,197,362
202401,2632052000,북구 구포2동,20대미만,1402,36,204
202401,2632052000,북구 구포2동,30대,2074,316,365
202401,2632052000,북구 구포2동,40대,2185,384,412
202401,2632052000,북구 구포2동,50대,3243,522,615
202401,2632052000,북구 구포2동,60대이상,7144,408,1017
202401,2632052100,북구 구포3동,20대,1703,134,219
202401,2632052100,북구 구포3동,20대미만,1420,18,128
202401,2632052100,북구 구포3동,30대,1327,119,190
202401,2632052100,북구 구포3동,40대,1755,191,228
202401,2632052100,북구 구포3동,50대,2965,353,364
202401,2632052100,북구 구포3동,60대이상,5927,280,581
202401,2632053000,북구 금곡동,20대,2541,259,419
202401,2632053000,북구 금곡동,20대미만,2540,43,319
202401,2632053000,북구 금곡동,30대,2478,272,524
202401,2632053000,북구 금곡동,40대,3258,355,604
202401,2632053000,북구 금곡동,50대,5076,637,885
202401,2632053000,북구 금곡동,60대이상,12299,566,1489
202401,2632054100,북구 화명1동,20대,3044,251,1077
202401,2632054100,북구 화명1동,20대미만,3128,90,1118
202401,2632054100,북구 화명1동,30대,3461,262,1142
202401,2632054100,북구 화명1동,40대,3486,348,1498
202401,2632054100,북구 화명1동,50대,5324,553,1678
202401,2632054100,북구 화명1동,60대이상,7754,464,2246
202401,2632054200,북구 화명2동,20대,1582,154,344
202401,2632054200,북구 화명2동,20대미만,1580,67,281
202401,2632054200,북구 화명2동,30대,1623,133,370
202401,2632054200,북구 화명2동,40대,1605,224,359
202401,2632054200,북구 화명2동,50대,2406,322,592
202401,2632054200,북구 화명2동,60대이상,4437,270,816
202401,2632054300,북구 화명3동,20대,2120,435,790
202401,2632054300,북구 화명3동,20대미만,2929,224,544
202401,2632054300,북구 화명3동,30대,1697,301,629
202401,2632054300,북구 화명3동,40대,2745,431,664
202401,2632054300,북구 화명3동,50대,3282,543,908
202401,2632054300,북구 화명3동,60대이상,4334,327,1170
202401,2632055000,북구 덕천1동,20대,1030,170,335
202401,2632055000,북구 덕천1동,20대미만,585,24,180
202401,2632055000,북구 덕천1동,30대,1313,202,370
202401,2632055000,북구 덕천1동,40대,1117,204,412
202401,2632055000,북구 덕천1동,50대,1445,318,570
202401,2632055000,북구 덕천1동,60대이상,4162,281,1083
202401,2632056000,북구 덕천2동,20대,1014,449,1199
202401,2632056000,북구 덕천2동,20대미만,591,55,589
202401,2632056000,북구 덕천2동,30대,1002,456,1132
202401,2632056000,북구 덕천2동,40대,962,389,1069
202401,2632056000,북구 덕천2동,50대,1454,495,1344
202401,2632056000,북구 덕천2동,60대이상,3778,413,2293
202401,2632056100,북구 덕천3동,20대,459,27,83
202401,2632056100,북구 덕천3동,20대미만,294,6,50
202401,2632056100,북구 덕천3동,30대,371,33,91
202401,2632056100,북구 덕천3동,40대,648,64,111
202401,2632056100,북구 덕천3동,50대,1117,104,162
202401,2632056100,북구 덕천3동,60대이상,2781,73,293
202401,2632057100,북구 만덕1동,20대,1058,99,231
202401,2632057100,북구 만덕1동,20대미만,1006,30,138
202401,2632057100,북구 만덕1동,30대,2041,141,326
202401,2632057100,북구 만덕1동,40대,1640,156,273
202401,2632057100,북구 만덕1동,50대,1681,145,349
202401,2632057100,북구 만덕1동,60대이상,4025,190,650
202401,2632057200,북구 만덕2동,20대,1786,132,294
202401,2632057200,북구 만덕2동,20대미만,2576,50,219
202401,2632057200,북구 만덕2동,30대,2316,201,358
202401,2632057200,북구 만덕2동,40대,2861,296,414
202401,2632057200,북구 만덕2동,50대,2956,337,511
202401,2632057200,북구 만덕2동,60대이상,6608,324,975
202401,2632057300,북구 만덕3동,20대,1263,106,440
202401,2632057300,북구 만덕3동,20대미만,1260,51,349
202401,2632057300,북구 만덕3동,30대,1397,103,485
202401,2632057300,북구 만덕3동,40대,1674,144,466
202401,2632057300,북구 만덕3동,50대,2102,230,539
202401,2632057300,북구 만덕3동,60대이상,5271,268,1204
202401,2635051000,해운대구 우1동,20대,1912,707,2594
202401,2635051000,해운대구 우1동,20대미만,1931,158,1728
202401,2635051000,해운대구 우1동,30대,2044,702,2078
202401,2635051000,해운대구 우1동,40대,2391,688,2500
202401,2635051000,해운대구 우1동,50대,2777,772,2234
202401,2635051000,해운대구 우1동,60대이상,6064,753,2840
202401,2635052000,해운대구 우2동,20대,1941,2292,2041
202401,2635052000,해운대구 우2동,20대미만,2560,533,1602
202401,2635052000,해운대구 우2동,30대,2544,2402,2305
202401,2635052000,해운대구 우2동,40대,3729,1877,2393
202401,2635052000,해운대구 우2동,50대,4113,1543,2074
202401,2635052000,해운대구 우2동,60대이상,6791,814,2669
202401,2635052500,해운대구 우3동,20대,1633,296,679
202401,2635052500,해운대구 우3동,20대미만,2404,72,560
202401,2635052500,해운대구 우3동,30대,1852,341,707
202401,2635052500,해운대구 우3동,40대,3698,524,893
202401,2635052500,해운대구 우3동,50대,3399,427,896
202401,2635052500,해운대구 우3동,60대이상,6306,383,1155
202401,2635053000,해운대구 중1동,20대,2116,704,1954
202401,2635053000,해운대구 중1동,20대미만,2030,119,1522
202401,2635053000,해운대구 중1동,30대,2451,669,1982
202401,2635053000,해운대구 중1동,40대,3403,730,2158
202401,2635053000,해운대구 중1동,50대,3579,772,2016
202401,2635053000,해운대구 중1동,60대이상,5949,632,2315
202401,2635054000,해운대구 중2동,20대,1009,159,525
202401,2635054000,해운대구 중2동,20대미만,1442,34,310
202401,2635054000,해운대구 중2동,30대,1451,198,583
202401,2635054000,해운대구 중2동,40대,1985,238,625
202401,2635054000,해운대구 중2동,50대,2024,252,718
202401,2635054000,해운대구 중2동,60대이상,3882,246,1051
202401,2635055100,해운대구 좌1동,20대,1479,450,815
202401,2635055100,해운대구 좌1동,20대미만,1273,142,521
202401,2635055100,해운대구 좌1동,30대,1369,418,685
202401,2635055100,해운대구 좌1동,40대,1787,454,785
202401,2635055100,해운대구 좌1동,50대,2344,564,1002
202401,2635055100,해운대구 좌1동,60대이상,3349,412,1301
202401,2635055200,해운대구 좌2동,20대,3068,317,604
202401,2635055200,해운대구 좌2동,20대미만,2548,188,472
202401,2635055200,해운대구 좌2동,30대,3225,311,516
202401,2635055200,해운대구 좌2동,40대,3193,391,513
202401,2635055200,해운대구 좌2동,50대,4199,491,601
202401,2635055200,해운대구 좌2동,60대이상,6844,349,944
202401,2635055300,해운대구 좌3동,20대,1154,117,294
202401,2635055300,해운대구 좌3동,20대미만,1288,59,253
202401,2635055300,해운대구 좌3동,30대,1042,101,288
202401,2635055300,해운대구 좌3동,40대,1530,119,319
202401,2635055300,해운대구 좌3동,50대,2127,198,434
202401,2635055300,해운대구 좌3동,60대이상,4300,169,717
202401,2635055400,해운대구 좌4동,20대,1958,504,793
202401,2635055400,해운대구 좌4동,20대미만,2975,126,491
202401,2635055400,해운대구 좌4동,30대,1734,398,715
202401,2635055400,해운대구 좌4동,40대,2643,526,914
202401,2635055400,해운대구 좌4동,50대,3172,542,1089
202401,2635055400,해운대구 좌4동,60대이상,4887,395,1869
202401,2635056000,해운대구 송정동,20대,641,296,1055
202401,2635056000,해운대구 송정동,20대미만,619,35,614
202401,2635056000,해운대구 송정동,30대,837,273,880
202401,2635056000,해운대구 송정동,40대,932,317,936
202401,2635056000,해운대구 송정동,50대,1227,377,986
202401,2635056000,해운대구 송정동,60대이상,3507,318,1156
202401,2635057000,해운대구 반여1동,20대,2817,398,531
202401,2635057000,해운대구 반여1동,20대미만,4123,77,381
202401,2635057000,해운대구 반여1동,30대,2618,392,651
202401,2635057000,해운대구 반여1동,40대,4235,588,796
202401,2635057000,해운대구 반여1동,50대,4808,826,1027
202401,2635057000,해운대구 반여1동,60대이상,7991,527,1513
202401,2635058000,해운대구 반여2동,20대,780,84,281
202401,2635058000,해운대구 반여2동,20대미만,504,19,154
202401,2635058000,해운대구 반여2동,30대,942,93,297
202401,2635058000,해운대구 반여2동,40대,1182,122,396
202401,2635058000,해운대구 반여2동,50대,1665,205,582
202401,2635058000,해운대구 반여2동,60대이상,4513,181,1066
202401,2635059000,해운대구 반여3동,20대,482,39,62
202401,2635059000,해운대구 반여3동,20대미만,245,2,23
202401,2635059000,해운대구 반여3동,30대,383,30,60
202401,2635059000,해운대구 반여3동,40대,590,38,77
202401,2635059000,해운대구 반여3동,50대,803,67,130
202401,2635059000,해운대구 반여3동,60대이상,1929,82,213
202401,2635059500,해운대구 반여4동,20대,794,64,192
202401,2635059500,해운대구 반여4동,20대미만,963,30,154
202401,2635059500,해운대구 반여4동,30대,641,78,220
202401,2635059500,해운대구 반여4동,40대,1034,101,259
202401,2635059500,해운대구 반여4동,50대,1206,123,311
202401,2635059500,해운대구 반여4동,60대이상,2052,92,659
202401,2635061000,해운대구 반송1동,20대,783,105,130
202401,2635061000,해운대구 반송1동,20대미만,358,4,53
202401,2635061000,해운대구 반송1동,30대,644,99,145
202401,2635061000,해운대구 반송1동,40대,905,145,227
202401,2635061000,해운대구 반송1동,50대,1217,219,304
202401,2635061000,해운대구 반송1동,60대이상,3465,203,513
202401,2635062000,해운대구 반송2동,20대,1326,134,133
202401,2635062000,해운대구 반송2동,20대미만,1140,4,78
202401,2635062000,해운대구 반송2동,30대,1308,84,166
202401,2635062000,해운대구 반송2동,40대,2117,191,231
202401,2635062000,해운대구 반송2동,50대,3041,385,315
202401,2635062000,해운대구 반송2동,60대이상,8668,342,603
202401,2635065000,해운대구 재송1동,20대,2602,601,685
202401,2635065000,해운대구 재송1동,20대미만,4801,139,452
202401,2635065000,해운대구 재송1동,30대,2850,698,758
202401,2635065000,해운대구 재송1동,40대,5540,854,998
202401,2635065000,해운대구 재송1동,50대,4310,730,1042
202401,2635065000,해운대구 재송1동,60대이상,6787,544,1471
202401,2635066000,해운대구 재송2동,20대,1730,162,316
202401,2635066000,해운대구 재송2동,20대미만,1357,47,197
202401,2635066000,해운대구 재송2동,30대,1745,204,355
202401,2635066000,해운대구 재송2동,40대,2530,269,431
202401,2635066000,해운대구 재송2동,50대,3110,310,465
202401,2635066000,해운대구 재송2동,60대이상,6533,325,812
202401,2638051000,사하구 괴정1동,20대,1356,125,443
202401,2638051000,사하구 괴정1동,20대미만,1450,97,283
202401,2638051000,사하구 괴정1동,30대,1207,120,427
202401,2638051000,사하구 괴정1동,40대,1738,164,485
202401,2638051000,사하구 괴정1동,50대,2215,268,656
202401,2638051000,사하구 괴정1동,60대이상,6098,280,1163
202401,2638052000,사하구 괴정2동,20대,1058,60,119
202401,2638052000,사하구 괴정2동,20대미만,1042,10,72
202401,2638052000,사하구 괴정2동,30대,883,52,134
202401,2638052000,사하구 괴정2동,40대,1515,129,161
202401,2638052000,사하구 괴정2동,50대,1793,141,208
202401,2638052000,사하구 괴정2동,60대이상,4545,144,393
202401,2638053000,사하구 괴정3동,20대,872,185,350
202401,2638053000,사하구 괴정3동,20대미만,759,46,230
202401,2638053000,사하구 괴정3동,30대,905,158,314
202401,2638053000,사하구 괴정3동,40대,1101,216,410
202401,2638053000,사하구 괴정3동,50대,1511,300,573
202401,2638053000,사하구 괴정3동,60대이상,4549,341,1050
202401,2638054000,사하구 괴정4동,20대,935,69,236
202401,2638054000,사하구 괴정4동,20대미만,1340,32,227
202401,2638054000,사하구 괴정4동,30대,1222,117,231
202401,2638054000,사하구 괴정4동,40대,1670,168,326
202401,2638054000,사하구 괴정4동,50대,1546,187,379
202401,2638054000,사하구 괴정4동,60대이상,3560,167,800
202401,2638055000,사하구 당리동,20대,1904,322,521
202401,2638055000,사하구 당리동,20대미만,1869,205,401
202401,2638055000,사하구 당리동,30대,1837,348,546
202401,2638055000,사하구 당리동,40대,2649,476,560
202401,2638055000,사하구 당리동,50대,3146,544,709
202401,2638055000,사하구 당리동,60대이상,7353,427,1327
202401,2638056100,사하구 하단1동,20대,2418,254,535
202401,2638056100,사하구 하단1동,20대미만,1439,38,208
202401,2638056100,사하구 하단1동,30대,1987,211,477
202401,2638056100,사하구 하단1동,40대,2198,277,484
202401,2638056100,사하구 하단1동,50대,2615,364,659
202401,2638056100,사하구 하단1동,60대이상,5696,395,1068
202401,2638056200,사하구 하단2동,20대,3806,859,1421
202401,2638056200,사하구 하단2동,20대미만,1950,82,467
202401,2638056200,사하구 하단2동,30대,2322,432,795
202401,2638056200,사하구 하단2동,40대,2577,480,786
202401,2638056200,사하구 하단2동,50대,3015,561,916
202401,2638056200,사하구 하단2동,60대이상,6155,421,1172
202401,2638057100,사하구 신평1동,20대,1085,238,209
202401,2638057100,사하구 신평1동,20대미만,1064,27,148
202401,2638057100,사하구 신평1동,30대,1167,389,309
202401,2638057100,사하구 신평1동,40대,1641,460,393
202401,2638057100,사하구 신평1동,50대,2280,602,542
202401,2638057100,사하구 신평1동,60대이상,5303,361,615
202401,2638057200,사하구 신평2동,20대,1240,234,287
202401,2638057200,사하구 신평2동,20대미만,1267,47,164
202401,2638057200,사하구 신평2동,30대,1767,355,397
202401,2638057200,사하구 신평2동,40대,1897,430,442
