code,name,residential00,residential12,residentialNoonMidnightRatio,residentialPeakHour,workplace00,workplace12,workplaceNoonMidnightRatio,workplacePeakHour,visitor00,visitor12,visitorNoonMidnightRatio,visitorPeakHour,visitorNoonAboveMidnightMonths
2617059000,동구 수정4동,2855.8333333333335,1842.9166666666667,0.6453166034432448,04시,14.083333333333334,214.75,15.248520710059172,16시,378.1666666666667,391.6666666666667,1.0356985456148082,10시,8
2617060000,동구 수정5동,4663.916666666667,3009.1666666666665,0.6452016366787571,04시,33.916666666666664,487.5833333333333,14.375921375921376,13시,461.75,687.9166666666666,1.4898032846056668,11시,12
2617064500,동구 좌천동,3505.1666666666665,2144.75,0.6118824592268556,04시,44.0,643.4166666666666,14.62310606060606,10시,1568.25,2423.75,1.545512513948669,11시,12
2617065000,동구 범일1동,9238.166666666666,5698.666666666667,0.6168612098360065,04시,81.33333333333333,1460.5833333333333,17.957991803278688,16시,1266.25,2223.5,1.7559723593287266,11시,12
2617066000,동구 범일2동,6950.583333333333,4174.916666666667,0.6006570191950317,04시,351.9166666666667,8831.5,25.095429789249348,13시,3459.4166666666665,9226.083333333334,2.6669477031291406,13시,12
2617068000,동구 범일5동,7534.083333333333,3985.5833333333335,0.5290070678804102,04시,132.33333333333334,2522.1666666666665,19.059193954659946,13시,3116.4166666666665,5258.333333333333,1.6873011204107282,11시,12
2620053000,영도구 남항동,9702.666666666666,6471.166666666667,0.6669472310017865,04시,226.25,3713.5,16.41325966850829,15시,3500.0,6364.0,1.8182857142857143,12시,12
2620054000,영도구 영선1동,1254.0833333333333,791.5,0.6311382816133962,04시,21.916666666666668,445.0833333333333,20.307984790874524,15시,458.4166666666667,936.0833333333334,2.041992365024541,14시,12
2620055000,영도구 영선2동,6904.583333333333,4202.416666666667,0.6086416028000725,04시,59.333333333333336,1022.3333333333334,17.230337078651687,14시,891.25,1881.4166666666667,2.11098644226274,14시,12
2620058500,영도구 신선동,6373.75,4124.916666666667,0.6471726482316794,04시,39.916666666666664,880.5833333333334,22.060542797494783,09시,714.25,1239.6666666666667,1.7356201143390504,11시,12
2620059000,영도구 봉래1동,4907.833333333333,2891.1666666666665,0.5890922674635787,04시,68.16666666666667,1150.25,16.87408312958435,15시,966.75,2586.5833333333335,2.675545211619688,14시,12
2620060500,영도구 봉래2동,6187.25,3864.9166666666665,0.6246582353495764,04시,69.25,1220.5833333333333,17.62575210589651,15시,884.9166666666666,1735.9166666666667,1.961672473867596,12시,12
2620063000,영도구 청학1동,4504.666666666667,2827.75,0.6277379014355483,04시,53.0,1380.0833333333333,26.039308176100626,13시,844.4166666666666,1675.75,1.9845060692785947,12시,12
2620064000,영도구 청학2동,13825.916666666666,7880.916666666667,0.5700104272772752,04시,157.0,2691.5,17.143312101910826,16시,1916.9166666666667,2979.5,1.5543190018693214,14시,12
2620065000,영도구 동삼1동,25328.916666666668,16031.083333333334,0.6329162650067282,04시,262.6666666666667,4647.916666666667,17.695114213197968,16시,2275.25,5654.083333333333,2.4850382741823243,13시,12
2620066000,영도구 동삼2동,4957.333333333333,3264.6666666666665,0.6585529854760624,04시,217.5,1841.5,8.466666666666667,14시,3553.4166666666665,5257.5,1.4795619239698883,14시,12
2620067000,영도구 동삼3동,8308.75,5169.5,0.6221754174815707,04시,113.0,1235.0,10.929203539823009,16시,1450.9166666666667,2474.5,1.7054735512032622,14시,12
2623051000,부산진구 부전1동,13078.25,8944.5,0.6839217785254144,05시,474.0,9904.25,20.895042194092827,15시,5326.333333333333,17718.166666666668,3.3265223105325745,14시,12
2623052000,부산진구 부전2동,10455.0,6506.25,0.6223098995695839,04시,1019.6666666666666,12777.583333333334,12.531137626675385,15시,16318.916666666666,21994.5,1.3477916732626247,19시,12
2623054000,부산진구 연지동,10795.666666666666,6144.25,0.5691403958378362,04시,104.66666666666667,1401.75,13.392515923566878,16시,1373.75,2020.75,1.4709736123748862,15시,12
2623055000,부산진구 초읍동,20960.666666666668,12493.333333333334,0.5960370217232276,04시,219.41666666666666,3244.25,14.785795670338018,16시,2620.8333333333335,6439.333333333333,2.4569793322734497,12시,12
2623056000,부산진구 양정1동,18050.583333333332,10414.916666666666,0.5769850466513086,04시,315.1666666666667,5577.333333333333,17.696456901110523,14시,2916.3333333333335,6132.083333333333,2.1026688764430217,12시,12
2623057000,부산진구 양정2동,10114.833333333334,6050.583333333333,0.5981891281780882,04시,141.66666666666666,3313.9166666666665,23.392352941176473,13시,2140.0833333333335,4502.333333333333,2.1038121568474746,12시,12
2623060000,부산진구 전포1동,15592.75,9349.583333333334,0.599610930293459,05시,371.9166666666667,5680.416666666667,15.273358727313466,15시,3361.4166666666665,6766.25,2.0129161811736123,19시,12
2623061000,부산진구 전포2동,19798.166666666668,11678.5,0.5898778506427362,04시,304.0,4802.75,15.798519736842104,16시,3499.5,7663.333333333333,2.1898366433299996,15시,12
